dataset,image_id,filename,path,split
KONIQ-10k,2139436069,2139436069.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/2139436069.jpg,holdout
KONIQ-10k,214064484,214064484.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/214064484.jpg,train
KONIQ-10k,2140758242,2140758242.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/2140758242.jpg,train
KONIQ-10k,2140864586,2140864586.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/2140864586.jpg,train
KONIQ-10k,2142428164,2142428164.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/2142428164.jpg,val
KONIQ-10k,21433968,21433968.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/21433968.jpg,train
KONIQ-10k,214408767,214408767.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/214408767.jpg,train
KONIQ-10k,2144290999,2144290999.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/2144290999.jpg,holdout
KONIQ-10k,2144963177,2144963177.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/2144963177.jpg,train
KONIQ-10k,2145860500,2145860500.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/2145860500.jpg,train
KONIQ-10k,2147067327,2147067327.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/2147067327.jpg,train
KONIQ-10k,2147811000,2147811000.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/2147811000.jpg,train
KONIQ-10k,2148143527,2148143527.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/2148143527.jpg,train
KONIQ-10k,2149719899,2149719899.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/2149719899.jpg,train
KONIQ-10k,2149726014,2149726014.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/2149726014.jpg,train
KONIQ-10k,2150291485,2150291485.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/2150291485.jpg,train
KONIQ-10k,2152767186,2152767186.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/2152767186.jpg,val
KONIQ-10k,2154184161,2154184161.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/2154184161.jpg,train
KONIQ-10k,2155055418,2155055418.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/2155055418.jpg,train
KONIQ-10k,2157271939,2157271939.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/2157271939.jpg,train
KONIQ-10k,21572719391,21572719391.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/21572719391.jpg,val
KONIQ-10k,215794898,215794898.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/215794898.jpg,train
KONIQ-10k,2159705303,2159705303.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/2159705303.jpg,holdout
KONIQ-10k,2161809899,2161809899.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/2161809899.jpg,train
KONIQ-10k,2164495332,2164495332.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/2164495332.jpg,train
KONIQ-10k,2166503846,2166503846.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/2166503846.jpg,train
KONIQ-10k,2167658722,2167658722.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/2167658722.jpg,train
KONIQ-10k,2167806539,2167806539.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/2167806539.jpg,holdout
KONIQ-10k,2168323029,2168323029.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/2168323029.jpg,holdout
KONIQ-10k,2169516596,2169516596.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/2169516596.jpg,train
KONIQ-10k,2170460897,2170460897.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/2170460897.jpg,val
KONIQ-10k,2171087848,2171087848.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/2171087848.jpg,val
KONIQ-10k,2172409998,2172409998.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/2172409998.jpg,train
KONIQ-10k,2174764653,2174764653.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/2174764653.jpg,train
KONIQ-10k,2175099934,2175099934.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/2175099934.jpg,train
KONIQ-10k,2178785463,2178785463.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/2178785463.jpg,train
KONIQ-10k,2181528959,2181528959.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/2181528959.jpg,holdout
KONIQ-10k,2182811741,2182811741.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/2182811741.jpg,train
KONIQ-10k,2183577836,2183577836.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/2183577836.jpg,train
KONIQ-10k,2183854336,2183854336.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/2183854336.jpg,holdout
KONIQ-10k,218453569,218453569.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/218453569.jpg,train
KONIQ-10k,218457399,218457399.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/218457399.jpg,train
KONIQ-10k,21852937,21852937.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/21852937.jpg,train
KONIQ-10k,2187246344,2187246344.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/2187246344.jpg,train
KONIQ-10k,2189906236,2189906236.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/2189906236.jpg,train
KONIQ-10k,2189933975,2189933975.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/2189933975.jpg,train
KONIQ-10k,2190310,2190310.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/2190310.jpg,train
KONIQ-10k,2191202126,2191202126.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/2191202126.jpg,train
KONIQ-10k,2191549592,2191549592.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/2191549592.jpg,train
KONIQ-10k,2191619969,2191619969.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/2191619969.jpg,train
KONIQ-10k,2191898704,2191898704.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/2191898704.jpg,val
KONIQ-10k,2194214783,2194214783.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/2194214783.jpg,train
KONIQ-10k,2195703133,2195703133.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/2195703133.jpg,train
KONIQ-10k,2196513263,2196513263.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/2196513263.jpg,train
KONIQ-10k,2197565905,2197565905.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/2197565905.jpg,train
KONIQ-10k,2197636094,2197636094.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/2197636094.jpg,train
KONIQ-10k,2198895718,2198895718.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/2198895718.jpg,train
KONIQ-10k,2199106763,2199106763.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/2199106763.jpg,holdout
KONIQ-10k,2199234449,2199234449.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/2199234449.jpg,train
KONIQ-10k,2199696686,2199696686.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/2199696686.jpg,train
KONIQ-10k,2201178081,2201178081.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/2201178081.jpg,train
KONIQ-10k,220183616,220183616.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/220183616.jpg,train
KONIQ-10k,2202105982,2202105982.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/2202105982.jpg,train
KONIQ-10k,2203797715,2203797715.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/2203797715.jpg,holdout
KONIQ-10k,2204322035,2204322035.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/2204322035.jpg,val
KONIQ-10k,2204368170,2204368170.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/2204368170.jpg,train
KONIQ-10k,220465405,220465405.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/220465405.jpg,holdout
KONIQ-10k,220503608,220503608.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/220503608.jpg,train
KONIQ-10k,2208434983,2208434983.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/2208434983.jpg,train
KONIQ-10k,2211658928,2211658928.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/2211658928.jpg,train
KONIQ-10k,2212296403,2212296403.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/2212296403.jpg,train
KONIQ-10k,221390314,221390314.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/221390314.jpg,holdout
KONIQ-10k,2214729676,2214729676.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/2214729676.jpg,val
KONIQ-10k,2215032826,2215032826.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/2215032826.jpg,train
KONIQ-10k,2215695798,2215695798.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/2215695798.jpg,train
KONIQ-10k,2215981576,2215981576.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/2215981576.jpg,train
KONIQ-10k,2217543976,2217543976.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/2217543976.jpg,val
KONIQ-10k,2220192526,2220192526.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/2220192526.jpg,train
KONIQ-10k,2221745311,2221745311.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/2221745311.jpg,train
KONIQ-10k,2223002938,2223002938.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/2223002938.jpg,train
KONIQ-10k,2223255997,2223255997.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/2223255997.jpg,train
KONIQ-10k,222335349,222335349.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/222335349.jpg,train
KONIQ-10k,2224984425,2224984425.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/2224984425.jpg,train
KONIQ-10k,2225272851,2225272851.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/2225272851.jpg,train
KONIQ-10k,2225421381,2225421381.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/2225421381.jpg,val
KONIQ-10k,2225683996,2225683996.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/2225683996.jpg,val
KONIQ-10k,2227011292,2227011292.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/2227011292.jpg,holdout
KONIQ-10k,2231043641,2231043641.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/2231043641.jpg,train
KONIQ-10k,2231397523,2231397523.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/2231397523.jpg,val
KONIQ-10k,2231492475,2231492475.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/2231492475.jpg,train
KONIQ-10k,223186789,223186789.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/223186789.jpg,train
KONIQ-10k,223191871,223191871.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/223191871.jpg,holdout
KONIQ-10k,2232895391,2232895391.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/2232895391.jpg,train
KONIQ-10k,2233561615,2233561615.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/2233561615.jpg,val
KONIQ-10k,2233947320,2233947320.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/2233947320.jpg,train
KONIQ-10k,2234060892,2234060892.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/2234060892.jpg,val
KONIQ-10k,2234064642,2234064642.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/2234064642.jpg,val
KONIQ-10k,2235352888,2235352888.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/2235352888.jpg,train
KONIQ-10k,2236041996,2236041996.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/2236041996.jpg,train
KONIQ-10k,2236324282,2236324282.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/2236324282.jpg,train
KONIQ-10k,2237630871,2237630871.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/2237630871.jpg,holdout
KONIQ-10k,2237789639,2237789639.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/2237789639.jpg,train
KONIQ-10k,2239201463,2239201463.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/2239201463.jpg,val
KONIQ-10k,2239403255,2239403255.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/2239403255.jpg,train
KONIQ-10k,2239600333,2239600333.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/2239600333.jpg,train
KONIQ-10k,2239987680,2239987680.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/2239987680.jpg,holdout
KONIQ-10k,224076897,224076897.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/224076897.jpg,train
KONIQ-10k,2243689404,2243689404.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/2243689404.jpg,train
KONIQ-10k,2243706700,2243706700.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/2243706700.jpg,holdout
KONIQ-10k,2249130247,2249130247.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/2249130247.jpg,holdout
KONIQ-10k,2250728053,2250728053.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/2250728053.jpg,train
KONIQ-10k,2251792086,2251792086.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/2251792086.jpg,holdout
KONIQ-10k,22533278,22533278.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/22533278.jpg,train
KONIQ-10k,2255689742,2255689742.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/2255689742.jpg,val
KONIQ-10k,2255948084,2255948084.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/2255948084.jpg,holdout
KONIQ-10k,2256741921,2256741921.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/2256741921.jpg,train
KONIQ-10k,2259747766,2259747766.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/2259747766.jpg,holdout
KONIQ-10k,2260527943,2260527943.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/2260527943.jpg,val
KONIQ-10k,2261421219,2261421219.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/2261421219.jpg,train
KONIQ-10k,2263434837,2263434837.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/2263434837.jpg,train
KONIQ-10k,226477214,226477214.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/226477214.jpg,holdout
KONIQ-10k,2264946914,2264946914.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/2264946914.jpg,train
KONIQ-10k,2266309182,2266309182.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/2266309182.jpg,train
KONIQ-10k,2266672191,2266672191.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/2266672191.jpg,train
KONIQ-10k,2268779821,2268779821.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/2268779821.jpg,holdout
KONIQ-10k,2269141846,2269141846.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/2269141846.jpg,train
KONIQ-10k,2275633566,2275633566.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/2275633566.jpg,holdout
KONIQ-10k,2276757352,2276757352.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/2276757352.jpg,holdout
KONIQ-10k,2276823208,2276823208.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/2276823208.jpg,train
KONIQ-10k,2279663213,2279663213.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/2279663213.jpg,train
KONIQ-10k,2280116666,2280116666.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/2280116666.jpg,holdout
KONIQ-10k,2280432289,2280432289.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/2280432289.jpg,train
KONIQ-10k,2280531345,2280531345.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/2280531345.jpg,train
KONIQ-10k,2280668053,2280668053.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/2280668053.jpg,holdout
KONIQ-10k,22848476,22848476.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/22848476.jpg,val
KONIQ-10k,2285382083,2285382083.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/2285382083.jpg,train
KONIQ-10k,2285789022,2285789022.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/2285789022.jpg,val
KONIQ-10k,228617373,228617373.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/228617373.jpg,train
KONIQ-10k,2286627596,2286627596.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/2286627596.jpg,train
KONIQ-10k,2286659351,2286659351.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/2286659351.jpg,train
KONIQ-10k,2287163032,2287163032.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/2287163032.jpg,train
KONIQ-10k,2290248747,2290248747.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/2290248747.jpg,train
KONIQ-10k,22902487471,22902487471.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/22902487471.jpg,train
KONIQ-10k,2292384520,2292384520.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/2292384520.jpg,train
KONIQ-10k,2292499768,2292499768.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/2292499768.jpg,train
KONIQ-10k,2292770854,2292770854.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/2292770854.jpg,val
KONIQ-10k,2293775114,2293775114.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/2293775114.jpg,train
KONIQ-10k,229400288,229400288.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/229400288.jpg,holdout
KONIQ-10k,22947511,22947511.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/22947511.jpg,train
KONIQ-10k,2295329994,2295329994.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/2295329994.jpg,train
KONIQ-10k,2295909322,2295909322.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/2295909322.jpg,holdout
KONIQ-10k,2297923850,2297923850.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/2297923850.jpg,train
KONIQ-10k,2298149104,2298149104.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/2298149104.jpg,train
KONIQ-10k,2298165172,2298165172.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/2298165172.jpg,holdout
KONIQ-10k,2298963655,2298963655.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/2298963655.jpg,train
KONIQ-10k,2300197705,2300197705.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/2300197705.jpg,train
KONIQ-10k,2301461383,2301461383.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/2301461383.jpg,holdout
KONIQ-10k,2301823658,2301823658.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/2301823658.jpg,train
KONIQ-10k,2303343292,2303343292.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/2303343292.jpg,train
KONIQ-10k,2304159288,2304159288.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/2304159288.jpg,train
KONIQ-10k,2304572915,2304572915.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/2304572915.jpg,val
KONIQ-10k,2305236722,2305236722.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/2305236722.jpg,train
KONIQ-10k,2306462251,2306462251.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/2306462251.jpg,train
KONIQ-10k,2308986836,2308986836.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/2308986836.jpg,train
KONIQ-10k,2310631117,2310631117.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/2310631117.jpg,train
KONIQ-10k,231161527,231161527.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/231161527.jpg,train
KONIQ-10k,2311702728,2311702728.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/2311702728.jpg,train
KONIQ-10k,2311738871,2311738871.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/2311738871.jpg,holdout
KONIQ-10k,2313142,2313142.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/2313142.jpg,val
KONIQ-10k,2313971368,2313971368.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/2313971368.jpg,val
KONIQ-10k,2314346258,2314346258.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/2314346258.jpg,train
KONIQ-10k,2314390786,2314390786.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/2314390786.jpg,train
KONIQ-10k,2314745999,2314745999.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/2314745999.jpg,train
KONIQ-10k,2317296071,2317296071.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/2317296071.jpg,train
KONIQ-10k,2317822884,2317822884.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/2317822884.jpg,train
KONIQ-10k,2318824279,2318824279.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/2318824279.jpg,holdout
KONIQ-10k,2319348171,2319348171.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/2319348171.jpg,train
KONIQ-10k,2319588792,2319588792.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/2319588792.jpg,train
KONIQ-10k,2322053874,2322053874.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/2322053874.jpg,train
KONIQ-10k,2322154086,2322154086.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/2322154086.jpg,train
KONIQ-10k,2322493147,2322493147.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/2322493147.jpg,holdout
KONIQ-10k,232327907,232327907.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/232327907.jpg,train
KONIQ-10k,2323279407,2323279407.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/2323279407.jpg,val
KONIQ-10k,2323828778,2323828778.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/2323828778.jpg,val
KONIQ-10k,2324511288,2324511288.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/2324511288.jpg,train
KONIQ-10k,2325353113,2325353113.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/2325353113.jpg,train
KONIQ-10k,2328238008,2328238008.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/2328238008.jpg,train
KONIQ-10k,2329115753,2329115753.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/2329115753.jpg,holdout
KONIQ-10k,2329258631,2329258631.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/2329258631.jpg,train
KONIQ-10k,2329975863,2329975863.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/2329975863.jpg,train
KONIQ-10k,233025659,233025659.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/233025659.jpg,train
KONIQ-10k,233045606,233045606.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/233045606.jpg,holdout
KONIQ-10k,233045618,233045618.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/233045618.jpg,train
KONIQ-10k,2331420998,2331420998.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/2331420998.jpg,train
KONIQ-10k,2332998569,2332998569.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/2332998569.jpg,train
KONIQ-10k,2333476039,2333476039.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/2333476039.jpg,val
KONIQ-10k,2335135539,2335135539.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/2335135539.jpg,train
KONIQ-10k,2337030121,2337030121.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/2337030121.jpg,holdout
KONIQ-10k,23371433,23371433.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/23371433.jpg,train
KONIQ-10k,2338832331,2338832331.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/2338832331.jpg,train
KONIQ-10k,2339635792,2339635792.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/2339635792.jpg,holdout
KONIQ-10k,2339673410,2339673410.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/2339673410.jpg,train
KONIQ-10k,2339723901,2339723901.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/2339723901.jpg,holdout
KONIQ-10k,2341720836,2341720836.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/2341720836.jpg,train
KONIQ-10k,2342012928,2342012928.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/2342012928.jpg,train
