dataset,ref_id,distorted_path,ref_path,distortion_type,severity_or_level,mos_or_dmos,split
KADID-10k,I13,/data/projectwork/swati_mam/kadid10k/images/I13_20_03.png,/data/projectwork/swati_mam/kadid10k/images/I13.png,Non-eccentricity patch,3,3.75,train
KADID-10k,I13,/data/projectwork/swati_mam/kadid10k/images/I13_20_04.png,/data/projectwork/swati_mam/kadid10k/images/I13.png,Non-eccentricity patch,4,3.57,train
KADID-10k,I13,/data/projectwork/swati_mam/kadid10k/images/I13_20_05.png,/data/projectwork/swati_mam/kadid10k/images/I13.png,Non-eccentricity patch,5,3.9,train
KADID-10k,I13,/data/projectwork/swati_mam/kadid10k/images/I13_21_01.png,/data/projectwork/swati_mam/kadid10k/images/I13.png,Pixelate,1,4.23,train
KADID-10k,I13,/data/projectwork/swati_mam/kadid10k/images/I13_21_02.png,/data/projectwork/swati_mam/kadid10k/images/I13.png,Pixelate,2,3.07,train
KADID-10k,I13,/data/projectwork/swati_mam/kadid10k/images/I13_21_03.png,/data/projectwork/swati_mam/kadid10k/images/I13.png,Pixelate,3,3.2,train
KADID-10k,I13,/data/projectwork/swati_mam/kadid10k/images/I13_21_04.png,/data/projectwork/swati_mam/kadid10k/images/I13.png,Pixelate,4,3.13,train
KADID-10k,I13,/data/projectwork/swati_mam/kadid10k/images/I13_21_05.png,/data/projectwork/swati_mam/kadid10k/images/I13.png,Pixelate,5,1.93,train
KADID-10k,I13,/data/projectwork/swati_mam/kadid10k/images/I13_22_01.png,/data/projectwork/swati_mam/kadid10k/images/I13.png,Quantization,1,3.47,train
KADID-10k,I13,/data/projectwork/swati_mam/kadid10k/images/I13_22_02.png,/data/projectwork/swati_mam/kadid10k/images/I13.png,Quantization,2,3.9,train
KADID-10k,I13,/data/projectwork/swati_mam/kadid10k/images/I13_22_03.png,/data/projectwork/swati_mam/kadid10k/images/I13.png,Quantization,3,3.13,train
KADID-10k,I13,/data/projectwork/swati_mam/kadid10k/images/I13_22_04.png,/data/projectwork/swati_mam/kadid10k/images/I13.png,Quantization,4,2.77,train
KADID-10k,I13,/data/projectwork/swati_mam/kadid10k/images/I13_22_05.png,/data/projectwork/swati_mam/kadid10k/images/I13.png,Quantization,5,2.47,train
KADID-10k,I13,/data/projectwork/swati_mam/kadid10k/images/I13_23_01.png,/data/projectwork/swati_mam/kadid10k/images/I13.png,Color block,1,2.97,train
KADID-10k,I13,/data/projectwork/swati_mam/kadid10k/images/I13_23_02.png,/data/projectwork/swati_mam/kadid10k/images/I13.png,Color block,2,2.6,train
KADID-10k,I13,/data/projectwork/swati_mam/kadid10k/images/I13_23_03.png,/data/projectwork/swati_mam/kadid10k/images/I13.png,Color block,3,2.33,train
KADID-10k,I13,/data/projectwork/swati_mam/kadid10k/images/I13_23_04.png,/data/projectwork/swati_mam/kadid10k/images/I13.png,Color block,4,2.17,train
KADID-10k,I13,/data/projectwork/swati_mam/kadid10k/images/I13_23_05.png,/data/projectwork/swati_mam/kadid10k/images/I13.png,Color block,5,1.8,train
KADID-10k,I13,/data/projectwork/swati_mam/kadid10k/images/I13_24_01.png,/data/projectwork/swati_mam/kadid10k/images/I13.png,High sharpen,1,4.17,train
KADID-10k,I13,/data/projectwork/swati_mam/kadid10k/images/I13_24_02.png,/data/projectwork/swati_mam/kadid10k/images/I13.png,High sharpen,2,3.0,train
KADID-10k,I13,/data/projectwork/swati_mam/kadid10k/images/I13_24_03.png,/data/projectwork/swati_mam/kadid10k/images/I13.png,High sharpen,3,2.57,train
KADID-10k,I13,/data/projectwork/swati_mam/kadid10k/images/I13_24_04.png,/data/projectwork/swati_mam/kadid10k/images/I13.png,High sharpen,4,1.93,train
KADID-10k,I13,/data/projectwork/swati_mam/kadid10k/images/I13_24_05.png,/data/projectwork/swati_mam/kadid10k/images/I13.png,High sharpen,5,1.7,train
KADID-10k,I13,/data/projectwork/swati_mam/kadid10k/images/I13_25_01.png,/data/projectwork/swati_mam/kadid10k/images/I13.png,Contrast change,1,3.97,train
KADID-10k,I13,/data/projectwork/swati_mam/kadid10k/images/I13_25_02.png,/data/projectwork/swati_mam/kadid10k/images/I13.png,Contrast change,2,4.13,train
KADID-10k,I13,/data/projectwork/swati_mam/kadid10k/images/I13_25_03.png,/data/projectwork/swati_mam/kadid10k/images/I13.png,Contrast change,3,4.63,train
KADID-10k,I13,/data/projectwork/swati_mam/kadid10k/images/I13_25_04.png,/data/projectwork/swati_mam/kadid10k/images/I13.png,Contrast change,4,4.32,train
KADID-10k,I13,/data/projectwork/swati_mam/kadid10k/images/I13_25_05.png,/data/projectwork/swati_mam/kadid10k/images/I13.png,Contrast change,5,3.4,train
KADID-10k,I14,/data/projectwork/swati_mam/kadid10k/images/I14_01_01.png,/data/projectwork/swati_mam/kadid10k/images/I14.png,Gaussian blur,1,4.63,holdout
KADID-10k,I14,/data/projectwork/swati_mam/kadid10k/images/I14_01_02.png,/data/projectwork/swati_mam/kadid10k/images/I14.png,Gaussian blur,2,4.1,holdout
KADID-10k,I14,/data/projectwork/swati_mam/kadid10k/images/I14_01_03.png,/data/projectwork/swati_mam/kadid10k/images/I14.png,Gaussian blur,3,2.53,holdout
KADID-10k,I14,/data/projectwork/swati_mam/kadid10k/images/I14_01_04.png,/data/projectwork/swati_mam/kadid10k/images/I14.png,Gaussian blur,4,1.68,holdout
KADID-10k,I14,/data/projectwork/swati_mam/kadid10k/images/I14_01_05.png,/data/projectwork/swati_mam/kadid10k/images/I14.png,Gaussian blur,5,1.57,holdout
KADID-10k,I14,/data/projectwork/swati_mam/kadid10k/images/I14_02_01.png,/data/projectwork/swati_mam/kadid10k/images/I14.png,Lens blur,1,3.77,holdout
KADID-10k,I14,/data/projectwork/swati_mam/kadid10k/images/I14_02_02.png,/data/projectwork/swati_mam/kadid10k/images/I14.png,Lens blur,2,2.57,holdout
KADID-10k,I14,/data/projectwork/swati_mam/kadid10k/images/I14_02_03.png,/data/projectwork/swati_mam/kadid10k/images/I14.png,Lens blur,3,1.63,holdout
KADID-10k,I14,/data/projectwork/swati_mam/kadid10k/images/I14_02_04.png,/data/projectwork/swati_mam/kadid10k/images/I14.png,Lens blur,4,1.37,holdout
KADID-10k,I14,/data/projectwork/swati_mam/kadid10k/images/I14_02_05.png,/data/projectwork/swati_mam/kadid10k/images/I14.png,Lens blur,5,1.27,holdout
KADID-10k,I14,/data/projectwork/swati_mam/kadid10k/images/I14_03_01.png,/data/projectwork/swati_mam/kadid10k/images/I14.png,Motion blur,1,4.67,holdout
KADID-10k,I14,/data/projectwork/swati_mam/kadid10k/images/I14_03_02.png,/data/projectwork/swati_mam/kadid10k/images/I14.png,Motion blur,2,3.55,holdout
KADID-10k,I14,/data/projectwork/swati_mam/kadid10k/images/I14_03_03.png,/data/projectwork/swati_mam/kadid10k/images/I14.png,Motion blur,3,2.5,holdout
KADID-10k,I14,/data/projectwork/swati_mam/kadid10k/images/I14_03_04.png,/data/projectwork/swati_mam/kadid10k/images/I14.png,Motion blur,4,1.9,holdout
KADID-10k,I14,/data/projectwork/swati_mam/kadid10k/images/I14_03_05.png,/data/projectwork/swati_mam/kadid10k/images/I14.png,Motion blur,5,1.45,holdout
KADID-10k,I14,/data/projectwork/swati_mam/kadid10k/images/I14_04_01.png,/data/projectwork/swati_mam/kadid10k/images/I14.png,Color diffusion,1,4.53,holdout
KADID-10k,I14,/data/projectwork/swati_mam/kadid10k/images/I14_04_02.png,/data/projectwork/swati_mam/kadid10k/images/I14.png,Color diffusion,2,3.0,holdout
KADID-10k,I14,/data/projectwork/swati_mam/kadid10k/images/I14_04_03.png,/data/projectwork/swati_mam/kadid10k/images/I14.png,Color diffusion,3,2.27,holdout
KADID-10k,I14,/data/projectwork/swati_mam/kadid10k/images/I14_04_04.png,/data/projectwork/swati_mam/kadid10k/images/I14.png,Color diffusion,4,1.97,holdout
KADID-10k,I14,/data/projectwork/swati_mam/kadid10k/images/I14_04_05.png,/data/projectwork/swati_mam/kadid10k/images/I14.png,Color diffusion,5,1.9,holdout
KADID-10k,I14,/data/projectwork/swati_mam/kadid10k/images/I14_05_01.png,/data/projectwork/swati_mam/kadid10k/images/I14.png,Color shift,1,3.63,holdout
KADID-10k,I14,/data/projectwork/swati_mam/kadid10k/images/I14_05_02.png,/data/projectwork/swati_mam/kadid10k/images/I14.png,Color shift,2,2.33,holdout
KADID-10k,I14,/data/projectwork/swati_mam/kadid10k/images/I14_05_03.png,/data/projectwork/swati_mam/kadid10k/images/I14.png,Color shift,3,1.7,holdout
KADID-10k,I14,/data/projectwork/swati_mam/kadid10k/images/I14_05_04.png,/data/projectwork/swati_mam/kadid10k/images/I14.png,Color shift,4,1.53,holdout
KADID-10k,I14,/data/projectwork/swati_mam/kadid10k/images/I14_05_05.png,/data/projectwork/swati_mam/kadid10k/images/I14.png,Color shift,5,1.57,holdout
KADID-10k,I14,/data/projectwork/swati_mam/kadid10k/images/I14_06_01.png,/data/projectwork/swati_mam/kadid10k/images/I14.png,Color quantization,1,4.23,holdout
KADID-10k,I14,/data/projectwork/swati_mam/kadid10k/images/I14_06_02.png,/data/projectwork/swati_mam/kadid10k/images/I14.png,Color quantization,2,4.47,holdout
KADID-10k,I14,/data/projectwork/swati_mam/kadid10k/images/I14_06_03.png,/data/projectwork/swati_mam/kadid10k/images/I14.png,Color quantization,3,3.9,holdout
KADID-10k,I14,/data/projectwork/swati_mam/kadid10k/images/I14_06_04.png,/data/projectwork/swati_mam/kadid10k/images/I14.png,Color quantization,4,3.73,holdout
KADID-10k,I14,/data/projectwork/swati_mam/kadid10k/images/I14_06_05.png,/data/projectwork/swati_mam/kadid10k/images/I14.png,Color quantization,5,2.37,holdout
KADID-10k,I14,/data/projectwork/swati_mam/kadid10k/images/I14_07_01.png,/data/projectwork/swati_mam/kadid10k/images/I14.png,Color saturation 1,1,2.7,holdout
KADID-10k,I14,/data/projectwork/swati_mam/kadid10k/images/I14_07_02.png,/data/projectwork/swati_mam/kadid10k/images/I14.png,Color saturation 1,2,1.93,holdout
KADID-10k,I14,/data/projectwork/swati_mam/kadid10k/images/I14_07_03.png,/data/projectwork/swati_mam/kadid10k/images/I14.png,Color saturation 1,3,2.03,holdout
KADID-10k,I14,/data/projectwork/swati_mam/kadid10k/images/I14_07_04.png,/data/projectwork/swati_mam/kadid10k/images/I14.png,Color saturation 1,4,1.97,holdout
KADID-10k,I14,/data/projectwork/swati_mam/kadid10k/images/I14_07_05.png,/data/projectwork/swati_mam/kadid10k/images/I14.png,Color saturation 1,5,2.16,holdout
KADID-10k,I14,/data/projectwork/swati_mam/kadid10k/images/I14_08_01.png,/data/projectwork/swati_mam/kadid10k/images/I14.png,Color saturation 2,1,4.43,holdout
KADID-10k,I14,/data/projectwork/swati_mam/kadid10k/images/I14_08_02.png,/data/projectwork/swati_mam/kadid10k/images/I14.png,Color saturation 2,2,3.8,holdout
KADID-10k,I14,/data/projectwork/swati_mam/kadid10k/images/I14_08_03.png,/data/projectwork/swati_mam/kadid10k/images/I14.png,Color saturation 2,3,2.83,holdout
KADID-10k,I14,/data/projectwork/swati_mam/kadid10k/images/I14_08_04.png,/data/projectwork/swati_mam/kadid10k/images/I14.png,Color saturation 2,4,2.06,holdout
KADID-10k,I14,/data/projectwork/swati_mam/kadid10k/images/I14_08_05.png,/data/projectwork/swati_mam/kadid10k/images/I14.png,Color saturation 2,5,1.67,holdout
KADID-10k,I14,/data/projectwork/swati_mam/kadid10k/images/I14_09_01.png,/data/projectwork/swati_mam/kadid10k/images/I14.png,JPEG2000,1,4.53,holdout
KADID-10k,I14,/data/projectwork/swati_mam/kadid10k/images/I14_09_02.png,/data/projectwork/swati_mam/kadid10k/images/I14.png,JPEG2000,2,4.1,holdout
KADID-10k,I14,/data/projectwork/swati_mam/kadid10k/images/I14_09_03.png,/data/projectwork/swati_mam/kadid10k/images/I14.png,JPEG2000,3,3.83,holdout
KADID-10k,I14,/data/projectwork/swati_mam/kadid10k/images/I14_09_04.png,/data/projectwork/swati_mam/kadid10k/images/I14.png,JPEG2000,4,2.37,holdout
KADID-10k,I14,/data/projectwork/swati_mam/kadid10k/images/I14_09_05.png,/data/projectwork/swati_mam/kadid10k/images/I14.png,JPEG2000,5,1.47,holdout
KADID-10k,I14,/data/projectwork/swati_mam/kadid10k/images/I14_10_01.png,/data/projectwork/swati_mam/kadid10k/images/I14.png,JPEG,1,4.3,holdout
KADID-10k,I14,/data/projectwork/swati_mam/kadid10k/images/I14_10_02.png,/data/projectwork/swati_mam/kadid10k/images/I14.png,JPEG,2,4.33,holdout
KADID-10k,I14,/data/projectwork/swati_mam/kadid10k/images/I14_10_03.png,/data/projectwork/swati_mam/kadid10k/images/I14.png,JPEG,3,3.73,holdout
KADID-10k,I14,/data/projectwork/swati_mam/kadid10k/images/I14_10_04.png,/data/projectwork/swati_mam/kadid10k/images/I14.png,JPEG,4,2.2,holdout
KADID-10k,I14,/data/projectwork/swati_mam/kadid10k/images/I14_10_05.png,/data/projectwork/swati_mam/kadid10k/images/I14.png,JPEG,5,1.37,holdout
KADID-10k,I14,/data/projectwork/swati_mam/kadid10k/images/I14_11_01.png,/data/projectwork/swati_mam/kadid10k/images/I14.png,White noise,1,3.9,holdout
KADID-10k,I14,/data/projectwork/swati_mam/kadid10k/images/I14_11_02.png,/data/projectwork/swati_mam/kadid10k/images/I14.png,White noise,2,3.03,holdout
KADID-10k,I14,/data/projectwork/swati_mam/kadid10k/images/I14_11_03.png,/data/projectwork/swati_mam/kadid10k/images/I14.png,White noise,3,2.7,holdout
KADID-10k,I14,/data/projectwork/swati_mam/kadid10k/images/I14_11_04.png,/data/projectwork/swati_mam/kadid10k/images/I14.png,White noise,4,2.43,holdout
KADID-10k,I14,/data/projectwork/swati_mam/kadid10k/images/I14_11_05.png,/data/projectwork/swati_mam/kadid10k/images/I14.png,White noise,5,2.3,holdout
KADID-10k,I14,/data/projectwork/swati_mam/kadid10k/images/I14_12_01.png,/data/projectwork/swati_mam/kadid10k/images/I14.png,White noise in color component,1,4.3,holdout
KADID-10k,I14,/data/projectwork/swati_mam/kadid10k/images/I14_12_02.png,/data/projectwork/swati_mam/kadid10k/images/I14.png,White noise in color component,2,3.37,holdout
KADID-10k,I14,/data/projectwork/swati_mam/kadid10k/images/I14_12_03.png,/data/projectwork/swati_mam/kadid10k/images/I14.png,White noise in color component,3,3.07,holdout
KADID-10k,I14,/data/projectwork/swati_mam/kadid10k/images/I14_12_04.png,/data/projectwork/swati_mam/kadid10k/images/I14.png,White noise in color component,4,2.7,holdout
KADID-10k,I14,/data/projectwork/swati_mam/kadid10k/images/I14_12_05.png,/data/projectwork/swati_mam/kadid10k/images/I14.png,White noise in color component,5,2.43,holdout
KADID-10k,I14,/data/projectwork/swati_mam/kadid10k/images/I14_13_01.png,/data/projectwork/swati_mam/kadid10k/images/I14.png,Impulse noise,1,3.83,holdout
KADID-10k,I14,/data/projectwork/swati_mam/kadid10k/images/I14_13_02.png,/data/projectwork/swati_mam/kadid10k/images/I14.png,Impulse noise,2,2.83,holdout
KADID-10k,I14,/data/projectwork/swati_mam/kadid10k/images/I14_13_03.png,/data/projectwork/swati_mam/kadid10k/images/I14.png,Impulse noise,3,2.67,holdout
KADID-10k,I14,/data/projectwork/swati_mam/kadid10k/images/I14_13_04.png,/data/projectwork/swati_mam/kadid10k/images/I14.png,Impulse noise,4,2.27,holdout
KADID-10k,I14,/data/projectwork/swati_mam/kadid10k/images/I14_13_05.png,/data/projectwork/swati_mam/kadid10k/images/I14.png,Impulse noise,5,2.1,holdout
KADID-10k,I14,/data/projectwork/swati_mam/kadid10k/images/I14_14_01.png,/data/projectwork/swati_mam/kadid10k/images/I14.png,Multiplicative noise,1,3.93,holdout
KADID-10k,I14,/data/projectwork/swati_mam/kadid10k/images/I14_14_02.png,/data/projectwork/swati_mam/kadid10k/images/I14.png,Multiplicative noise,2,2.77,holdout
KADID-10k,I14,/data/projectwork/swati_mam/kadid10k/images/I14_14_03.png,/data/projectwork/swati_mam/kadid10k/images/I14.png,Multiplicative noise,3,2.63,holdout
KADID-10k,I14,/data/projectwork/swati_mam/kadid10k/images/I14_14_04.png,/data/projectwork/swati_mam/kadid10k/images/I14.png,Multiplicative noise,4,2.37,holdout
KADID-10k,I14,/data/projectwork/swati_mam/kadid10k/images/I14_14_05.png,/data/projectwork/swati_mam/kadid10k/images/I14.png,Multiplicative noise,5,2.13,holdout
KADID-10k,I14,/data/projectwork/swati_mam/kadid10k/images/I14_15_01.png,/data/projectwork/swati_mam/kadid10k/images/I14.png,Denoise,1,3.37,holdout
KADID-10k,I14,/data/projectwork/swati_mam/kadid10k/images/I14_15_02.png,/data/projectwork/swati_mam/kadid10k/images/I14.png,Denoise,2,3.03,holdout
KADID-10k,I14,/data/projectwork/swati_mam/kadid10k/images/I14_15_03.png,/data/projectwork/swati_mam/kadid10k/images/I14.png,Denoise,3,2.43,holdout
KADID-10k,I14,/data/projectwork/swati_mam/kadid10k/images/I14_15_04.png,/data/projectwork/swati_mam/kadid10k/images/I14.png,Denoise,4,1.83,holdout
KADID-10k,I14,/data/projectwork/swati_mam/kadid10k/images/I14_15_05.png,/data/projectwork/swati_mam/kadid10k/images/I14.png,Denoise,5,1.63,holdout
KADID-10k,I14,/data/projectwork/swati_mam/kadid10k/images/I14_16_01.png,/data/projectwork/swati_mam/kadid10k/images/I14.png,Brighten,1,4.47,holdout
KADID-10k,I14,/data/projectwork/swati_mam/kadid10k/images/I14_16_02.png,/data/projectwork/swati_mam/kadid10k/images/I14.png,Brighten,2,4.17,holdout
KADID-10k,I14,/data/projectwork/swati_mam/kadid10k/images/I14_16_03.png,/data/projectwork/swati_mam/kadid10k/images/I14.png,Brighten,3,3.33,holdout
KADID-10k,I14,/data/projectwork/swati_mam/kadid10k/images/I14_16_04.png,/data/projectwork/swati_mam/kadid10k/images/I14.png,Brighten,4,2.47,holdout
KADID-10k,I14,/data/projectwork/swati_mam/kadid10k/images/I14_16_05.png,/data/projectwork/swati_mam/kadid10k/images/I14.png,Brighten,5,1.97,holdout
KADID-10k,I14,/data/projectwork/swati_mam/kadid10k/images/I14_17_01.png,/data/projectwork/swati_mam/kadid10k/images/I14.png,Darken,1,4.27,holdout
KADID-10k,I14,/data/projectwork/swati_mam/kadid10k/images/I14_17_02.png,/data/projectwork/swati_mam/kadid10k/images/I14.png,Darken,2,4.37,holdout
KADID-10k,I14,/data/projectwork/swati_mam/kadid10k/images/I14_17_03.png,/data/projectwork/swati_mam/kadid10k/images/I14.png,Darken,3,4.0,holdout
KADID-10k,I14,/data/projectwork/swati_mam/kadid10k/images/I14_17_04.png,/data/projectwork/swati_mam/kadid10k/images/I14.png,Darken,4,3.27,holdout
KADID-10k,I14,/data/projectwork/swati_mam/kadid10k/images/I14_17_05.png,/data/projectwork/swati_mam/kadid10k/images/I14.png,Darken,5,2.3,holdout
KADID-10k,I14,/data/projectwork/swati_mam/kadid10k/images/I14_18_01.png,/data/projectwork/swati_mam/kadid10k/images/I14.png,Mean shift,1,3.6,holdout
KADID-10k,I14,/data/projectwork/swati_mam/kadid10k/images/I14_18_02.png,/data/projectwork/swati_mam/kadid10k/images/I14.png,Mean shift,2,4.33,holdout
KADID-10k,I14,/data/projectwork/swati_mam/kadid10k/images/I14_18_03.png,/data/projectwork/swati_mam/kadid10k/images/I14.png,Mean shift,3,4.67,holdout
KADID-10k,I14,/data/projectwork/swati_mam/kadid10k/images/I14_18_04.png,/data/projectwork/swati_mam/kadid10k/images/I14.png,Mean shift,4,4.2,holdout
KADID-10k,I14,/data/projectwork/swati_mam/kadid10k/images/I14_18_05.png,/data/projectwork/swati_mam/kadid10k/images/I14.png,Mean shift,5,4.0,holdout
KADID-10k,I14,/data/projectwork/swati_mam/kadid10k/images/I14_19_01.png,/data/projectwork/swati_mam/kadid10k/images/I14.png,Jitter,1,4.27,holdout
KADID-10k,I14,/data/projectwork/swati_mam/kadid10k/images/I14_19_02.png,/data/projectwork/swati_mam/kadid10k/images/I14.png,Jitter,2,4.07,holdout
KADID-10k,I14,/data/projectwork/swati_mam/kadid10k/images/I14_19_03.png,/data/projectwork/swati_mam/kadid10k/images/I14.png,Jitter,3,3.07,holdout
KADID-10k,I14,/data/projectwork/swati_mam/kadid10k/images/I14_19_04.png,/data/projectwork/swati_mam/kadid10k/images/I14.png,Jitter,4,2.07,holdout
KADID-10k,I14,/data/projectwork/swati_mam/kadid10k/images/I14_19_05.png,/data/projectwork/swati_mam/kadid10k/images/I14.png,Jitter,5,1.43,holdout
KADID-10k,I14,/data/projectwork/swati_mam/kadid10k/images/I14_20_01.png,/data/projectwork/swati_mam/kadid10k/images/I14.png,Non-eccentricity patch,1,4.4,holdout
KADID-10k,I14,/data/projectwork/swati_mam/kadid10k/images/I14_20_02.png,/data/projectwork/swati_mam/kadid10k/images/I14.png,Non-eccentricity patch,2,3.3,holdout
KADID-10k,I14,/data/projectwork/swati_mam/kadid10k/images/I14_20_03.png,/data/projectwork/swati_mam/kadid10k/images/I14.png,Non-eccentricity patch,3,4.37,holdout
KADID-10k,I14,/data/projectwork/swati_mam/kadid10k/images/I14_20_04.png,/data/projectwork/swati_mam/kadid10k/images/I14.png,Non-eccentricity patch,4,4.4,holdout
KADID-10k,I14,/data/projectwork/swati_mam/kadid10k/images/I14_20_05.png,/data/projectwork/swati_mam/kadid10k/images/I14.png,Non-eccentricity patch,5,4.1,holdout
KADID-10k,I14,/data/projectwork/swati_mam/kadid10k/images/I14_21_01.png,/data/projectwork/swati_mam/kadid10k/images/I14.png,Pixelate,1,4.23,holdout
KADID-10k,I14,/data/projectwork/swati_mam/kadid10k/images/I14_21_02.png,/data/projectwork/swati_mam/kadid10k/images/I14.png,Pixelate,2,3.47,holdout
KADID-10k,I14,/data/projectwork/swati_mam/kadid10k/images/I14_21_03.png,/data/projectwork/swati_mam/kadid10k/images/I14.png,Pixelate,3,2.93,holdout
KADID-10k,I14,/data/projectwork/swati_mam/kadid10k/images/I14_21_04.png,/data/projectwork/swati_mam/kadid10k/images/I14.png,Pixelate,4,3.0,holdout
KADID-10k,I14,/data/projectwork/swati_mam/kadid10k/images/I14_21_05.png,/data/projectwork/swati_mam/kadid10k/images/I14.png,Pixelate,5,1.39,holdout
KADID-10k,I14,/data/projectwork/swati_mam/kadid10k/images/I14_22_01.png,/data/projectwork/swati_mam/kadid10k/images/I14.png,Quantization,1,4.07,holdout
KADID-10k,I14,/data/projectwork/swati_mam/kadid10k/images/I14_22_02.png,/data/projectwork/swati_mam/kadid10k/images/I14.png,Quantization,2,3.7,holdout
KADID-10k,I14,/data/projectwork/swati_mam/kadid10k/images/I14_22_03.png,/data/projectwork/swati_mam/kadid10k/images/I14.png,Quantization,3,3.7,holdout
KADID-10k,I14,/data/projectwork/swati_mam/kadid10k/images/I14_22_04.png,/data/projectwork/swati_mam/kadid10k/images/I14.png,Quantization,4,3.47,holdout
KADID-10k,I14,/data/projectwork/swati_mam/kadid10k/images/I14_22_05.png,/data/projectwork/swati_mam/kadid10k/images/I14.png,Quantization,5,2.67,holdout
KADID-10k,I14,/data/projectwork/swati_mam/kadid10k/images/I14_23_01.png,/data/projectwork/swati_mam/kadid10k/images/I14.png,Color block,1,2.67,holdout
KADID-10k,I14,/data/projectwork/swati_mam/kadid10k/images/I14_23_02.png,/data/projectwork/swati_mam/kadid10k/images/I14.png,Color block,2,2.07,holdout
KADID-10k,I14,/data/projectwork/swati_mam/kadid10k/images/I14_23_03.png,/data/projectwork/swati_mam/kadid10k/images/I14.png,Color block,3,2.13,holdout
KADID-10k,I14,/data/projectwork/swati_mam/kadid10k/images/I14_23_04.png,/data/projectwork/swati_mam/kadid10k/images/I14.png,Color block,4,1.83,holdout
KADID-10k,I14,/data/projectwork/swati_mam/kadid10k/images/I14_23_05.png,/data/projectwork/swati_mam/kadid10k/images/I14.png,Color block,5,1.9,holdout
KADID-10k,I14,/data/projectwork/swati_mam/kadid10k/images/I14_24_01.png,/data/projectwork/swati_mam/kadid10k/images/I14.png,High sharpen,1,3.27,holdout
KADID-10k,I14,/data/projectwork/swati_mam/kadid10k/images/I14_24_02.png,/data/projectwork/swati_mam/kadid10k/images/I14.png,High sharpen,2,2.3,holdout
KADID-10k,I14,/data/projectwork/swati_mam/kadid10k/images/I14_24_03.png,/data/projectwork/swati_mam/kadid10k/images/I14.png,High sharpen,3,1.7,holdout
KADID-10k,I14,/data/projectwork/swati_mam/kadid10k/images/I14_24_04.png,/data/projectwork/swati_mam/kadid10k/images/I14.png,High sharpen,4,1.47,holdout
KADID-10k,I14,/data/projectwork/swati_mam/kadid10k/images/I14_24_05.png,/data/projectwork/swati_mam/kadid10k/images/I14.png,High sharpen,5,1.4,holdout
KADID-10k,I14,/data/projectwork/swati_mam/kadid10k/images/I14_25_01.png,/data/projectwork/swati_mam/kadid10k/images/I14.png,Contrast change,1,3.37,holdout
KADID-10k,I14,/data/projectwork/swati_mam/kadid10k/images/I14_25_02.png,/data/projectwork/swati_mam/kadid10k/images/I14.png,Contrast change,2,3.63,holdout
KADID-10k,I14,/data/projectwork/swati_mam/kadid10k/images/I14_25_03.png,/data/projectwork/swati_mam/kadid10k/images/I14.png,Contrast change,3,3.9,holdout
KADID-10k,I14,/data/projectwork/swati_mam/kadid10k/images/I14_25_04.png,/data/projectwork/swati_mam/kadid10k/images/I14.png,Contrast change,4,4.03,holdout
KADID-10k,I14,/data/projectwork/swati_mam/kadid10k/images/I14_25_05.png,/data/projectwork/swati_mam/kadid10k/images/I14.png,Contrast change,5,3.37,holdout
KADID-10k,I15,/data/projectwork/swati_mam/kadid10k/images/I15_01_01.png,/data/projectwork/swati_mam/kadid10k/images/I15.png,Gaussian blur,1,4.63,holdout
KADID-10k,I15,/data/projectwork/swati_mam/kadid10k/images/I15_01_02.png,/data/projectwork/swati_mam/kadid10k/images/I15.png,Gaussian blur,2,4.33,holdout
KADID-10k,I15,/data/projectwork/swati_mam/kadid10k/images/I15_01_03.png,/data/projectwork/swati_mam/kadid10k/images/I15.png,Gaussian blur,3,2.43,holdout
KADID-10k,I15,/data/projectwork/swati_mam/kadid10k/images/I15_01_04.png,/data/projectwork/swati_mam/kadid10k/images/I15.png,Gaussian blur,4,1.8,holdout
KADID-10k,I15,/data/projectwork/swati_mam/kadid10k/images/I15_01_05.png,/data/projectwork/swati_mam/kadid10k/images/I15.png,Gaussian blur,5,1.23,holdout
KADID-10k,I15,/data/projectwork/swati_mam/kadid10k/images/I15_02_01.png,/data/projectwork/swati_mam/kadid10k/images/I15.png,Lens blur,1,3.43,holdout
KADID-10k,I15,/data/projectwork/swati_mam/kadid10k/images/I15_02_02.png,/data/projectwork/swati_mam/kadid10k/images/I15.png,Lens blur,2,2.1,holdout
KADID-10k,I15,/data/projectwork/swati_mam/kadid10k/images/I15_02_03.png,/data/projectwork/swati_mam/kadid10k/images/I15.png,Lens blur,3,1.73,holdout
KADID-10k,I15,/data/projectwork/swati_mam/kadid10k/images/I15_02_04.png,/data/projectwork/swati_mam/kadid10k/images/I15.png,Lens blur,4,1.33,holdout
KADID-10k,I15,/data/projectwork/swati_mam/kadid10k/images/I15_02_05.png,/data/projectwork/swati_mam/kadid10k/images/I15.png,Lens blur,5,1.16,holdout
KADID-10k,I15,/data/projectwork/swati_mam/kadid10k/images/I15_03_01.png,/data/projectwork/swati_mam/kadid10k/images/I15.png,Motion blur,1,4.6,holdout
KADID-10k,I15,/data/projectwork/swati_mam/kadid10k/images/I15_03_02.png,/data/projectwork/swati_mam/kadid10k/images/I15.png,Motion blur,2,3.7,holdout
KADID-10k,I15,/data/projectwork/swati_mam/kadid10k/images/I15_03_03.png,/data/projectwork/swati_mam/kadid10k/images/I15.png,Motion blur,3,2.0,holdout
