dataset,ref_id,distorted_path,ref_path,distortion_type,severity_or_level,mos_or_dmos,mos_std,distortion_code,distorted_filename,split
TID2013,I03,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i03_23_5.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I03.BMP,type_23,5,1.975,0.08282,23,i03_23_5.bmp,train
TID2013,I03,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i03_24_1.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I03.BMP,type_24,1,5.74359,0.10074,24,i03_24_1.bmp,train
TID2013,I03,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i03_24_2.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I03.BMP,type_24,2,4.2051300000000005,0.12124,24,i03_24_2.bmp,train
TID2013,I03,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i03_24_3.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I03.BMP,type_24,3,2.825,0.11117,24,i03_24_3.bmp,train
TID2013,I03,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i03_24_4.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I03.BMP,type_24,4,1.81579,0.082,24,i03_24_4.bmp,train
TID2013,I03,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i03_24_5.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I03.BMP,type_24,5,0.42105,0.08009,24,i03_24_5.bmp,train
TID2013,I04,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/I04_01_1.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I04.BMP,type_01,1,5.7619,0.1205099999999999,01,I04_01_1.bmp,holdout
TID2013,I04,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i04_01_2.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I04.BMP,type_01,2,5.47619,0.10774,01,i04_01_2.bmp,holdout
TID2013,I04,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i04_01_3.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I04.BMP,type_01,3,4.92857,0.09155,01,i04_01_3.bmp,holdout
TID2013,I04,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i04_01_4.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I04.BMP,type_01,4,4.26829,0.09142,01,i04_01_4.bmp,holdout
TID2013,I04,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i04_01_5.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I04.BMP,type_01,5,4.0,0.08909,01,i04_01_5.bmp,holdout
TID2013,I04,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i04_02_1.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I04.BMP,type_02,1,6.275,0.11719,02,i04_02_1.bmp,holdout
TID2013,I04,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i04_02_2.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I04.BMP,type_02,2,6.15385,0.09956,02,i04_02_2.bmp,holdout
TID2013,I04,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i04_02_3.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I04.BMP,type_02,3,5.682930000000001,0.1002,02,i04_02_3.bmp,holdout
TID2013,I04,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i04_02_4.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I04.BMP,type_02,4,5.30952,0.11899,02,i04_02_4.bmp,holdout
TID2013,I04,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i04_02_5.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I04.BMP,type_02,5,4.53659,0.0778799999999999,02,i04_02_5.bmp,holdout
TID2013,I04,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i04_03_1.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I04.BMP,type_03,1,4.78049,0.08802,03,i04_03_1.bmp,holdout
TID2013,I04,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i04_03_2.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I04.BMP,type_03,2,4.21429,0.0860799999999999,03,i04_03_2.bmp,holdout
TID2013,I04,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i04_03_3.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I04.BMP,type_03,3,3.9,0.08515,03,i04_03_3.bmp,holdout
TID2013,I04,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i04_03_4.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I04.BMP,type_03,4,3.425,0.07816,03,i04_03_4.bmp,holdout
TID2013,I04,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i04_03_5.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I04.BMP,type_03,5,3.02381,0.0713299999999999,03,i04_03_5.bmp,holdout
TID2013,I04,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i04_04_1.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I04.BMP,type_04,1,6.125,0.10117,04,i04_04_1.bmp,holdout
TID2013,I04,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i04_04_2.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I04.BMP,type_04,2,6.26829,0.1337,04,i04_04_2.bmp,holdout
TID2013,I04,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i04_04_3.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I04.BMP,type_04,3,6.15,0.10926,04,i04_04_3.bmp,holdout
TID2013,I04,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i04_04_4.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I04.BMP,type_04,4,5.47619,0.10774,04,i04_04_4.bmp,holdout
TID2013,I04,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i04_04_5.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I04.BMP,type_04,5,4.80952,0.11288,04,i04_04_5.bmp,holdout
TID2013,I04,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i04_05_1.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I04.BMP,type_05,1,6.30952,0.1236599999999999,05,i04_05_1.bmp,holdout
TID2013,I04,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i04_05_2.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I04.BMP,type_05,2,5.90244,0.11338,05,i04_05_2.bmp,holdout
TID2013,I04,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i04_05_3.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I04.BMP,type_05,3,5.325,0.07406,05,i04_05_3.bmp,holdout
TID2013,I04,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i04_05_4.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I04.BMP,type_05,4,4.47619,0.07706,05,i04_05_4.bmp,holdout
TID2013,I04,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i04_05_5.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I04.BMP,type_05,5,3.70732,0.0928399999999999,05,i04_05_5.bmp,holdout
TID2013,I04,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i04_06_1.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I04.BMP,type_06,1,5.02381,0.08577,06,i04_06_1.bmp,holdout
TID2013,I04,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i04_06_2.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I04.BMP,type_06,2,4.560980000000001,0.12929,06,i04_06_2.bmp,holdout
TID2013,I04,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i04_06_3.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I04.BMP,type_06,3,4.2619,0.1068,06,i04_06_3.bmp,holdout
TID2013,I04,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i04_06_4.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I04.BMP,type_06,4,4.195119999999999,0.12541,06,i04_06_4.bmp,holdout
TID2013,I04,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i04_06_5.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I04.BMP,type_06,5,3.45,0.07866,06,i04_06_5.bmp,holdout
TID2013,I04,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i04_07_1.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I04.BMP,type_07,1,4.69048,0.09214,07,i04_07_1.bmp,holdout
TID2013,I04,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i04_07_2.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I04.BMP,type_07,2,4.075,0.10833,07,i04_07_2.bmp,holdout
TID2013,I04,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i04_07_3.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I04.BMP,type_07,3,3.52381,0.10234,07,i04_07_3.bmp,holdout
TID2013,I04,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i04_07_4.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I04.BMP,type_07,4,3.14286,0.09265,07,i04_07_4.bmp,holdout
TID2013,I04,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i04_07_5.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I04.BMP,type_07,5,2.95238,0.08878,07,i04_07_5.bmp,holdout
TID2013,I04,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i04_08_1.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I04.BMP,type_08,1,6.30952,0.14478,08,i04_08_1.bmp,holdout
TID2013,I04,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i04_08_2.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I04.BMP,type_08,2,5.926830000000001,0.11118,08,i04_08_2.bmp,holdout
TID2013,I04,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i04_08_3.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I04.BMP,type_08,3,5.38095,0.12118,08,i04_08_3.bmp,holdout
TID2013,I04,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i04_08_4.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I04.BMP,type_08,4,4.375,0.07655,08,i04_08_4.bmp,holdout
TID2013,I04,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i04_08_5.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I04.BMP,type_08,5,3.66667,0.11984,08,i04_08_5.bmp,holdout
TID2013,I04,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i04_09_1.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I04.BMP,type_09,1,6.38095,0.12118,09,i04_09_1.bmp,holdout
TID2013,I04,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i04_09_2.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I04.BMP,type_09,2,5.804880000000001,0.1047299999999999,09,i04_09_2.bmp,holdout
TID2013,I04,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i04_09_3.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I04.BMP,type_09,3,5.048780000000001,0.1032,09,i04_09_3.bmp,holdout
TID2013,I04,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i04_09_4.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I04.BMP,type_09,4,3.78049,0.07327,09,i04_09_4.bmp,holdout
TID2013,I04,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i04_09_5.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I04.BMP,type_09,5,2.5,0.07906,09,i04_09_5.bmp,holdout
TID2013,I04,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i04_10_1.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I04.BMP,type_10,1,6.07143,0.15206,10,i04_10_1.bmp,holdout
TID2013,I04,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i04_10_2.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I04.BMP,type_10,2,5.97561,0.13575,10,i04_10_2.bmp,holdout
TID2013,I04,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i04_10_3.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I04.BMP,type_10,3,5.07143,0.09155,10,i04_10_3.bmp,holdout
TID2013,I04,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i04_10_4.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I04.BMP,type_10,4,3.2619,0.08947,10,i04_10_4.bmp,holdout
TID2013,I04,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i04_10_5.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I04.BMP,type_10,5,2.19048,0.09664,10,i04_10_5.bmp,holdout
TID2013,I04,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/I04_11_1.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I04.BMP,type_11,1,5.3,0.12349,11,I04_11_1.bmp,holdout
TID2013,I04,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i04_11_2.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I04.BMP,type_11,2,4.0,0.1064799999999999,11,i04_11_2.bmp,holdout
TID2013,I04,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i04_11_3.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I04.BMP,type_11,3,2.9024400000000004,0.0899799999999999,11,i04_11_3.bmp,holdout
TID2013,I04,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i04_11_4.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I04.BMP,type_11,4,2.0,0.0,11,i04_11_4.bmp,holdout
TID2013,I04,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i04_11_5.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I04.BMP,type_11,5,0.88095,0.09644,11,i04_11_5.bmp,holdout
TID2013,I04,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i04_12_1.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I04.BMP,type_12,1,6.05,0.10577,12,i04_12_1.bmp,holdout
TID2013,I04,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i04_12_2.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I04.BMP,type_12,2,4.64286,0.10001,12,i04_12_2.bmp,holdout
TID2013,I04,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i04_12_3.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I04.BMP,type_12,3,3.92857,0.10855,12,i04_12_3.bmp,holdout
TID2013,I04,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i04_12_4.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I04.BMP,type_12,4,2.90476,0.08116,12,i04_12_4.bmp,holdout
TID2013,I04,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i04_12_5.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I04.BMP,type_12,5,2.6585400000000003,0.07406,12,i04_12_5.bmp,holdout
TID2013,I04,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/I04_13_1.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I04.BMP,type_13,1,4.66667,0.09913,13,I04_13_1.bmp,holdout
TID2013,I04,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i04_13_2.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I04.BMP,type_13,2,3.84615,0.05777,13,i04_13_2.bmp,holdout
TID2013,I04,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i04_13_3.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I04.BMP,type_13,3,3.35714,0.10001,13,i04_13_3.bmp,holdout
TID2013,I04,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i04_13_4.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I04.BMP,type_13,4,3.46341,0.0778799999999999,13,i04_13_4.bmp,holdout
TID2013,I04,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i04_13_5.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I04.BMP,type_13,5,2.38095,0.09495,13,i04_13_5.bmp,holdout
TID2013,I04,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i04_14_1.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I04.BMP,type_14,1,5.07143,0.12774,14,i04_14_1.bmp,holdout
TID2013,I04,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i04_14_2.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I04.BMP,type_14,2,6.40476,0.1751599999999999,14,i04_14_2.bmp,holdout
TID2013,I04,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i04_14_3.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I04.BMP,type_14,3,6.0,0.1064799999999999,14,i04_14_3.bmp,holdout
TID2013,I04,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i04_14_4.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I04.BMP,type_14,4,4.40476,0.1169299999999999,14,i04_14_4.bmp,holdout
TID2013,I04,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i04_14_5.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I04.BMP,type_14,5,3.60976,0.1084099999999999,14,i04_14_5.bmp,holdout
TID2013,I04,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i04_15_1.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I04.BMP,type_15,1,3.38095,0.1164099999999999,15,i04_15_1.bmp,holdout
TID2013,I04,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i04_15_2.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I04.BMP,type_15,2,3.40476,0.1169299999999999,15,i04_15_2.bmp,holdout
TID2013,I04,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i04_15_3.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I04.BMP,type_15,3,3.5,0.14385,15,i04_15_3.bmp,holdout
TID2013,I04,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i04_15_4.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I04.BMP,type_15,4,3.7561,0.08982,15,i04_15_4.bmp,holdout
TID2013,I04,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i04_15_5.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I04.BMP,type_15,5,4.05128,0.0884399999999999,15,i04_15_5.bmp,holdout
TID2013,I04,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i04_16_1.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I04.BMP,type_16,1,6.28571,0.12727,16,i04_16_1.bmp,holdout
TID2013,I04,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i04_16_2.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I04.BMP,type_16,2,6.642860000000001,0.18694,16,i04_16_2.bmp,holdout
TID2013,I04,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i04_16_3.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I04.BMP,type_16,3,6.09524,0.17757,16,i04_16_3.bmp,holdout
TID2013,I04,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i04_16_4.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I04.BMP,type_16,4,5.66667,0.1552599999999999,16,i04_16_4.bmp,holdout
TID2013,I04,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i04_16_5.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I04.BMP,type_16,5,5.15385,0.14294,16,i04_16_5.bmp,holdout
TID2013,I04,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i04_17_1.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I04.BMP,type_17,1,6.0,0.14677,17,i04_17_1.bmp,holdout
TID2013,I04,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i04_17_2.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I04.BMP,type_17,2,6.66667,0.15673,17,i04_17_2.bmp,holdout
TID2013,I04,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i04_17_3.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I04.BMP,type_17,3,4.78049,0.11703,17,i04_17_3.bmp,holdout
TID2013,I04,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i04_17_4.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I04.BMP,type_17,4,7.214289999999999,0.2170099999999999,17,i04_17_4.bmp,holdout
TID2013,I04,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i04_17_5.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I04.BMP,type_17,5,3.925,0.08936,17,i04_17_5.bmp,holdout
TID2013,I04,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i04_18_1.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I04.BMP,type_18,1,5.414630000000001,0.12895,18,i04_18_1.bmp,holdout
TID2013,I04,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i04_18_2.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I04.BMP,type_18,2,5.02439,0.09439,18,i04_18_2.bmp,holdout
TID2013,I04,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i04_18_3.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I04.BMP,type_18,3,4.66667,0.1150099999999999,18,i04_18_3.bmp,holdout
TID2013,I04,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i04_18_4.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I04.BMP,type_18,4,4.2381,0.12958,18,i04_18_4.bmp,holdout
TID2013,I04,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i04_18_5.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I04.BMP,type_18,5,3.92683,0.1164099999999999,18,i04_18_5.bmp,holdout
TID2013,I04,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i04_19_1.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I04.BMP,type_19,1,5.452380000000001,0.13129,19,i04_19_1.bmp,holdout
TID2013,I04,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i04_19_2.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I04.BMP,type_19,2,5.35714,0.11577,19,i04_19_2.bmp,holdout
TID2013,I04,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i04_19_3.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I04.BMP,type_19,3,4.90244,0.10801,19,i04_19_3.bmp,holdout
TID2013,I04,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i04_19_4.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I04.BMP,type_19,4,4.425,0.07816,19,i04_19_4.bmp,holdout
TID2013,I04,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i04_19_5.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I04.BMP,type_19,5,4.16667,0.10603,19,i04_19_5.bmp,holdout
TID2013,I04,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i04_20_1.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I04.BMP,type_20,1,6.452380000000001,0.13554,20,i04_20_1.bmp,holdout
TID2013,I04,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i04_20_2.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I04.BMP,type_20,2,5.225,0.09005,20,i04_20_2.bmp,holdout
TID2013,I04,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i04_20_3.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I04.BMP,type_20,3,4.19048,0.09059,20,i04_20_3.bmp,holdout
TID2013,I04,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i04_20_4.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I04.BMP,type_20,4,3.11905,0.08386,20,i04_20_4.bmp,holdout
TID2013,I04,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i04_20_5.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I04.BMP,type_20,5,2.41463,0.0911,20,i04_20_5.bmp,holdout
TID2013,I04,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i04_21_1.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I04.BMP,type_21,1,5.14634,0.09485,21,i04_21_1.bmp,holdout
TID2013,I04,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i04_21_2.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I04.BMP,type_21,2,4.73171,0.07732,21,i04_21_2.bmp,holdout
TID2013,I04,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i04_21_3.bmp,/data/projectwork/swati_mam/new model data/tid2013/tid2013/reference_images/I04.BMP,type_21,3,3.80952,0.0841,21,i04_21_3.bmp,holdout
