dataset,image_id,ref_id,distorted_path,ref_path,distortion_type,distortion_code,severity_or_level,mos_or_dmos,split
KADID-10k,I58_03_02,I58,/data/projectwork/swati_mam/kadid10k/images/I58_03_02.png,/data/projectwork/swati_mam/kadid10k/images/I58.png,Motion blur,NA,2,4.47,train
KADID-10k,I58_03_03,I58,/data/projectwork/swati_mam/kadid10k/images/I58_03_03.png,/data/projectwork/swati_mam/kadid10k/images/I58.png,Motion blur,NA,3,3.4,train
KADID-10k,I58_03_04,I58,/data/projectwork/swati_mam/kadid10k/images/I58_03_04.png,/data/projectwork/swati_mam/kadid10k/images/I58.png,Motion blur,NA,4,2.93,train
KADID-10k,I58_03_05,I58,/data/projectwork/swati_mam/kadid10k/images/I58_03_05.png,/data/projectwork/swati_mam/kadid10k/images/I58.png,Motion blur,NA,5,2.27,train
KADID-10k,I58_04_01,I58,/data/projectwork/swati_mam/kadid10k/images/I58_04_01.png,/data/projectwork/swati_mam/kadid10k/images/I58.png,Color diffusion,NA,1,4.17,train
KADID-10k,I58_04_02,I58,/data/projectwork/swati_mam/kadid10k/images/I58_04_02.png,/data/projectwork/swati_mam/kadid10k/images/I58.png,Color diffusion,NA,2,2.5,train
KADID-10k,I58_04_03,I58,/data/projectwork/swati_mam/kadid10k/images/I58_04_03.png,/data/projectwork/swati_mam/kadid10k/images/I58.png,Color diffusion,NA,3,1.43,train
KADID-10k,I58_04_04,I58,/data/projectwork/swati_mam/kadid10k/images/I58_04_04.png,/data/projectwork/swati_mam/kadid10k/images/I58.png,Color diffusion,NA,4,1.07,train
KADID-10k,I58_04_05,I58,/data/projectwork/swati_mam/kadid10k/images/I58_04_05.png,/data/projectwork/swati_mam/kadid10k/images/I58.png,Color diffusion,NA,5,1.0,train
KADID-10k,I58_05_01,I58,/data/projectwork/swati_mam/kadid10k/images/I58_05_01.png,/data/projectwork/swati_mam/kadid10k/images/I58.png,Color shift,NA,1,4.63,train
KADID-10k,I58_05_02,I58,/data/projectwork/swati_mam/kadid10k/images/I58_05_02.png,/data/projectwork/swati_mam/kadid10k/images/I58.png,Color shift,NA,2,3.97,train
KADID-10k,I58_05_03,I58,/data/projectwork/swati_mam/kadid10k/images/I58_05_03.png,/data/projectwork/swati_mam/kadid10k/images/I58.png,Color shift,NA,3,2.43,train
KADID-10k,I58_05_04,I58,/data/projectwork/swati_mam/kadid10k/images/I58_05_04.png,/data/projectwork/swati_mam/kadid10k/images/I58.png,Color shift,NA,4,2.47,train
KADID-10k,I58_05_05,I58,/data/projectwork/swati_mam/kadid10k/images/I58_05_05.png,/data/projectwork/swati_mam/kadid10k/images/I58.png,Color shift,NA,5,3.4,train
KADID-10k,I58_06_01,I58,/data/projectwork/swati_mam/kadid10k/images/I58_06_01.png,/data/projectwork/swati_mam/kadid10k/images/I58.png,Color quantization,NA,1,4.35,train
KADID-10k,I58_06_02,I58,/data/projectwork/swati_mam/kadid10k/images/I58_06_02.png,/data/projectwork/swati_mam/kadid10k/images/I58.png,Color quantization,NA,2,4.2,train
KADID-10k,I58_06_03,I58,/data/projectwork/swati_mam/kadid10k/images/I58_06_03.png,/data/projectwork/swati_mam/kadid10k/images/I58.png,Color quantization,NA,3,3.3,train
KADID-10k,I58_06_04,I58,/data/projectwork/swati_mam/kadid10k/images/I58_06_04.png,/data/projectwork/swati_mam/kadid10k/images/I58.png,Color quantization,NA,4,2.6,train
KADID-10k,I58_06_05,I58,/data/projectwork/swati_mam/kadid10k/images/I58_06_05.png,/data/projectwork/swati_mam/kadid10k/images/I58.png,Color quantization,NA,5,2.3,train
KADID-10k,I58_07_01,I58,/data/projectwork/swati_mam/kadid10k/images/I58_07_01.png,/data/projectwork/swati_mam/kadid10k/images/I58.png,Color saturation 1,NA,1,2.4,train
KADID-10k,I58_07_02,I58,/data/projectwork/swati_mam/kadid10k/images/I58_07_02.png,/data/projectwork/swati_mam/kadid10k/images/I58.png,Color saturation 1,NA,2,2.13,train
KADID-10k,I58_07_03,I58,/data/projectwork/swati_mam/kadid10k/images/I58_07_03.png,/data/projectwork/swati_mam/kadid10k/images/I58.png,Color saturation 1,NA,3,2.2,train
KADID-10k,I58_07_04,I58,/data/projectwork/swati_mam/kadid10k/images/I58_07_04.png,/data/projectwork/swati_mam/kadid10k/images/I58.png,Color saturation 1,NA,4,2.2,train
KADID-10k,I58_07_05,I58,/data/projectwork/swati_mam/kadid10k/images/I58_07_05.png,/data/projectwork/swati_mam/kadid10k/images/I58.png,Color saturation 1,NA,5,2.27,train
KADID-10k,I58_08_01,I58,/data/projectwork/swati_mam/kadid10k/images/I58_08_01.png,/data/projectwork/swati_mam/kadid10k/images/I58.png,Color saturation 2,NA,1,4.73,train
KADID-10k,I58_08_02,I58,/data/projectwork/swati_mam/kadid10k/images/I58_08_02.png,/data/projectwork/swati_mam/kadid10k/images/I58.png,Color saturation 2,NA,2,4.03,train
KADID-10k,I58_08_03,I58,/data/projectwork/swati_mam/kadid10k/images/I58_08_03.png,/data/projectwork/swati_mam/kadid10k/images/I58.png,Color saturation 2,NA,3,3.35,train
KADID-10k,I58_08_04,I58,/data/projectwork/swati_mam/kadid10k/images/I58_08_04.png,/data/projectwork/swati_mam/kadid10k/images/I58.png,Color saturation 2,NA,4,1.67,train
KADID-10k,I58_08_05,I58,/data/projectwork/swati_mam/kadid10k/images/I58_08_05.png,/data/projectwork/swati_mam/kadid10k/images/I58.png,Color saturation 2,NA,5,1.3,train
KADID-10k,I58_09_01,I58,/data/projectwork/swati_mam/kadid10k/images/I58_09_01.png,/data/projectwork/swati_mam/kadid10k/images/I58.png,JPEG2000,NA,1,4.63,train
KADID-10k,I58_09_02,I58,/data/projectwork/swati_mam/kadid10k/images/I58_09_02.png,/data/projectwork/swati_mam/kadid10k/images/I58.png,JPEG2000,NA,2,4.5,train
KADID-10k,I58_09_03,I58,/data/projectwork/swati_mam/kadid10k/images/I58_09_03.png,/data/projectwork/swati_mam/kadid10k/images/I58.png,JPEG2000,NA,3,4.63,train
KADID-10k,I58_09_04,I58,/data/projectwork/swati_mam/kadid10k/images/I58_09_04.png,/data/projectwork/swati_mam/kadid10k/images/I58.png,JPEG2000,NA,4,3.52,train
KADID-10k,I58_09_05,I58,/data/projectwork/swati_mam/kadid10k/images/I58_09_05.png,/data/projectwork/swati_mam/kadid10k/images/I58.png,JPEG2000,NA,5,1.8,train
KADID-10k,I58_10_01,I58,/data/projectwork/swati_mam/kadid10k/images/I58_10_01.png,/data/projectwork/swati_mam/kadid10k/images/I58.png,JPEG,NA,1,4.03,train
KADID-10k,I58_10_02,I58,/data/projectwork/swati_mam/kadid10k/images/I58_10_02.png,/data/projectwork/swati_mam/kadid10k/images/I58.png,JPEG,NA,2,4.17,train
KADID-10k,I58_10_03,I58,/data/projectwork/swati_mam/kadid10k/images/I58_10_03.png,/data/projectwork/swati_mam/kadid10k/images/I58.png,JPEG,NA,3,3.3,train
KADID-10k,I58_10_04,I58,/data/projectwork/swati_mam/kadid10k/images/I58_10_04.png,/data/projectwork/swati_mam/kadid10k/images/I58.png,JPEG,NA,4,1.8,train
KADID-10k,I58_10_05,I58,/data/projectwork/swati_mam/kadid10k/images/I58_10_05.png,/data/projectwork/swati_mam/kadid10k/images/I58.png,JPEG,NA,5,1.53,train
KADID-10k,I58_11_01,I58,/data/projectwork/swati_mam/kadid10k/images/I58_11_01.png,/data/projectwork/swati_mam/kadid10k/images/I58.png,White noise,NA,1,3.77,train
KADID-10k,I58_11_02,I58,/data/projectwork/swati_mam/kadid10k/images/I58_11_02.png,/data/projectwork/swati_mam/kadid10k/images/I58.png,White noise,NA,2,3.2,train
KADID-10k,I58_11_03,I58,/data/projectwork/swati_mam/kadid10k/images/I58_11_03.png,/data/projectwork/swati_mam/kadid10k/images/I58.png,White noise,NA,3,2.9,train
KADID-10k,I58_11_04,I58,/data/projectwork/swati_mam/kadid10k/images/I58_11_04.png,/data/projectwork/swati_mam/kadid10k/images/I58.png,White noise,NA,4,2.9,train
KADID-10k,I58_11_05,I58,/data/projectwork/swati_mam/kadid10k/images/I58_11_05.png,/data/projectwork/swati_mam/kadid10k/images/I58.png,White noise,NA,5,2.3,train
KADID-10k,I58_12_01,I58,/data/projectwork/swati_mam/kadid10k/images/I58_12_01.png,/data/projectwork/swati_mam/kadid10k/images/I58.png,White noise in color component,NA,1,4.37,train
KADID-10k,I58_12_02,I58,/data/projectwork/swati_mam/kadid10k/images/I58_12_02.png,/data/projectwork/swati_mam/kadid10k/images/I58.png,White noise in color component,NA,2,3.43,train
KADID-10k,I58_12_03,I58,/data/projectwork/swati_mam/kadid10k/images/I58_12_03.png,/data/projectwork/swati_mam/kadid10k/images/I58.png,White noise in color component,NA,3,2.93,train
KADID-10k,I58_12_04,I58,/data/projectwork/swati_mam/kadid10k/images/I58_12_04.png,/data/projectwork/swati_mam/kadid10k/images/I58.png,White noise in color component,NA,4,2.5,train
KADID-10k,I58_12_05,I58,/data/projectwork/swati_mam/kadid10k/images/I58_12_05.png,/data/projectwork/swati_mam/kadid10k/images/I58.png,White noise in color component,NA,5,2.17,train
KADID-10k,I58_13_01,I58,/data/projectwork/swati_mam/kadid10k/images/I58_13_01.png,/data/projectwork/swati_mam/kadid10k/images/I58.png,Impulse noise,NA,1,3.1,train
KADID-10k,I58_13_02,I58,/data/projectwork/swati_mam/kadid10k/images/I58_13_02.png,/data/projectwork/swati_mam/kadid10k/images/I58.png,Impulse noise,NA,2,2.33,train
KADID-10k,I58_13_03,I58,/data/projectwork/swati_mam/kadid10k/images/I58_13_03.png,/data/projectwork/swati_mam/kadid10k/images/I58.png,Impulse noise,NA,3,2.6,train
KADID-10k,I58_13_04,I58,/data/projectwork/swati_mam/kadid10k/images/I58_13_04.png,/data/projectwork/swati_mam/kadid10k/images/I58.png,Impulse noise,NA,4,2.13,train
KADID-10k,I58_13_05,I58,/data/projectwork/swati_mam/kadid10k/images/I58_13_05.png,/data/projectwork/swati_mam/kadid10k/images/I58.png,Impulse noise,NA,5,1.83,train
KADID-10k,I58_14_01,I58,/data/projectwork/swati_mam/kadid10k/images/I58_14_01.png,/data/projectwork/swati_mam/kadid10k/images/I58.png,Multiplicative noise,NA,1,4.37,train
KADID-10k,I58_14_02,I58,/data/projectwork/swati_mam/kadid10k/images/I58_14_02.png,/data/projectwork/swati_mam/kadid10k/images/I58.png,Multiplicative noise,NA,2,3.53,train
KADID-10k,I58_14_03,I58,/data/projectwork/swati_mam/kadid10k/images/I58_14_03.png,/data/projectwork/swati_mam/kadid10k/images/I58.png,Multiplicative noise,NA,3,3.37,train
KADID-10k,I58_14_04,I58,/data/projectwork/swati_mam/kadid10k/images/I58_14_04.png,/data/projectwork/swati_mam/kadid10k/images/I58.png,Multiplicative noise,NA,4,2.8,train
KADID-10k,I58_14_05,I58,/data/projectwork/swati_mam/kadid10k/images/I58_14_05.png,/data/projectwork/swati_mam/kadid10k/images/I58.png,Multiplicative noise,NA,5,2.27,train
KADID-10k,I58_15_01,I58,/data/projectwork/swati_mam/kadid10k/images/I58_15_01.png,/data/projectwork/swati_mam/kadid10k/images/I58.png,Denoise,NA,1,3.77,train
KADID-10k,I58_15_02,I58,/data/projectwork/swati_mam/kadid10k/images/I58_15_02.png,/data/projectwork/swati_mam/kadid10k/images/I58.png,Denoise,NA,2,2.77,train
KADID-10k,I58_15_03,I58,/data/projectwork/swati_mam/kadid10k/images/I58_15_03.png,/data/projectwork/swati_mam/kadid10k/images/I58.png,Denoise,NA,3,2.4,train
KADID-10k,I58_15_04,I58,/data/projectwork/swati_mam/kadid10k/images/I58_15_04.png,/data/projectwork/swati_mam/kadid10k/images/I58.png,Denoise,NA,4,1.77,train
KADID-10k,I58_15_05,I58,/data/projectwork/swati_mam/kadid10k/images/I58_15_05.png,/data/projectwork/swati_mam/kadid10k/images/I58.png,Denoise,NA,5,1.47,train
KADID-10k,I58_16_01,I58,/data/projectwork/swati_mam/kadid10k/images/I58_16_01.png,/data/projectwork/swati_mam/kadid10k/images/I58.png,Brighten,NA,1,4.83,train
KADID-10k,I58_16_02,I58,/data/projectwork/swati_mam/kadid10k/images/I58_16_02.png,/data/projectwork/swati_mam/kadid10k/images/I58.png,Brighten,NA,2,4.57,train
KADID-10k,I58_16_03,I58,/data/projectwork/swati_mam/kadid10k/images/I58_16_03.png,/data/projectwork/swati_mam/kadid10k/images/I58.png,Brighten,NA,3,4.17,train
KADID-10k,I58_16_04,I58,/data/projectwork/swati_mam/kadid10k/images/I58_16_04.png,/data/projectwork/swati_mam/kadid10k/images/I58.png,Brighten,NA,4,3.5,train
KADID-10k,I58_16_05,I58,/data/projectwork/swati_mam/kadid10k/images/I58_16_05.png,/data/projectwork/swati_mam/kadid10k/images/I58.png,Brighten,NA,5,2.33,train
KADID-10k,I58_17_01,I58,/data/projectwork/swati_mam/kadid10k/images/I58_17_01.png,/data/projectwork/swati_mam/kadid10k/images/I58.png,Darken,NA,1,4.77,train
KADID-10k,I58_17_02,I58,/data/projectwork/swati_mam/kadid10k/images/I58_17_02.png,/data/projectwork/swati_mam/kadid10k/images/I58.png,Darken,NA,2,4.57,train
KADID-10k,I58_17_03,I58,/data/projectwork/swati_mam/kadid10k/images/I58_17_03.png,/data/projectwork/swati_mam/kadid10k/images/I58.png,Darken,NA,3,4.03,train
KADID-10k,I58_17_04,I58,/data/projectwork/swati_mam/kadid10k/images/I58_17_04.png,/data/projectwork/swati_mam/kadid10k/images/I58.png,Darken,NA,4,3.5,train
KADID-10k,I58_17_05,I58,/data/projectwork/swati_mam/kadid10k/images/I58_17_05.png,/data/projectwork/swati_mam/kadid10k/images/I58.png,Darken,NA,5,2.17,train
KADID-10k,I58_18_01,I58,/data/projectwork/swati_mam/kadid10k/images/I58_18_01.png,/data/projectwork/swati_mam/kadid10k/images/I58.png,Mean shift,NA,1,4.37,train
KADID-10k,I58_18_02,I58,/data/projectwork/swati_mam/kadid10k/images/I58_18_02.png,/data/projectwork/swati_mam/kadid10k/images/I58.png,Mean shift,NA,2,4.77,train
KADID-10k,I58_18_03,I58,/data/projectwork/swati_mam/kadid10k/images/I58_18_03.png,/data/projectwork/swati_mam/kadid10k/images/I58.png,Mean shift,NA,3,4.83,train
KADID-10k,I58_18_04,I58,/data/projectwork/swati_mam/kadid10k/images/I58_18_04.png,/data/projectwork/swati_mam/kadid10k/images/I58.png,Mean shift,NA,4,4.27,train
KADID-10k,I58_18_05,I58,/data/projectwork/swati_mam/kadid10k/images/I58_18_05.png,/data/projectwork/swati_mam/kadid10k/images/I58.png,Mean shift,NA,5,3.73,train
KADID-10k,I58_19_01,I58,/data/projectwork/swati_mam/kadid10k/images/I58_19_01.png,/data/projectwork/swati_mam/kadid10k/images/I58.png,Jitter,NA,1,4.43,train
KADID-10k,I58_19_02,I58,/data/projectwork/swati_mam/kadid10k/images/I58_19_02.png,/data/projectwork/swati_mam/kadid10k/images/I58.png,Jitter,NA,2,4.3,train
KADID-10k,I58_19_03,I58,/data/projectwork/swati_mam/kadid10k/images/I58_19_03.png,/data/projectwork/swati_mam/kadid10k/images/I58.png,Jitter,NA,3,3.4,train
KADID-10k,I58_19_04,I58,/data/projectwork/swati_mam/kadid10k/images/I58_19_04.png,/data/projectwork/swati_mam/kadid10k/images/I58.png,Jitter,NA,4,1.97,train
KADID-10k,I58_19_05,I58,/data/projectwork/swati_mam/kadid10k/images/I58_19_05.png,/data/projectwork/swati_mam/kadid10k/images/I58.png,Jitter,NA,5,1.67,train
KADID-10k,I58_20_01,I58,/data/projectwork/swati_mam/kadid10k/images/I58_20_01.png,/data/projectwork/swati_mam/kadid10k/images/I58.png,Non-eccentricity patch,NA,1,4.07,train
KADID-10k,I58_20_02,I58,/data/projectwork/swati_mam/kadid10k/images/I58_20_02.png,/data/projectwork/swati_mam/kadid10k/images/I58.png,Non-eccentricity patch,NA,2,4.5,train
KADID-10k,I58_20_03,I58,/data/projectwork/swati_mam/kadid10k/images/I58_20_03.png,/data/projectwork/swati_mam/kadid10k/images/I58.png,Non-eccentricity patch,NA,3,3.07,train
KADID-10k,I58_20_04,I58,/data/projectwork/swati_mam/kadid10k/images/I58_20_04.png,/data/projectwork/swati_mam/kadid10k/images/I58.png,Non-eccentricity patch,NA,4,3.23,train
KADID-10k,I58_20_05,I58,/data/projectwork/swati_mam/kadid10k/images/I58_20_05.png,/data/projectwork/swati_mam/kadid10k/images/I58.png,Non-eccentricity patch,NA,5,3.03,train
KADID-10k,I58_21_01,I58,/data/projectwork/swati_mam/kadid10k/images/I58_21_01.png,/data/projectwork/swati_mam/kadid10k/images/I58.png,Pixelate,NA,1,4.23,train
KADID-10k,I58_21_02,I58,/data/projectwork/swati_mam/kadid10k/images/I58_21_02.png,/data/projectwork/swati_mam/kadid10k/images/I58.png,Pixelate,NA,2,3.5,train
KADID-10k,I58_21_03,I58,/data/projectwork/swati_mam/kadid10k/images/I58_21_03.png,/data/projectwork/swati_mam/kadid10k/images/I58.png,Pixelate,NA,3,3.33,train
KADID-10k,I58_21_04,I58,/data/projectwork/swati_mam/kadid10k/images/I58_21_04.png,/data/projectwork/swati_mam/kadid10k/images/I58.png,Pixelate,NA,4,3.29,train
KADID-10k,I58_21_05,I58,/data/projectwork/swati_mam/kadid10k/images/I58_21_05.png,/data/projectwork/swati_mam/kadid10k/images/I58.png,Pixelate,NA,5,1.97,train
KADID-10k,I58_22_01,I58,/data/projectwork/swati_mam/kadid10k/images/I58_22_01.png,/data/projectwork/swati_mam/kadid10k/images/I58.png,Quantization,NA,1,2.9,train
KADID-10k,I58_22_02,I58,/data/projectwork/swati_mam/kadid10k/images/I58_22_02.png,/data/projectwork/swati_mam/kadid10k/images/I58.png,Quantization,NA,2,2.1,train
KADID-10k,I58_22_03,I58,/data/projectwork/swati_mam/kadid10k/images/I58_22_03.png,/data/projectwork/swati_mam/kadid10k/images/I58.png,Quantization,NA,3,2.3,train
KADID-10k,I58_22_04,I58,/data/projectwork/swati_mam/kadid10k/images/I58_22_04.png,/data/projectwork/swati_mam/kadid10k/images/I58.png,Quantization,NA,4,2.03,train
KADID-10k,I58_22_05,I58,/data/projectwork/swati_mam/kadid10k/images/I58_22_05.png,/data/projectwork/swati_mam/kadid10k/images/I58.png,Quantization,NA,5,2.0,train
KADID-10k,I58_23_01,I58,/data/projectwork/swati_mam/kadid10k/images/I58_23_01.png,/data/projectwork/swati_mam/kadid10k/images/I58.png,Color block,NA,1,2.9,train
KADID-10k,I58_23_02,I58,/data/projectwork/swati_mam/kadid10k/images/I58_23_02.png,/data/projectwork/swati_mam/kadid10k/images/I58.png,Color block,NA,2,2.4,train
KADID-10k,I58_23_03,I58,/data/projectwork/swati_mam/kadid10k/images/I58_23_03.png,/data/projectwork/swati_mam/kadid10k/images/I58.png,Color block,NA,3,2.33,train
KADID-10k,I58_23_04,I58,/data/projectwork/swati_mam/kadid10k/images/I58_23_04.png,/data/projectwork/swati_mam/kadid10k/images/I58.png,Color block,NA,4,2.33,train
KADID-10k,I58_23_05,I58,/data/projectwork/swati_mam/kadid10k/images/I58_23_05.png,/data/projectwork/swati_mam/kadid10k/images/I58.png,Color block,NA,5,1.97,train
KADID-10k,I58_24_01,I58,/data/projectwork/swati_mam/kadid10k/images/I58_24_01.png,/data/projectwork/swati_mam/kadid10k/images/I58.png,High sharpen,NA,1,4.3,train
KADID-10k,I58_24_02,I58,/data/projectwork/swati_mam/kadid10k/images/I58_24_02.png,/data/projectwork/swati_mam/kadid10k/images/I58.png,High sharpen,NA,2,3.57,train
KADID-10k,I58_24_03,I58,/data/projectwork/swati_mam/kadid10k/images/I58_24_03.png,/data/projectwork/swati_mam/kadid10k/images/I58.png,High sharpen,NA,3,3.13,train
KADID-10k,I58_24_04,I58,/data/projectwork/swati_mam/kadid10k/images/I58_24_04.png,/data/projectwork/swati_mam/kadid10k/images/I58.png,High sharpen,NA,4,2.17,train
KADID-10k,I58_24_05,I58,/data/projectwork/swati_mam/kadid10k/images/I58_24_05.png,/data/projectwork/swati_mam/kadid10k/images/I58.png,High sharpen,NA,5,1.7,train
KADID-10k,I58_25_01,I58,/data/projectwork/swati_mam/kadid10k/images/I58_25_01.png,/data/projectwork/swati_mam/kadid10k/images/I58.png,Contrast change,NA,1,3.5,train
KADID-10k,I58_25_02,I58,/data/projectwork/swati_mam/kadid10k/images/I58_25_02.png,/data/projectwork/swati_mam/kadid10k/images/I58.png,Contrast change,NA,2,4.07,train
KADID-10k,I58_25_03,I58,/data/projectwork/swati_mam/kadid10k/images/I58_25_03.png,/data/projectwork/swati_mam/kadid10k/images/I58.png,Contrast change,NA,3,4.45,train
KADID-10k,I58_25_04,I58,/data/projectwork/swati_mam/kadid10k/images/I58_25_04.png,/data/projectwork/swati_mam/kadid10k/images/I58.png,Contrast change,NA,4,4.1,train
KADID-10k,I58_25_05,I58,/data/projectwork/swati_mam/kadid10k/images/I58_25_05.png,/data/projectwork/swati_mam/kadid10k/images/I58.png,Contrast change,NA,5,3.53,train
KADID-10k,I59_01_01,I59,/data/projectwork/swati_mam/kadid10k/images/I59_01_01.png,/data/projectwork/swati_mam/kadid10k/images/I59.png,Gaussian blur,NA,1,4.8,train
KADID-10k,I59_01_02,I59,/data/projectwork/swati_mam/kadid10k/images/I59_01_02.png,/data/projectwork/swati_mam/kadid10k/images/I59.png,Gaussian blur,NA,2,4.3,train
KADID-10k,I59_01_03,I59,/data/projectwork/swati_mam/kadid10k/images/I59_01_03.png,/data/projectwork/swati_mam/kadid10k/images/I59.png,Gaussian blur,NA,3,3.2,train
KADID-10k,I59_01_04,I59,/data/projectwork/swati_mam/kadid10k/images/I59_01_04.png,/data/projectwork/swati_mam/kadid10k/images/I59.png,Gaussian blur,NA,4,1.8,train
KADID-10k,I59_01_05,I59,/data/projectwork/swati_mam/kadid10k/images/I59_01_05.png,/data/projectwork/swati_mam/kadid10k/images/I59.png,Gaussian blur,NA,5,1.37,train
KADID-10k,I59_02_01,I59,/data/projectwork/swati_mam/kadid10k/images/I59_02_01.png,/data/projectwork/swati_mam/kadid10k/images/I59.png,Lens blur,NA,1,4.37,train
KADID-10k,I59_02_02,I59,/data/projectwork/swati_mam/kadid10k/images/I59_02_02.png,/data/projectwork/swati_mam/kadid10k/images/I59.png,Lens blur,NA,2,3.03,train
KADID-10k,I59_02_03,I59,/data/projectwork/swati_mam/kadid10k/images/I59_02_03.png,/data/projectwork/swati_mam/kadid10k/images/I59.png,Lens blur,NA,3,1.73,train
KADID-10k,I59_02_04,I59,/data/projectwork/swati_mam/kadid10k/images/I59_02_04.png,/data/projectwork/swati_mam/kadid10k/images/I59.png,Lens blur,NA,4,1.47,train
KADID-10k,I59_02_05,I59,/data/projectwork/swati_mam/kadid10k/images/I59_02_05.png,/data/projectwork/swati_mam/kadid10k/images/I59.png,Lens blur,NA,5,1.2,train
KADID-10k,I59_03_01,I59,/data/projectwork/swati_mam/kadid10k/images/I59_03_01.png,/data/projectwork/swati_mam/kadid10k/images/I59.png,Motion blur,NA,1,4.83,train
KADID-10k,I59_03_02,I59,/data/projectwork/swati_mam/kadid10k/images/I59_03_02.png,/data/projectwork/swati_mam/kadid10k/images/I59.png,Motion blur,NA,2,4.27,train
KADID-10k,I59_03_03,I59,/data/projectwork/swati_mam/kadid10k/images/I59_03_03.png,/data/projectwork/swati_mam/kadid10k/images/I59.png,Motion blur,NA,3,3.43,train
KADID-10k,I59_03_04,I59,/data/projectwork/swati_mam/kadid10k/images/I59_03_04.png,/data/projectwork/swati_mam/kadid10k/images/I59.png,Motion blur,NA,4,2.3,train
KADID-10k,I59_03_05,I59,/data/projectwork/swati_mam/kadid10k/images/I59_03_05.png,/data/projectwork/swati_mam/kadid10k/images/I59.png,Motion blur,NA,5,1.47,train
KADID-10k,I59_04_01,I59,/data/projectwork/swati_mam/kadid10k/images/I59_04_01.png,/data/projectwork/swati_mam/kadid10k/images/I59.png,Color diffusion,NA,1,4.6,train
KADID-10k,I59_04_02,I59,/data/projectwork/swati_mam/kadid10k/images/I59_04_02.png,/data/projectwork/swati_mam/kadid10k/images/I59.png,Color diffusion,NA,2,3.17,train
KADID-10k,I59_04_03,I59,/data/projectwork/swati_mam/kadid10k/images/I59_04_03.png,/data/projectwork/swati_mam/kadid10k/images/I59.png,Color diffusion,NA,3,2.33,train
KADID-10k,I59_04_04,I59,/data/projectwork/swati_mam/kadid10k/images/I59_04_04.png,/data/projectwork/swati_mam/kadid10k/images/I59.png,Color diffusion,NA,4,2.43,train
KADID-10k,I59_04_05,I59,/data/projectwork/swati_mam/kadid10k/images/I59_04_05.png,/data/projectwork/swati_mam/kadid10k/images/I59.png,Color diffusion,NA,5,2.07,train
KADID-10k,I59_05_01,I59,/data/projectwork/swati_mam/kadid10k/images/I59_05_01.png,/data/projectwork/swati_mam/kadid10k/images/I59.png,Color shift,NA,1,4.67,train
KADID-10k,I59_05_02,I59,/data/projectwork/swati_mam/kadid10k/images/I59_05_02.png,/data/projectwork/swati_mam/kadid10k/images/I59.png,Color shift,NA,2,2.6,train
KADID-10k,I59_05_03,I59,/data/projectwork/swati_mam/kadid10k/images/I59_05_03.png,/data/projectwork/swati_mam/kadid10k/images/I59.png,Color shift,NA,3,1.9,train
KADID-10k,I59_05_04,I59,/data/projectwork/swati_mam/kadid10k/images/I59_05_04.png,/data/projectwork/swati_mam/kadid10k/images/I59.png,Color shift,NA,4,1.27,train
KADID-10k,I59_05_05,I59,/data/projectwork/swati_mam/kadid10k/images/I59_05_05.png,/data/projectwork/swati_mam/kadid10k/images/I59.png,Color shift,NA,5,1.4,train
KADID-10k,I59_06_01,I59,/data/projectwork/swati_mam/kadid10k/images/I59_06_01.png,/data/projectwork/swati_mam/kadid10k/images/I59.png,Color quantization,NA,1,4.27,train
KADID-10k,I59_06_02,I59,/data/projectwork/swati_mam/kadid10k/images/I59_06_02.png,/data/projectwork/swati_mam/kadid10k/images/I59.png,Color quantization,NA,2,3.97,train
KADID-10k,I59_06_03,I59,/data/projectwork/swati_mam/kadid10k/images/I59_06_03.png,/data/projectwork/swati_mam/kadid10k/images/I59.png,Color quantization,NA,3,3.87,train
KADID-10k,I59_06_04,I59,/data/projectwork/swati_mam/kadid10k/images/I59_06_04.png,/data/projectwork/swati_mam/kadid10k/images/I59.png,Color quantization,NA,4,3.37,train
KADID-10k,I59_06_05,I59,/data/projectwork/swati_mam/kadid10k/images/I59_06_05.png,/data/projectwork/swati_mam/kadid10k/images/I59.png,Color quantization,NA,5,2.83,train
KADID-10k,I59_07_01,I59,/data/projectwork/swati_mam/kadid10k/images/I59_07_01.png,/data/projectwork/swati_mam/kadid10k/images/I59.png,Color saturation 1,NA,1,3.13,train
KADID-10k,I59_07_02,I59,/data/projectwork/swati_mam/kadid10k/images/I59_07_02.png,/data/projectwork/swati_mam/kadid10k/images/I59.png,Color saturation 1,NA,2,2.4,train
KADID-10k,I59_07_03,I59,/data/projectwork/swati_mam/kadid10k/images/I59_07_03.png,/data/projectwork/swati_mam/kadid10k/images/I59.png,Color saturation 1,NA,3,2.8,train
KADID-10k,I59_07_04,I59,/data/projectwork/swati_mam/kadid10k/images/I59_07_04.png,/data/projectwork/swati_mam/kadid10k/images/I59.png,Color saturation 1,NA,4,2.52,train
KADID-10k,I59_07_05,I59,/data/projectwork/swati_mam/kadid10k/images/I59_07_05.png,/data/projectwork/swati_mam/kadid10k/images/I59.png,Color saturation 1,NA,5,2.19,train
KADID-10k,I59_08_01,I59,/data/projectwork/swati_mam/kadid10k/images/I59_08_01.png,/data/projectwork/swati_mam/kadid10k/images/I59.png,Color saturation 2,NA,1,4.7,train
KADID-10k,I59_08_02,I59,/data/projectwork/swati_mam/kadid10k/images/I59_08_02.png,/data/projectwork/swati_mam/kadid10k/images/I59.png,Color saturation 2,NA,2,3.27,train
