dataset,image_id,ref_id,distortion_type,severity_or_level,distorted_path,group
KADID-10k,I30_05_04,I30,Color shift,4,/data/projectwork/swati_mam/new model data/kadid10k/images/I30_05_04.png,other
KADID-10k,I30_05_05,I30,Color shift,5,/data/projectwork/swati_mam/new model data/kadid10k/images/I30_05_05.png,other
KADID-10k,I30_25_01,I30,Contrast change,1,/data/projectwork/swati_mam/new model data/kadid10k/images/I30_25_01.png,other
KADID-10k,I30_25_02,I30,Contrast change,2,/data/projectwork/swati_mam/new model data/kadid10k/images/I30_25_02.png,other
KADID-10k,I30_25_04,I30,Contrast change,4,/data/projectwork/swati_mam/new model data/kadid10k/images/I30_25_04.png,other
KADID-10k,I30_25_05,I30,Contrast change,5,/data/projectwork/swati_mam/new model data/kadid10k/images/I30_25_05.png,other
KADID-10k,I30_17_01,I30,Darken,1,/data/projectwork/swati_mam/new model data/kadid10k/images/I30_17_01.png,other
KADID-10k,I30_17_02,I30,Darken,2,/data/projectwork/swati_mam/new model data/kadid10k/images/I30_17_02.png,other
KADID-10k,I30_17_05,I30,Darken,5,/data/projectwork/swati_mam/new model data/kadid10k/images/I30_17_05.png,other
KADID-10k,I30_15_01,I30,Denoise,1,/data/projectwork/swati_mam/new model data/kadid10k/images/I30_15_01.png,noise
KADID-10k,I30_15_02,I30,Denoise,2,/data/projectwork/swati_mam/new model data/kadid10k/images/I30_15_02.png,noise
KADID-10k,I30_15_03,I30,Denoise,3,/data/projectwork/swati_mam/new model data/kadid10k/images/I30_15_03.png,noise
KADID-10k,I30_15_04,I30,Denoise,4,/data/projectwork/swati_mam/new model data/kadid10k/images/I30_15_04.png,noise
KADID-10k,I30_15_05,I30,Denoise,5,/data/projectwork/swati_mam/new model data/kadid10k/images/I30_15_05.png,noise
KADID-10k,I30_01_01,I30,Gaussian blur,1,/data/projectwork/swati_mam/new model data/kadid10k/images/I30_01_01.png,blur
KADID-10k,I30_01_02,I30,Gaussian blur,2,/data/projectwork/swati_mam/new model data/kadid10k/images/I30_01_02.png,blur
KADID-10k,I30_01_03,I30,Gaussian blur,3,/data/projectwork/swati_mam/new model data/kadid10k/images/I30_01_03.png,blur
KADID-10k,I30_01_04,I30,Gaussian blur,4,/data/projectwork/swati_mam/new model data/kadid10k/images/I30_01_04.png,blur
KADID-10k,I30_01_05,I30,Gaussian blur,5,/data/projectwork/swati_mam/new model data/kadid10k/images/I30_01_05.png,blur
KADID-10k,I30_24_01,I30,High sharpen,1,/data/projectwork/swati_mam/new model data/kadid10k/images/I30_24_01.png,HF/sharpen
KADID-10k,I30_24_03,I30,High sharpen,3,/data/projectwork/swati_mam/new model data/kadid10k/images/I30_24_03.png,HF/sharpen
KADID-10k,I30_24_04,I30,High sharpen,4,/data/projectwork/swati_mam/new model data/kadid10k/images/I30_24_04.png,HF/sharpen
KADID-10k,I30_13_01,I30,Impulse noise,1,/data/projectwork/swati_mam/new model data/kadid10k/images/I30_13_01.png,noise
KADID-10k,I30_13_02,I30,Impulse noise,2,/data/projectwork/swati_mam/new model data/kadid10k/images/I30_13_02.png,noise
KADID-10k,I30_13_04,I30,Impulse noise,4,/data/projectwork/swati_mam/new model data/kadid10k/images/I30_13_04.png,noise
KADID-10k,I30_13_05,I30,Impulse noise,5,/data/projectwork/swati_mam/new model data/kadid10k/images/I30_13_05.png,noise
KADID-10k,I30_10_01,I30,JPEG,1,/data/projectwork/swati_mam/new model data/kadid10k/images/I30_10_01.png,other
KADID-10k,I30_10_03,I30,JPEG,3,/data/projectwork/swati_mam/new model data/kadid10k/images/I30_10_03.png,other
KADID-10k,I30_09_01,I30,JPEG2000,1,/data/projectwork/swati_mam/new model data/kadid10k/images/I30_09_01.png,other
KADID-10k,I30_09_03,I30,JPEG2000,3,/data/projectwork/swati_mam/new model data/kadid10k/images/I30_09_03.png,other
KADID-10k,I30_19_01,I30,Jitter,1,/data/projectwork/swati_mam/new model data/kadid10k/images/I30_19_01.png,other
KADID-10k,I30_19_02,I30,Jitter,2,/data/projectwork/swati_mam/new model data/kadid10k/images/I30_19_02.png,other
KADID-10k,I30_19_04,I30,Jitter,4,/data/projectwork/swati_mam/new model data/kadid10k/images/I30_19_04.png,other
KADID-10k,I30_02_03,I30,Lens blur,3,/data/projectwork/swati_mam/new model data/kadid10k/images/I30_02_03.png,blur
KADID-10k,I30_02_04,I30,Lens blur,4,/data/projectwork/swati_mam/new model data/kadid10k/images/I30_02_04.png,blur
KADID-10k,I30_18_02,I30,Mean shift,2,/data/projectwork/swati_mam/new model data/kadid10k/images/I30_18_02.png,other
KADID-10k,I30_18_03,I30,Mean shift,3,/data/projectwork/swati_mam/new model data/kadid10k/images/I30_18_03.png,other
KADID-10k,I30_18_05,I30,Mean shift,5,/data/projectwork/swati_mam/new model data/kadid10k/images/I30_18_05.png,other
KADID-10k,I30_03_01,I30,Motion blur,1,/data/projectwork/swati_mam/new model data/kadid10k/images/I30_03_01.png,blur
KADID-10k,I30_03_03,I30,Motion blur,3,/data/projectwork/swati_mam/new model data/kadid10k/images/I30_03_03.png,blur
KADID-10k,I30_03_04,I30,Motion blur,4,/data/projectwork/swati_mam/new model data/kadid10k/images/I30_03_04.png,blur
KADID-10k,I30_14_02,I30,Multiplicative noise,2,/data/projectwork/swati_mam/new model data/kadid10k/images/I30_14_02.png,noise
KADID-10k,I30_20_03,I30,Non-eccentricity patch,3,/data/projectwork/swati_mam/new model data/kadid10k/images/I30_20_03.png,other
KADID-10k,I30_20_04,I30,Non-eccentricity patch,4,/data/projectwork/swati_mam/new model data/kadid10k/images/I30_20_04.png,other
KADID-10k,I30_20_05,I30,Non-eccentricity patch,5,/data/projectwork/swati_mam/new model data/kadid10k/images/I30_20_05.png,other
KADID-10k,I30_21_01,I30,Pixelate,1,/data/projectwork/swati_mam/new model data/kadid10k/images/I30_21_01.png,other
KADID-10k,I30_21_02,I30,Pixelate,2,/data/projectwork/swati_mam/new model data/kadid10k/images/I30_21_02.png,other
KADID-10k,I30_21_03,I30,Pixelate,3,/data/projectwork/swati_mam/new model data/kadid10k/images/I30_21_03.png,other
KADID-10k,I30_21_04,I30,Pixelate,4,/data/projectwork/swati_mam/new model data/kadid10k/images/I30_21_04.png,other
KADID-10k,I30_22_01,I30,Quantization,1,/data/projectwork/swati_mam/new model data/kadid10k/images/I30_22_01.png,other
KADID-10k,I30_22_02,I30,Quantization,2,/data/projectwork/swati_mam/new model data/kadid10k/images/I30_22_02.png,other
KADID-10k,I30_11_01,I30,White noise,1,/data/projectwork/swati_mam/new model data/kadid10k/images/I30_11_01.png,noise
KADID-10k,I30_11_04,I30,White noise,4,/data/projectwork/swati_mam/new model data/kadid10k/images/I30_11_04.png,noise
KADID-10k,I30_11_05,I30,White noise,5,/data/projectwork/swati_mam/new model data/kadid10k/images/I30_11_05.png,noise
KADID-10k,I30_12_01,I30,White noise in color component,1,/data/projectwork/swati_mam/new model data/kadid10k/images/I30_12_01.png,noise
KADID-10k,I30_12_03,I30,White noise in color component,3,/data/projectwork/swati_mam/new model data/kadid10k/images/I30_12_03.png,noise
KADID-10k,I35_16_01,I35,Brighten,1,/data/projectwork/swati_mam/new model data/kadid10k/images/I35_16_01.png,other
KADID-10k,I35_16_04,I35,Brighten,4,/data/projectwork/swati_mam/new model data/kadid10k/images/I35_16_04.png,other
KADID-10k,I35_23_01,I35,Color block,1,/data/projectwork/swati_mam/new model data/kadid10k/images/I35_23_01.png,other
KADID-10k,I35_23_02,I35,Color block,2,/data/projectwork/swati_mam/new model data/kadid10k/images/I35_23_02.png,other
KADID-10k,I35_23_03,I35,Color block,3,/data/projectwork/swati_mam/new model data/kadid10k/images/I35_23_03.png,other
KADID-10k,I35_04_04,I35,Color diffusion,4,/data/projectwork/swati_mam/new model data/kadid10k/images/I35_04_04.png,other
KADID-10k,I35_04_05,I35,Color diffusion,5,/data/projectwork/swati_mam/new model data/kadid10k/images/I35_04_05.png,other
KADID-10k,I35_06_02,I35,Color quantization,2,/data/projectwork/swati_mam/new model data/kadid10k/images/I35_06_02.png,other
KADID-10k,I35_06_04,I35,Color quantization,4,/data/projectwork/swati_mam/new model data/kadid10k/images/I35_06_04.png,other
KADID-10k,I35_06_05,I35,Color quantization,5,/data/projectwork/swati_mam/new model data/kadid10k/images/I35_06_05.png,other
KADID-10k,I35_07_03,I35,Color saturation 1,3,/data/projectwork/swati_mam/new model data/kadid10k/images/I35_07_03.png,other
KADID-10k,I35_08_01,I35,Color saturation 2,1,/data/projectwork/swati_mam/new model data/kadid10k/images/I35_08_01.png,other
KADID-10k,I35_08_02,I35,Color saturation 2,2,/data/projectwork/swati_mam/new model data/kadid10k/images/I35_08_02.png,other
KADID-10k,I35_08_03,I35,Color saturation 2,3,/data/projectwork/swati_mam/new model data/kadid10k/images/I35_08_03.png,other
KADID-10k,I35_08_04,I35,Color saturation 2,4,/data/projectwork/swati_mam/new model data/kadid10k/images/I35_08_04.png,other
KADID-10k,I35_08_05,I35,Color saturation 2,5,/data/projectwork/swati_mam/new model data/kadid10k/images/I35_08_05.png,other
KADID-10k,I35_05_01,I35,Color shift,1,/data/projectwork/swati_mam/new model data/kadid10k/images/I35_05_01.png,other
KADID-10k,I35_05_02,I35,Color shift,2,/data/projectwork/swati_mam/new model data/kadid10k/images/I35_05_02.png,other
KADID-10k,I35_05_03,I35,Color shift,3,/data/projectwork/swati_mam/new model data/kadid10k/images/I35_05_03.png,other
KADID-10k,I35_05_05,I35,Color shift,5,/data/projectwork/swati_mam/new model data/kadid10k/images/I35_05_05.png,other
KADID-10k,I35_25_01,I35,Contrast change,1,/data/projectwork/swati_mam/new model data/kadid10k/images/I35_25_01.png,other
KADID-10k,I35_25_02,I35,Contrast change,2,/data/projectwork/swati_mam/new model data/kadid10k/images/I35_25_02.png,other
KADID-10k,I35_25_04,I35,Contrast change,4,/data/projectwork/swati_mam/new model data/kadid10k/images/I35_25_04.png,other
KADID-10k,I35_17_03,I35,Darken,3,/data/projectwork/swati_mam/new model data/kadid10k/images/I35_17_03.png,other
KADID-10k,I35_17_04,I35,Darken,4,/data/projectwork/swati_mam/new model data/kadid10k/images/I35_17_04.png,other
KADID-10k,I35_17_05,I35,Darken,5,/data/projectwork/swati_mam/new model data/kadid10k/images/I35_17_05.png,other
KADID-10k,I35_15_03,I35,Denoise,3,/data/projectwork/swati_mam/new model data/kadid10k/images/I35_15_03.png,noise
KADID-10k,I35_15_04,I35,Denoise,4,/data/projectwork/swati_mam/new model data/kadid10k/images/I35_15_04.png,noise
KADID-10k,I35_15_05,I35,Denoise,5,/data/projectwork/swati_mam/new model data/kadid10k/images/I35_15_05.png,noise
KADID-10k,I35_01_02,I35,Gaussian blur,2,/data/projectwork/swati_mam/new model data/kadid10k/images/I35_01_02.png,blur
KADID-10k,I35_01_03,I35,Gaussian blur,3,/data/projectwork/swati_mam/new model data/kadid10k/images/I35_01_03.png,blur
KADID-10k,I35_01_04,I35,Gaussian blur,4,/data/projectwork/swati_mam/new model data/kadid10k/images/I35_01_04.png,blur
KADID-10k,I35_01_05,I35,Gaussian blur,5,/data/projectwork/swati_mam/new model data/kadid10k/images/I35_01_05.png,blur
KADID-10k,I35_24_01,I35,High sharpen,1,/data/projectwork/swati_mam/new model data/kadid10k/images/I35_24_01.png,HF/sharpen
KADID-10k,I35_24_03,I35,High sharpen,3,/data/projectwork/swati_mam/new model data/kadid10k/images/I35_24_03.png,HF/sharpen
KADID-10k,I35_24_04,I35,High sharpen,4,/data/projectwork/swati_mam/new model data/kadid10k/images/I35_24_04.png,HF/sharpen
KADID-10k,I35_13_01,I35,Impulse noise,1,/data/projectwork/swati_mam/new model data/kadid10k/images/I35_13_01.png,noise
KADID-10k,I35_13_02,I35,Impulse noise,2,/data/projectwork/swati_mam/new model data/kadid10k/images/I35_13_02.png,noise
KADID-10k,I35_10_02,I35,JPEG,2,/data/projectwork/swati_mam/new model data/kadid10k/images/I35_10_02.png,other
KADID-10k,I35_10_03,I35,JPEG,3,/data/projectwork/swati_mam/new model data/kadid10k/images/I35_10_03.png,other
KADID-10k,I35_09_01,I35,JPEG2000,1,/data/projectwork/swati_mam/new model data/kadid10k/images/I35_09_01.png,other
KADID-10k,I35_09_02,I35,JPEG2000,2,/data/projectwork/swati_mam/new model data/kadid10k/images/I35_09_02.png,other
KADID-10k,I35_09_03,I35,JPEG2000,3,/data/projectwork/swati_mam/new model data/kadid10k/images/I35_09_03.png,other
KADID-10k,I35_09_04,I35,JPEG2000,4,/data/projectwork/swati_mam/new model data/kadid10k/images/I35_09_04.png,other
KADID-10k,I35_19_01,I35,Jitter,1,/data/projectwork/swati_mam/new model data/kadid10k/images/I35_19_01.png,other
KADID-10k,I35_19_02,I35,Jitter,2,/data/projectwork/swati_mam/new model data/kadid10k/images/I35_19_02.png,other
KADID-10k,I35_19_04,I35,Jitter,4,/data/projectwork/swati_mam/new model data/kadid10k/images/I35_19_04.png,other
KADID-10k,I35_19_05,I35,Jitter,5,/data/projectwork/swati_mam/new model data/kadid10k/images/I35_19_05.png,other
KADID-10k,I35_02_02,I35,Lens blur,2,/data/projectwork/swati_mam/new model data/kadid10k/images/I35_02_02.png,blur
KADID-10k,I35_02_03,I35,Lens blur,3,/data/projectwork/swati_mam/new model data/kadid10k/images/I35_02_03.png,blur
KADID-10k,I35_02_04,I35,Lens blur,4,/data/projectwork/swati_mam/new model data/kadid10k/images/I35_02_04.png,blur
KADID-10k,I35_02_05,I35,Lens blur,5,/data/projectwork/swati_mam/new model data/kadid10k/images/I35_02_05.png,blur
KADID-10k,I35_18_01,I35,Mean shift,1,/data/projectwork/swati_mam/new model data/kadid10k/images/I35_18_01.png,other
KADID-10k,I35_18_04,I35,Mean shift,4,/data/projectwork/swati_mam/new model data/kadid10k/images/I35_18_04.png,other
KADID-10k,I35_18_05,I35,Mean shift,5,/data/projectwork/swati_mam/new model data/kadid10k/images/I35_18_05.png,other
KADID-10k,I35_03_01,I35,Motion blur,1,/data/projectwork/swati_mam/new model data/kadid10k/images/I35_03_01.png,blur
KADID-10k,I35_03_02,I35,Motion blur,2,/data/projectwork/swati_mam/new model data/kadid10k/images/I35_03_02.png,blur
KADID-10k,I35_03_04,I35,Motion blur,4,/data/projectwork/swati_mam/new model data/kadid10k/images/I35_03_04.png,blur
KADID-10k,I35_03_05,I35,Motion blur,5,/data/projectwork/swati_mam/new model data/kadid10k/images/I35_03_05.png,blur
KADID-10k,I35_14_02,I35,Multiplicative noise,2,/data/projectwork/swati_mam/new model data/kadid10k/images/I35_14_02.png,noise
KADID-10k,I35_14_03,I35,Multiplicative noise,3,/data/projectwork/swati_mam/new model data/kadid10k/images/I35_14_03.png,noise
KADID-10k,I35_14_04,I35,Multiplicative noise,4,/data/projectwork/swati_mam/new model data/kadid10k/images/I35_14_04.png,noise
KADID-10k,I35_14_05,I35,Multiplicative noise,5,/data/projectwork/swati_mam/new model data/kadid10k/images/I35_14_05.png,noise
KADID-10k,I35_20_02,I35,Non-eccentricity patch,2,/data/projectwork/swati_mam/new model data/kadid10k/images/I35_20_02.png,other
KADID-10k,I35_20_03,I35,Non-eccentricity patch,3,/data/projectwork/swati_mam/new model data/kadid10k/images/I35_20_03.png,other
KADID-10k,I35_21_01,I35,Pixelate,1,/data/projectwork/swati_mam/new model data/kadid10k/images/I35_21_01.png,other
KADID-10k,I35_21_03,I35,Pixelate,3,/data/projectwork/swati_mam/new model data/kadid10k/images/I35_21_03.png,other
KADID-10k,I35_21_05,I35,Pixelate,5,/data/projectwork/swati_mam/new model data/kadid10k/images/I35_21_05.png,other
KADID-10k,I35_22_01,I35,Quantization,1,/data/projectwork/swati_mam/new model data/kadid10k/images/I35_22_01.png,other
KADID-10k,I35_22_02,I35,Quantization,2,/data/projectwork/swati_mam/new model data/kadid10k/images/I35_22_02.png,other
KADID-10k,I35_22_04,I35,Quantization,4,/data/projectwork/swati_mam/new model data/kadid10k/images/I35_22_04.png,other
KADID-10k,I35_22_05,I35,Quantization,5,/data/projectwork/swati_mam/new model data/kadid10k/images/I35_22_05.png,other
KADID-10k,I35_11_01,I35,White noise,1,/data/projectwork/swati_mam/new model data/kadid10k/images/I35_11_01.png,noise
KADID-10k,I35_11_03,I35,White noise,3,/data/projectwork/swati_mam/new model data/kadid10k/images/I35_11_03.png,noise
KADID-10k,I35_11_04,I35,White noise,4,/data/projectwork/swati_mam/new model data/kadid10k/images/I35_11_04.png,noise
KADID-10k,I35_11_05,I35,White noise,5,/data/projectwork/swati_mam/new model data/kadid10k/images/I35_11_05.png,noise
KADID-10k,I35_12_01,I35,White noise in color component,1,/data/projectwork/swati_mam/new model data/kadid10k/images/I35_12_01.png,noise
KADID-10k,I35_12_02,I35,White noise in color component,2,/data/projectwork/swati_mam/new model data/kadid10k/images/I35_12_02.png,noise
KADID-10k,I35_12_03,I35,White noise in color component,3,/data/projectwork/swati_mam/new model data/kadid10k/images/I35_12_03.png,noise
KADID-10k,I35_12_05,I35,White noise in color component,5,/data/projectwork/swati_mam/new model data/kadid10k/images/I35_12_05.png,noise
KADID-10k,I42_16_02,I42,Brighten,2,/data/projectwork/swati_mam/new model data/kadid10k/images/I42_16_02.png,other
KADID-10k,I42_16_04,I42,Brighten,4,/data/projectwork/swati_mam/new model data/kadid10k/images/I42_16_04.png,other
KADID-10k,I42_16_05,I42,Brighten,5,/data/projectwork/swati_mam/new model data/kadid10k/images/I42_16_05.png,other
KADID-10k,I42_23_01,I42,Color block,1,/data/projectwork/swati_mam/new model data/kadid10k/images/I42_23_01.png,other
KADID-10k,I42_23_02,I42,Color block,2,/data/projectwork/swati_mam/new model data/kadid10k/images/I42_23_02.png,other
KADID-10k,I42_23_05,I42,Color block,5,/data/projectwork/swati_mam/new model data/kadid10k/images/I42_23_05.png,other
KADID-10k,I42_04_02,I42,Color diffusion,2,/data/projectwork/swati_mam/new model data/kadid10k/images/I42_04_02.png,other
KADID-10k,I42_04_03,I42,Color diffusion,3,/data/projectwork/swati_mam/new model data/kadid10k/images/I42_04_03.png,other
KADID-10k,I42_04_04,I42,Color diffusion,4,/data/projectwork/swati_mam/new model data/kadid10k/images/I42_04_04.png,other
KADID-10k,I42_06_04,I42,Color quantization,4,/data/projectwork/swati_mam/new model data/kadid10k/images/I42_06_04.png,other
KADID-10k,I42_07_05,I42,Color saturation 1,5,/data/projectwork/swati_mam/new model data/kadid10k/images/I42_07_05.png,other
KADID-10k,I42_08_01,I42,Color saturation 2,1,/data/projectwork/swati_mam/new model data/kadid10k/images/I42_08_01.png,other
KADID-10k,I42_08_02,I42,Color saturation 2,2,/data/projectwork/swati_mam/new model data/kadid10k/images/I42_08_02.png,other
KADID-10k,I42_08_05,I42,Color saturation 2,5,/data/projectwork/swati_mam/new model data/kadid10k/images/I42_08_05.png,other
KADID-10k,I42_25_01,I42,Contrast change,1,/data/projectwork/swati_mam/new model data/kadid10k/images/I42_25_01.png,other
KADID-10k,I42_25_02,I42,Contrast change,2,/data/projectwork/swati_mam/new model data/kadid10k/images/I42_25_02.png,other
KADID-10k,I42_25_05,I42,Contrast change,5,/data/projectwork/swati_mam/new model data/kadid10k/images/I42_25_05.png,other
KADID-10k,I42_17_01,I42,Darken,1,/data/projectwork/swati_mam/new model data/kadid10k/images/I42_17_01.png,other
KADID-10k,I42_17_04,I42,Darken,4,/data/projectwork/swati_mam/new model data/kadid10k/images/I42_17_04.png,other
KADID-10k,I42_17_05,I42,Darken,5,/data/projectwork/swati_mam/new model data/kadid10k/images/I42_17_05.png,other
KADID-10k,I42_15_01,I42,Denoise,1,/data/projectwork/swati_mam/new model data/kadid10k/images/I42_15_01.png,noise
KADID-10k,I42_15_03,I42,Denoise,3,/data/projectwork/swati_mam/new model data/kadid10k/images/I42_15_03.png,noise
KADID-10k,I42_15_05,I42,Denoise,5,/data/projectwork/swati_mam/new model data/kadid10k/images/I42_15_05.png,noise
KADID-10k,I42_01_03,I42,Gaussian blur,3,/data/projectwork/swati_mam/new model data/kadid10k/images/I42_01_03.png,blur
KADID-10k,I42_01_04,I42,Gaussian blur,4,/data/projectwork/swati_mam/new model data/kadid10k/images/I42_01_04.png,blur
KADID-10k,I42_01_05,I42,Gaussian blur,5,/data/projectwork/swati_mam/new model data/kadid10k/images/I42_01_05.png,blur
KADID-10k,I42_24_01,I42,High sharpen,1,/data/projectwork/swati_mam/new model data/kadid10k/images/I42_24_01.png,HF/sharpen
KADID-10k,I42_24_03,I42,High sharpen,3,/data/projectwork/swati_mam/new model data/kadid10k/images/I42_24_03.png,HF/sharpen
KADID-10k,I42_10_02,I42,JPEG,2,/data/projectwork/swati_mam/new model data/kadid10k/images/I42_10_02.png,other
KADID-10k,I42_10_03,I42,JPEG,3,/data/projectwork/swati_mam/new model data/kadid10k/images/I42_10_03.png,other
KADID-10k,I42_10_04,I42,JPEG,4,/data/projectwork/swati_mam/new model data/kadid10k/images/I42_10_04.png,other
KADID-10k,I42_10_05,I42,JPEG,5,/data/projectwork/swati_mam/new model data/kadid10k/images/I42_10_05.png,other
KADID-10k,I42_09_01,I42,JPEG2000,1,/data/projectwork/swati_mam/new model data/kadid10k/images/I42_09_01.png,other
KADID-10k,I42_19_01,I42,Jitter,1,/data/projectwork/swati_mam/new model data/kadid10k/images/I42_19_01.png,other
KADID-10k,I42_19_02,I42,Jitter,2,/data/projectwork/swati_mam/new model data/kadid10k/images/I42_19_02.png,other
KADID-10k,I42_19_05,I42,Jitter,5,/data/projectwork/swati_mam/new model data/kadid10k/images/I42_19_05.png,other
KADID-10k,I42_02_01,I42,Lens blur,1,/data/projectwork/swati_mam/new model data/kadid10k/images/I42_02_01.png,blur
KADID-10k,I42_02_02,I42,Lens blur,2,/data/projectwork/swati_mam/new model data/kadid10k/images/I42_02_02.png,blur
KADID-10k,I42_02_03,I42,Lens blur,3,/data/projectwork/swati_mam/new model data/kadid10k/images/I42_02_03.png,blur
KADID-10k,I42_18_01,I42,Mean shift,1,/data/projectwork/swati_mam/new model data/kadid10k/images/I42_18_01.png,other
KADID-10k,I42_18_02,I42,Mean shift,2,/data/projectwork/swati_mam/new model data/kadid10k/images/I42_18_02.png,other
KADID-10k,I42_18_03,I42,Mean shift,3,/data/projectwork/swati_mam/new model data/kadid10k/images/I42_18_03.png,other
KADID-10k,I42_18_05,I42,Mean shift,5,/data/projectwork/swati_mam/new model data/kadid10k/images/I42_18_05.png,other
KADID-10k,I42_03_01,I42,Motion blur,1,/data/projectwork/swati_mam/new model data/kadid10k/images/I42_03_01.png,blur
KADID-10k,I42_03_04,I42,Motion blur,4,/data/projectwork/swati_mam/new model data/kadid10k/images/I42_03_04.png,blur
KADID-10k,I42_14_01,I42,Multiplicative noise,1,/data/projectwork/swati_mam/new model data/kadid10k/images/I42_14_01.png,noise
KADID-10k,I42_14_02,I42,Multiplicative noise,2,/data/projectwork/swati_mam/new model data/kadid10k/images/I42_14_02.png,noise
KADID-10k,I42_14_03,I42,Multiplicative noise,3,/data/projectwork/swati_mam/new model data/kadid10k/images/I42_14_03.png,noise
KADID-10k,I42_14_04,I42,Multiplicative noise,4,/data/projectwork/swati_mam/new model data/kadid10k/images/I42_14_04.png,noise
KADID-10k,I42_14_05,I42,Multiplicative noise,5,/data/projectwork/swati_mam/new model data/kadid10k/images/I42_14_05.png,noise
KADID-10k,I42_20_03,I42,Non-eccentricity patch,3,/data/projectwork/swati_mam/new model data/kadid10k/images/I42_20_03.png,other
KADID-10k,I42_21_01,I42,Pixelate,1,/data/projectwork/swati_mam/new model data/kadid10k/images/I42_21_01.png,other
KADID-10k,I42_21_04,I42,Pixelate,4,/data/projectwork/swati_mam/new model data/kadid10k/images/I42_21_04.png,other
KADID-10k,I42_22_02,I42,Quantization,2,/data/projectwork/swati_mam/new model data/kadid10k/images/I42_22_02.png,other
KADID-10k,I42_11_02,I42,White noise,2,/data/projectwork/swati_mam/new model data/kadid10k/images/I42_11_02.png,noise
KADID-10k,I42_11_04,I42,White noise,4,/data/projectwork/swati_mam/new model data/kadid10k/images/I42_11_04.png,noise
KADID-10k,I42_11_05,I42,White noise,5,/data/projectwork/swati_mam/new model data/kadid10k/images/I42_11_05.png,noise
KADID-10k,I42_12_01,I42,White noise in color component,1,/data/projectwork/swati_mam/new model data/kadid10k/images/I42_12_01.png,noise
KADID-10k,I42_12_02,I42,White noise in color component,2,/data/projectwork/swati_mam/new model data/kadid10k/images/I42_12_02.png,noise
KADID-10k,I45_16_03,I45,Brighten,3,/data/projectwork/swati_mam/new model data/kadid10k/images/I45_16_03.png,other
KADID-10k,I45_16_05,I45,Brighten,5,/data/projectwork/swati_mam/new model data/kadid10k/images/I45_16_05.png,other
KADID-10k,I45_23_01,I45,Color block,1,/data/projectwork/swati_mam/new model data/kadid10k/images/I45_23_01.png,other
KADID-10k,I45_23_02,I45,Color block,2,/data/projectwork/swati_mam/new model data/kadid10k/images/I45_23_02.png,other
KADID-10k,I45_23_03,I45,Color block,3,/data/projectwork/swati_mam/new model data/kadid10k/images/I45_23_03.png,other
KADID-10k,I45_23_05,I45,Color block,5,/data/projectwork/swati_mam/new model data/kadid10k/images/I45_23_05.png,other
KADID-10k,I45_04_05,I45,Color diffusion,5,/data/projectwork/swati_mam/new model data/kadid10k/images/I45_04_05.png,other
KADID-10k,I45_06_01,I45,Color quantization,1,/data/projectwork/swati_mam/new model data/kadid10k/images/I45_06_01.png,other
KADID-10k,I45_06_03,I45,Color quantization,3,/data/projectwork/swati_mam/new model data/kadid10k/images/I45_06_03.png,other
KADID-10k,I45_07_02,I45,Color saturation 1,2,/data/projectwork/swati_mam/new model data/kadid10k/images/I45_07_02.png,other
KADID-10k,I45_07_03,I45,Color saturation 1,3,/data/projectwork/swati_mam/new model data/kadid10k/images/I45_07_03.png,other
KADID-10k,I45_07_05,I45,Color saturation 1,5,/data/projectwork/swati_mam/new model data/kadid10k/images/I45_07_05.png,other
KADID-10k,I45_08_03,I45,Color saturation 2,3,/data/projectwork/swati_mam/new model data/kadid10k/images/I45_08_03.png,other
KADID-10k,I45_08_04,I45,Color saturation 2,4,/data/projectwork/swati_mam/new model data/kadid10k/images/I45_08_04.png,other
KADID-10k,I45_05_01,I45,Color shift,1,/data/projectwork/swati_mam/new model data/kadid10k/images/I45_05_01.png,other
KADID-10k,I45_05_02,I45,Color shift,2,/data/projectwork/swati_mam/new model data/kadid10k/images/I45_05_02.png,other
KADID-10k,I45_05_03,I45,Color shift,3,/data/projectwork/swati_mam/new model data/kadid10k/images/I45_05_03.png,other
KADID-10k,I45_25_01,I45,Contrast change,1,/data/projectwork/swati_mam/new model data/kadid10k/images/I45_25_01.png,other
KADID-10k,I45_25_02,I45,Contrast change,2,/data/projectwork/swati_mam/new model data/kadid10k/images/I45_25_02.png,other
KADID-10k,I45_25_03,I45,Contrast change,3,/data/projectwork/swati_mam/new model data/kadid10k/images/I45_25_03.png,other
KADID-10k,I45_25_04,I45,Contrast change,4,/data/projectwork/swati_mam/new model data/kadid10k/images/I45_25_04.png,other
KADID-10k,I45_17_03,I45,Darken,3,/data/projectwork/swati_mam/new model data/kadid10k/images/I45_17_03.png,other
KADID-10k,I45_15_04,I45,Denoise,4,/data/projectwork/swati_mam/new model data/kadid10k/images/I45_15_04.png,noise
KADID-10k,I45_15_05,I45,Denoise,5,/data/projectwork/swati_mam/new model data/kadid10k/images/I45_15_05.png,noise
KADID-10k,I45_01_03,I45,Gaussian blur,3,/data/projectwork/swati_mam/new model data/kadid10k/images/I45_01_03.png,blur
KADID-10k,I45_01_04,I45,Gaussian blur,4,/data/projectwork/swati_mam/new model data/kadid10k/images/I45_01_04.png,blur
KADID-10k,I45_24_02,I45,High sharpen,2,/data/projectwork/swati_mam/new model data/kadid10k/images/I45_24_02.png,HF/sharpen
