ref_id,distortion_type,path_mild,path_severe,sev_mild,sev_severe,abs_dEH,dataset,image_id_mild,image_id_severe
I09,White noise in color component,/data/projectwork/swati_mam/new model data/kadid10k/images/I09_12_01.png,/data/projectwork/swati_mam/new model data/kadid10k/images/I09_12_02.png,1.0,2.0,4.32275390625,KADID-10k,I09_12_01,I09_12_02
I09,White noise in color component,/data/projectwork/swati_mam/new model data/kadid10k/images/I09_12_01.png,/data/projectwork/swati_mam/new model data/kadid10k/images/I09_12_03.png,1.0,3.0,8.2021484375,KADID-10k,I09_12_01,I09_12_03
I09,White noise in color component,/data/projectwork/swati_mam/new model data/kadid10k/images/I09_12_01.png,/data/projectwork/swati_mam/new model data/kadid10k/images/I09_12_04.png,1.0,4.0,10.26171875,KADID-10k,I09_12_01,I09_12_04
I09,White noise in color component,/data/projectwork/swati_mam/new model data/kadid10k/images/I09_12_01.png,/data/projectwork/swati_mam/new model data/kadid10k/images/I09_12_05.png,1.0,5.0,12.945068359375,KADID-10k,I09_12_01,I09_12_05
I09,White noise in color component,/data/projectwork/swati_mam/new model data/kadid10k/images/I09_12_02.png,/data/projectwork/swati_mam/new model data/kadid10k/images/I09_12_03.png,2.0,3.0,3.87939453125,KADID-10k,I09_12_02,I09_12_03
I09,White noise in color component,/data/projectwork/swati_mam/new model data/kadid10k/images/I09_12_02.png,/data/projectwork/swati_mam/new model data/kadid10k/images/I09_12_04.png,2.0,4.0,5.93896484375,KADID-10k,I09_12_02,I09_12_04
I09,White noise in color component,/data/projectwork/swati_mam/new model data/kadid10k/images/I09_12_02.png,/data/projectwork/swati_mam/new model data/kadid10k/images/I09_12_05.png,2.0,5.0,8.622314453125,KADID-10k,I09_12_02,I09_12_05
I09,White noise in color component,/data/projectwork/swati_mam/new model data/kadid10k/images/I09_12_03.png,/data/projectwork/swati_mam/new model data/kadid10k/images/I09_12_04.png,3.0,4.0,2.0595703125,KADID-10k,I09_12_03,I09_12_04
I09,White noise in color component,/data/projectwork/swati_mam/new model data/kadid10k/images/I09_12_03.png,/data/projectwork/swati_mam/new model data/kadid10k/images/I09_12_05.png,3.0,5.0,4.742919921875,KADID-10k,I09_12_03,I09_12_05
I09,White noise in color component,/data/projectwork/swati_mam/new model data/kadid10k/images/I09_12_04.png,/data/projectwork/swati_mam/new model data/kadid10k/images/I09_12_05.png,4.0,5.0,2.683349609375,KADID-10k,I09_12_04,I09_12_05
I10,Brighten,/data/projectwork/swati_mam/new model data/kadid10k/images/I10_16_01.png,/data/projectwork/swati_mam/new model data/kadid10k/images/I10_16_02.png,1.0,2.0,1.080078125,KADID-10k,I10_16_01,I10_16_02
I10,Brighten,/data/projectwork/swati_mam/new model data/kadid10k/images/I10_16_01.png,/data/projectwork/swati_mam/new model data/kadid10k/images/I10_16_03.png,1.0,3.0,3.356689453125,KADID-10k,I10_16_01,I10_16_03
I10,Brighten,/data/projectwork/swati_mam/new model data/kadid10k/images/I10_16_01.png,/data/projectwork/swati_mam/new model data/kadid10k/images/I10_16_04.png,1.0,4.0,10.387451171875,KADID-10k,I10_16_01,I10_16_04
I10,Brighten,/data/projectwork/swati_mam/new model data/kadid10k/images/I10_16_01.png,/data/projectwork/swati_mam/new model data/kadid10k/images/I10_16_05.png,1.0,5.0,19.337646484375,KADID-10k,I10_16_01,I10_16_05
I10,Brighten,/data/projectwork/swati_mam/new model data/kadid10k/images/I10_16_02.png,/data/projectwork/swati_mam/new model data/kadid10k/images/I10_16_03.png,2.0,3.0,2.276611328125,KADID-10k,I10_16_02,I10_16_03
I10,Brighten,/data/projectwork/swati_mam/new model data/kadid10k/images/I10_16_02.png,/data/projectwork/swati_mam/new model data/kadid10k/images/I10_16_04.png,2.0,4.0,9.307373046875,KADID-10k,I10_16_02,I10_16_04
I10,Brighten,/data/projectwork/swati_mam/new model data/kadid10k/images/I10_16_02.png,/data/projectwork/swati_mam/new model data/kadid10k/images/I10_16_05.png,2.0,5.0,18.257568359375,KADID-10k,I10_16_02,I10_16_05
I10,Brighten,/data/projectwork/swati_mam/new model data/kadid10k/images/I10_16_03.png,/data/projectwork/swati_mam/new model data/kadid10k/images/I10_16_04.png,3.0,4.0,7.03076171875,KADID-10k,I10_16_03,I10_16_04
I10,Brighten,/data/projectwork/swati_mam/new model data/kadid10k/images/I10_16_03.png,/data/projectwork/swati_mam/new model data/kadid10k/images/I10_16_05.png,3.0,5.0,15.98095703125,KADID-10k,I10_16_03,I10_16_05
I10,Brighten,/data/projectwork/swati_mam/new model data/kadid10k/images/I10_16_04.png,/data/projectwork/swati_mam/new model data/kadid10k/images/I10_16_05.png,4.0,5.0,8.9501953125,KADID-10k,I10_16_04,I10_16_05
I10,Color block,/data/projectwork/swati_mam/new model data/kadid10k/images/I10_23_01.png,/data/projectwork/swati_mam/new model data/kadid10k/images/I10_23_02.png,1.0,2.0,0.52197265625,KADID-10k,I10_23_01,I10_23_02
I10,Color block,/data/projectwork/swati_mam/new model data/kadid10k/images/I10_23_01.png,/data/projectwork/swati_mam/new model data/kadid10k/images/I10_23_03.png,1.0,3.0,2.518798828125,KADID-10k,I10_23_01,I10_23_03
I10,Color block,/data/projectwork/swati_mam/new model data/kadid10k/images/I10_23_01.png,/data/projectwork/swati_mam/new model data/kadid10k/images/I10_23_04.png,1.0,4.0,1.152099609375,KADID-10k,I10_23_01,I10_23_04
I10,Color block,/data/projectwork/swati_mam/new model data/kadid10k/images/I10_23_01.png,/data/projectwork/swati_mam/new model data/kadid10k/images/I10_23_05.png,1.0,5.0,0.951904296875,KADID-10k,I10_23_01,I10_23_05
I10,Color block,/data/projectwork/swati_mam/new model data/kadid10k/images/I10_23_02.png,/data/projectwork/swati_mam/new model data/kadid10k/images/I10_23_03.png,2.0,3.0,1.996826171875,KADID-10k,I10_23_02,I10_23_03
I10,Color block,/data/projectwork/swati_mam/new model data/kadid10k/images/I10_23_02.png,/data/projectwork/swati_mam/new model data/kadid10k/images/I10_23_04.png,2.0,4.0,0.630126953125,KADID-10k,I10_23_02,I10_23_04
I10,Color block,/data/projectwork/swati_mam/new model data/kadid10k/images/I10_23_02.png,/data/projectwork/swati_mam/new model data/kadid10k/images/I10_23_05.png,2.0,5.0,0.429931640625,KADID-10k,I10_23_02,I10_23_05
I10,Color block,/data/projectwork/swati_mam/new model data/kadid10k/images/I10_23_03.png,/data/projectwork/swati_mam/new model data/kadid10k/images/I10_23_04.png,3.0,4.0,1.36669921875,KADID-10k,I10_23_03,I10_23_04
I10,Color block,/data/projectwork/swati_mam/new model data/kadid10k/images/I10_23_03.png,/data/projectwork/swati_mam/new model data/kadid10k/images/I10_23_05.png,3.0,5.0,1.56689453125,KADID-10k,I10_23_03,I10_23_05
I10,Color block,/data/projectwork/swati_mam/new model data/kadid10k/images/I10_23_04.png,/data/projectwork/swati_mam/new model data/kadid10k/images/I10_23_05.png,4.0,5.0,0.2001953125,KADID-10k,I10_23_04,I10_23_05
I10,Color diffusion,/data/projectwork/swati_mam/new model data/kadid10k/images/I10_04_01.png,/data/projectwork/swati_mam/new model data/kadid10k/images/I10_04_02.png,1.0,2.0,1.093994140625,KADID-10k,I10_04_01,I10_04_02
I10,Color diffusion,/data/projectwork/swati_mam/new model data/kadid10k/images/I10_04_01.png,/data/projectwork/swati_mam/new model data/kadid10k/images/I10_04_03.png,1.0,3.0,11.08544921875,KADID-10k,I10_04_01,I10_04_03
I10,Color diffusion,/data/projectwork/swati_mam/new model data/kadid10k/images/I10_04_01.png,/data/projectwork/swati_mam/new model data/kadid10k/images/I10_04_04.png,1.0,4.0,15.144287109375,KADID-10k,I10_04_01,I10_04_04
I10,Color diffusion,/data/projectwork/swati_mam/new model data/kadid10k/images/I10_04_01.png,/data/projectwork/swati_mam/new model data/kadid10k/images/I10_04_05.png,1.0,5.0,20.292236328125,KADID-10k,I10_04_01,I10_04_05
I10,Color diffusion,/data/projectwork/swati_mam/new model data/kadid10k/images/I10_04_02.png,/data/projectwork/swati_mam/new model data/kadid10k/images/I10_04_03.png,2.0,3.0,9.991455078125,KADID-10k,I10_04_02,I10_04_03
I10,Color diffusion,/data/projectwork/swati_mam/new model data/kadid10k/images/I10_04_02.png,/data/projectwork/swati_mam/new model data/kadid10k/images/I10_04_04.png,2.0,4.0,14.05029296875,KADID-10k,I10_04_02,I10_04_04
I10,Color diffusion,/data/projectwork/swati_mam/new model data/kadid10k/images/I10_04_02.png,/data/projectwork/swati_mam/new model data/kadid10k/images/I10_04_05.png,2.0,5.0,19.1982421875,KADID-10k,I10_04_02,I10_04_05
I10,Color diffusion,/data/projectwork/swati_mam/new model data/kadid10k/images/I10_04_03.png,/data/projectwork/swati_mam/new model data/kadid10k/images/I10_04_04.png,3.0,4.0,4.058837890625,KADID-10k,I10_04_03,I10_04_04
I10,Color diffusion,/data/projectwork/swati_mam/new model data/kadid10k/images/I10_04_03.png,/data/projectwork/swati_mam/new model data/kadid10k/images/I10_04_05.png,3.0,5.0,9.206787109375,KADID-10k,I10_04_03,I10_04_05
I10,Color diffusion,/data/projectwork/swati_mam/new model data/kadid10k/images/I10_04_04.png,/data/projectwork/swati_mam/new model data/kadid10k/images/I10_04_05.png,4.0,5.0,5.14794921875,KADID-10k,I10_04_04,I10_04_05
I10,Color quantization,/data/projectwork/swati_mam/new model data/kadid10k/images/I10_06_01.png,/data/projectwork/swati_mam/new model data/kadid10k/images/I10_06_02.png,1.0,2.0,1.442138671875,KADID-10k,I10_06_01,I10_06_02
I10,Color quantization,/data/projectwork/swati_mam/new model data/kadid10k/images/I10_06_01.png,/data/projectwork/swati_mam/new model data/kadid10k/images/I10_06_03.png,1.0,3.0,2.115966796875,KADID-10k,I10_06_01,I10_06_03
I10,Color quantization,/data/projectwork/swati_mam/new model data/kadid10k/images/I10_06_01.png,/data/projectwork/swati_mam/new model data/kadid10k/images/I10_06_04.png,1.0,4.0,5.462890625,KADID-10k,I10_06_01,I10_06_04
I10,Color quantization,/data/projectwork/swati_mam/new model data/kadid10k/images/I10_06_01.png,/data/projectwork/swati_mam/new model data/kadid10k/images/I10_06_05.png,1.0,5.0,7.22509765625,KADID-10k,I10_06_01,I10_06_05
I10,Color quantization,/data/projectwork/swati_mam/new model data/kadid10k/images/I10_06_02.png,/data/projectwork/swati_mam/new model data/kadid10k/images/I10_06_03.png,2.0,3.0,0.673828125,KADID-10k,I10_06_02,I10_06_03
I10,Color quantization,/data/projectwork/swati_mam/new model data/kadid10k/images/I10_06_02.png,/data/projectwork/swati_mam/new model data/kadid10k/images/I10_06_04.png,2.0,4.0,4.020751953125,KADID-10k,I10_06_02,I10_06_04
I10,Color quantization,/data/projectwork/swati_mam/new model data/kadid10k/images/I10_06_02.png,/data/projectwork/swati_mam/new model data/kadid10k/images/I10_06_05.png,2.0,5.0,5.782958984375,KADID-10k,I10_06_02,I10_06_05
I10,Color quantization,/data/projectwork/swati_mam/new model data/kadid10k/images/I10_06_03.png,/data/projectwork/swati_mam/new model data/kadid10k/images/I10_06_04.png,3.0,4.0,3.346923828125,KADID-10k,I10_06_03,I10_06_04
I10,Color quantization,/data/projectwork/swati_mam/new model data/kadid10k/images/I10_06_03.png,/data/projectwork/swati_mam/new model data/kadid10k/images/I10_06_05.png,3.0,5.0,5.109130859375,KADID-10k,I10_06_03,I10_06_05
I10,Color quantization,/data/projectwork/swati_mam/new model data/kadid10k/images/I10_06_04.png,/data/projectwork/swati_mam/new model data/kadid10k/images/I10_06_05.png,4.0,5.0,1.76220703125,KADID-10k,I10_06_04,I10_06_05
I10,Color saturation 1,/data/projectwork/swati_mam/new model data/kadid10k/images/I10_07_01.png,/data/projectwork/swati_mam/new model data/kadid10k/images/I10_07_02.png,1.0,2.0,3.888427734375,KADID-10k,I10_07_01,I10_07_02
I10,Color saturation 1,/data/projectwork/swati_mam/new model data/kadid10k/images/I10_07_01.png,/data/projectwork/swati_mam/new model data/kadid10k/images/I10_07_03.png,1.0,3.0,6.72998046875,KADID-10k,I10_07_01,I10_07_03
I10,Color saturation 1,/data/projectwork/swati_mam/new model data/kadid10k/images/I10_07_01.png,/data/projectwork/swati_mam/new model data/kadid10k/images/I10_07_04.png,1.0,4.0,12.108154296875,KADID-10k,I10_07_01,I10_07_04
I10,Color saturation 1,/data/projectwork/swati_mam/new model data/kadid10k/images/I10_07_01.png,/data/projectwork/swati_mam/new model data/kadid10k/images/I10_07_05.png,1.0,5.0,7.23193359375,KADID-10k,I10_07_01,I10_07_05
I10,Color saturation 1,/data/projectwork/swati_mam/new model data/kadid10k/images/I10_07_02.png,/data/projectwork/swati_mam/new model data/kadid10k/images/I10_07_03.png,2.0,3.0,2.841552734375,KADID-10k,I10_07_02,I10_07_03
I10,Color saturation 1,/data/projectwork/swati_mam/new model data/kadid10k/images/I10_07_02.png,/data/projectwork/swati_mam/new model data/kadid10k/images/I10_07_04.png,2.0,4.0,8.2197265625,KADID-10k,I10_07_02,I10_07_04
I10,Color saturation 1,/data/projectwork/swati_mam/new model data/kadid10k/images/I10_07_02.png,/data/projectwork/swati_mam/new model data/kadid10k/images/I10_07_05.png,2.0,5.0,3.343505859375,KADID-10k,I10_07_02,I10_07_05
I10,Color saturation 1,/data/projectwork/swati_mam/new model data/kadid10k/images/I10_07_03.png,/data/projectwork/swati_mam/new model data/kadid10k/images/I10_07_04.png,3.0,4.0,5.378173828125,KADID-10k,I10_07_03,I10_07_04
I10,Color saturation 1,/data/projectwork/swati_mam/new model data/kadid10k/images/I10_07_03.png,/data/projectwork/swati_mam/new model data/kadid10k/images/I10_07_05.png,3.0,5.0,0.501953125,KADID-10k,I10_07_03,I10_07_05
I10,Color saturation 1,/data/projectwork/swati_mam/new model data/kadid10k/images/I10_07_04.png,/data/projectwork/swati_mam/new model data/kadid10k/images/I10_07_05.png,4.0,5.0,4.876220703125,KADID-10k,I10_07_04,I10_07_05
I10,Color saturation 2,/data/projectwork/swati_mam/new model data/kadid10k/images/I10_08_01.png,/data/projectwork/swati_mam/new model data/kadid10k/images/I10_08_02.png,1.0,2.0,0.70458984375,KADID-10k,I10_08_01,I10_08_02
I10,Color saturation 2,/data/projectwork/swati_mam/new model data/kadid10k/images/I10_08_01.png,/data/projectwork/swati_mam/new model data/kadid10k/images/I10_08_03.png,1.0,3.0,2.025634765625,KADID-10k,I10_08_01,I10_08_03
I10,Color saturation 2,/data/projectwork/swati_mam/new model data/kadid10k/images/I10_08_01.png,/data/projectwork/swati_mam/new model data/kadid10k/images/I10_08_04.png,1.0,4.0,10.52197265625,KADID-10k,I10_08_01,I10_08_04
I10,Color saturation 2,/data/projectwork/swati_mam/new model data/kadid10k/images/I10_08_01.png,/data/projectwork/swati_mam/new model data/kadid10k/images/I10_08_05.png,1.0,5.0,17.272216796875,KADID-10k,I10_08_01,I10_08_05
I10,Color saturation 2,/data/projectwork/swati_mam/new model data/kadid10k/images/I10_08_02.png,/data/projectwork/swati_mam/new model data/kadid10k/images/I10_08_03.png,2.0,3.0,1.321044921875,KADID-10k,I10_08_02,I10_08_03
I10,Color saturation 2,/data/projectwork/swati_mam/new model data/kadid10k/images/I10_08_02.png,/data/projectwork/swati_mam/new model data/kadid10k/images/I10_08_04.png,2.0,4.0,9.8173828125,KADID-10k,I10_08_02,I10_08_04
I10,Color saturation 2,/data/projectwork/swati_mam/new model data/kadid10k/images/I10_08_02.png,/data/projectwork/swati_mam/new model data/kadid10k/images/I10_08_05.png,2.0,5.0,16.567626953125,KADID-10k,I10_08_02,I10_08_05
I10,Color saturation 2,/data/projectwork/swati_mam/new model data/kadid10k/images/I10_08_03.png,/data/projectwork/swati_mam/new model data/kadid10k/images/I10_08_04.png,3.0,4.0,8.496337890625,KADID-10k,I10_08_03,I10_08_04
I10,Color saturation 2,/data/projectwork/swati_mam/new model data/kadid10k/images/I10_08_03.png,/data/projectwork/swati_mam/new model data/kadid10k/images/I10_08_05.png,3.0,5.0,15.24658203125,KADID-10k,I10_08_03,I10_08_05
I10,Color saturation 2,/data/projectwork/swati_mam/new model data/kadid10k/images/I10_08_04.png,/data/projectwork/swati_mam/new model data/kadid10k/images/I10_08_05.png,4.0,5.0,6.750244140625,KADID-10k,I10_08_04,I10_08_05
I10,Color shift,/data/projectwork/swati_mam/new model data/kadid10k/images/I10_05_01.png,/data/projectwork/swati_mam/new model data/kadid10k/images/I10_05_02.png,1.0,2.0,3.890869140625,KADID-10k,I10_05_01,I10_05_02
I10,Color shift,/data/projectwork/swati_mam/new model data/kadid10k/images/I10_05_01.png,/data/projectwork/swati_mam/new model data/kadid10k/images/I10_05_03.png,1.0,3.0,2.078857421875,KADID-10k,I10_05_01,I10_05_03
I10,Color shift,/data/projectwork/swati_mam/new model data/kadid10k/images/I10_05_01.png,/data/projectwork/swati_mam/new model data/kadid10k/images/I10_05_04.png,1.0,4.0,2.573974609375,KADID-10k,I10_05_01,I10_05_04
I10,Color shift,/data/projectwork/swati_mam/new model data/kadid10k/images/I10_05_01.png,/data/projectwork/swati_mam/new model data/kadid10k/images/I10_05_05.png,1.0,5.0,1.85986328125,KADID-10k,I10_05_01,I10_05_05
I10,Color shift,/data/projectwork/swati_mam/new model data/kadid10k/images/I10_05_02.png,/data/projectwork/swati_mam/new model data/kadid10k/images/I10_05_03.png,2.0,3.0,1.81201171875,KADID-10k,I10_05_02,I10_05_03
I10,Color shift,/data/projectwork/swati_mam/new model data/kadid10k/images/I10_05_02.png,/data/projectwork/swati_mam/new model data/kadid10k/images/I10_05_04.png,2.0,4.0,1.31689453125,KADID-10k,I10_05_02,I10_05_04
I10,Color shift,/data/projectwork/swati_mam/new model data/kadid10k/images/I10_05_02.png,/data/projectwork/swati_mam/new model data/kadid10k/images/I10_05_05.png,2.0,5.0,2.031005859375,KADID-10k,I10_05_02,I10_05_05
I10,Color shift,/data/projectwork/swati_mam/new model data/kadid10k/images/I10_05_03.png,/data/projectwork/swati_mam/new model data/kadid10k/images/I10_05_04.png,3.0,4.0,0.4951171875,KADID-10k,I10_05_03,I10_05_04
I10,Color shift,/data/projectwork/swati_mam/new model data/kadid10k/images/I10_05_03.png,/data/projectwork/swati_mam/new model data/kadid10k/images/I10_05_05.png,3.0,5.0,0.218994140625,KADID-10k,I10_05_03,I10_05_05
I10,Color shift,/data/projectwork/swati_mam/new model data/kadid10k/images/I10_05_04.png,/data/projectwork/swati_mam/new model data/kadid10k/images/I10_05_05.png,4.0,5.0,0.714111328125,KADID-10k,I10_05_04,I10_05_05
I10,Contrast change,/data/projectwork/swati_mam/new model data/kadid10k/images/I10_25_01.png,/data/projectwork/swati_mam/new model data/kadid10k/images/I10_25_02.png,1.0,2.0,1.356201171875,KADID-10k,I10_25_01,I10_25_02
I10,Contrast change,/data/projectwork/swati_mam/new model data/kadid10k/images/I10_25_01.png,/data/projectwork/swati_mam/new model data/kadid10k/images/I10_25_03.png,1.0,3.0,2.5068359375,KADID-10k,I10_25_01,I10_25_03
I10,Contrast change,/data/projectwork/swati_mam/new model data/kadid10k/images/I10_25_01.png,/data/projectwork/swati_mam/new model data/kadid10k/images/I10_25_04.png,1.0,4.0,1.697509765625,KADID-10k,I10_25_01,I10_25_04
I10,Contrast change,/data/projectwork/swati_mam/new model data/kadid10k/images/I10_25_01.png,/data/projectwork/swati_mam/new model data/kadid10k/images/I10_25_05.png,1.0,5.0,5.594970703125,KADID-10k,I10_25_01,I10_25_05
I10,Contrast change,/data/projectwork/swati_mam/new model data/kadid10k/images/I10_25_02.png,/data/projectwork/swati_mam/new model data/kadid10k/images/I10_25_03.png,2.0,3.0,1.150634765625,KADID-10k,I10_25_02,I10_25_03
I10,Contrast change,/data/projectwork/swati_mam/new model data/kadid10k/images/I10_25_02.png,/data/projectwork/swati_mam/new model data/kadid10k/images/I10_25_04.png,2.0,4.0,3.0537109375,KADID-10k,I10_25_02,I10_25_04
I10,Contrast change,/data/projectwork/swati_mam/new model data/kadid10k/images/I10_25_02.png,/data/projectwork/swati_mam/new model data/kadid10k/images/I10_25_05.png,2.0,5.0,6.951171875,KADID-10k,I10_25_02,I10_25_05
I10,Contrast change,/data/projectwork/swati_mam/new model data/kadid10k/images/I10_25_03.png,/data/projectwork/swati_mam/new model data/kadid10k/images/I10_25_04.png,3.0,4.0,4.204345703125,KADID-10k,I10_25_03,I10_25_04
I10,Contrast change,/data/projectwork/swati_mam/new model data/kadid10k/images/I10_25_03.png,/data/projectwork/swati_mam/new model data/kadid10k/images/I10_25_05.png,3.0,5.0,8.101806640625,KADID-10k,I10_25_03,I10_25_05
I10,Contrast change,/data/projectwork/swati_mam/new model data/kadid10k/images/I10_25_04.png,/data/projectwork/swati_mam/new model data/kadid10k/images/I10_25_05.png,4.0,5.0,3.8974609375,KADID-10k,I10_25_04,I10_25_05
I10,Darken,/data/projectwork/swati_mam/new model data/kadid10k/images/I10_17_01.png,/data/projectwork/swati_mam/new model data/kadid10k/images/I10_17_02.png,1.0,2.0,0.665771484375,KADID-10k,I10_17_01,I10_17_02
I10,Darken,/data/projectwork/swati_mam/new model data/kadid10k/images/I10_17_01.png,/data/projectwork/swati_mam/new model data/kadid10k/images/I10_17_03.png,1.0,3.0,1.5966796875,KADID-10k,I10_17_01,I10_17_03
I10,Darken,/data/projectwork/swati_mam/new model data/kadid10k/images/I10_17_01.png,/data/projectwork/swati_mam/new model data/kadid10k/images/I10_17_04.png,1.0,4.0,2.287353515625,KADID-10k,I10_17_01,I10_17_04
I10,Darken,/data/projectwork/swati_mam/new model data/kadid10k/images/I10_17_01.png,/data/projectwork/swati_mam/new model data/kadid10k/images/I10_17_05.png,1.0,5.0,5.549560546875,KADID-10k,I10_17_01,I10_17_05
I10,Darken,/data/projectwork/swati_mam/new model data/kadid10k/images/I10_17_02.png,/data/projectwork/swati_mam/new model data/kadid10k/images/I10_17_03.png,2.0,3.0,0.930908203125,KADID-10k,I10_17_02,I10_17_03
I10,Darken,/data/projectwork/swati_mam/new model data/kadid10k/images/I10_17_02.png,/data/projectwork/swati_mam/new model data/kadid10k/images/I10_17_04.png,2.0,4.0,1.62158203125,KADID-10k,I10_17_02,I10_17_04
I10,Darken,/data/projectwork/swati_mam/new model data/kadid10k/images/I10_17_02.png,/data/projectwork/swati_mam/new model data/kadid10k/images/I10_17_05.png,2.0,5.0,6.21533203125,KADID-10k,I10_17_02,I10_17_05
I10,Darken,/data/projectwork/swati_mam/new model data/kadid10k/images/I10_17_03.png,/data/projectwork/swati_mam/new model data/kadid10k/images/I10_17_04.png,3.0,4.0,0.690673828125,KADID-10k,I10_17_03,I10_17_04
I10,Darken,/data/projectwork/swati_mam/new model data/kadid10k/images/I10_17_03.png,/data/projectwork/swati_mam/new model data/kadid10k/images/I10_17_05.png,3.0,5.0,7.146240234375,KADID-10k,I10_17_03,I10_17_05
I10,Darken,/data/projectwork/swati_mam/new model data/kadid10k/images/I10_17_04.png,/data/projectwork/swati_mam/new model data/kadid10k/images/I10_17_05.png,4.0,5.0,7.8369140625,KADID-10k,I10_17_04,I10_17_05
I10,Denoise,/data/projectwork/swati_mam/new model data/kadid10k/images/I10_15_01.png,/data/projectwork/swati_mam/new model data/kadid10k/images/I10_15_02.png,1.0,2.0,3.44091796875,KADID-10k,I10_15_01,I10_15_02
I10,Denoise,/data/projectwork/swati_mam/new model data/kadid10k/images/I10_15_01.png,/data/projectwork/swati_mam/new model data/kadid10k/images/I10_15_03.png,1.0,3.0,4.80908203125,KADID-10k,I10_15_01,I10_15_03
I10,Denoise,/data/projectwork/swati_mam/new model data/kadid10k/images/I10_15_01.png,/data/projectwork/swati_mam/new model data/kadid10k/images/I10_15_04.png,1.0,4.0,13.0849609375,KADID-10k,I10_15_01,I10_15_04
I10,Denoise,/data/projectwork/swati_mam/new model data/kadid10k/images/I10_15_01.png,/data/projectwork/swati_mam/new model data/kadid10k/images/I10_15_05.png,1.0,5.0,15.193115234375,KADID-10k,I10_15_01,I10_15_05
I10,Denoise,/data/projectwork/swati_mam/new model data/kadid10k/images/I10_15_02.png,/data/projectwork/swati_mam/new model data/kadid10k/images/I10_15_03.png,2.0,3.0,1.3681640625,KADID-10k,I10_15_02,I10_15_03
I10,Denoise,/data/projectwork/swati_mam/new model data/kadid10k/images/I10_15_02.png,/data/projectwork/swati_mam/new model data/kadid10k/images/I10_15_04.png,2.0,4.0,9.64404296875,KADID-10k,I10_15_02,I10_15_04
I10,Denoise,/data/projectwork/swati_mam/new model data/kadid10k/images/I10_15_02.png,/data/projectwork/swati_mam/new model data/kadid10k/images/I10_15_05.png,2.0,5.0,11.752197265625,KADID-10k,I10_15_02,I10_15_05
I10,Denoise,/data/projectwork/swati_mam/new model data/kadid10k/images/I10_15_03.png,/data/projectwork/swati_mam/new model data/kadid10k/images/I10_15_04.png,3.0,4.0,8.27587890625,KADID-10k,I10_15_03,I10_15_04
I10,Denoise,/data/projectwork/swati_mam/new model data/kadid10k/images/I10_15_03.png,/data/projectwork/swati_mam/new model data/kadid10k/images/I10_15_05.png,3.0,5.0,10.384033203125,KADID-10k,I10_15_03,I10_15_05
I10,Denoise,/data/projectwork/swati_mam/new model data/kadid10k/images/I10_15_04.png,/data/projectwork/swati_mam/new model data/kadid10k/images/I10_15_05.png,4.0,5.0,2.108154296875,KADID-10k,I10_15_04,I10_15_05
I10,Gaussian blur,/data/projectwork/swati_mam/new model data/kadid10k/images/I10_01_01.png,/data/projectwork/swati_mam/new model data/kadid10k/images/I10_01_02.png,1.0,2.0,0.42138671875,KADID-10k,I10_01_01,I10_01_02
I10,Gaussian blur,/data/projectwork/swati_mam/new model data/kadid10k/images/I10_01_01.png,/data/projectwork/swati_mam/new model data/kadid10k/images/I10_01_03.png,1.0,3.0,1.248291015625,KADID-10k,I10_01_01,I10_01_03
I10,Gaussian blur,/data/projectwork/swati_mam/new model data/kadid10k/images/I10_01_01.png,/data/projectwork/swati_mam/new model data/kadid10k/images/I10_01_04.png,1.0,4.0,6.815673828125,KADID-10k,I10_01_01,I10_01_04
I10,Gaussian blur,/data/projectwork/swati_mam/new model data/kadid10k/images/I10_01_01.png,/data/projectwork/swati_mam/new model data/kadid10k/images/I10_01_05.png,1.0,5.0,15.798583984375,KADID-10k,I10_01_01,I10_01_05
I10,Gaussian blur,/data/projectwork/swati_mam/new model data/kadid10k/images/I10_01_02.png,/data/projectwork/swati_mam/new model data/kadid10k/images/I10_01_03.png,2.0,3.0,1.669677734375,KADID-10k,I10_01_02,I10_01_03
I10,Gaussian blur,/data/projectwork/swati_mam/new model data/kadid10k/images/I10_01_02.png,/data/projectwork/swati_mam/new model data/kadid10k/images/I10_01_04.png,2.0,4.0,7.237060546875,KADID-10k,I10_01_02,I10_01_04
I10,Gaussian blur,/data/projectwork/swati_mam/new model data/kadid10k/images/I10_01_02.png,/data/projectwork/swati_mam/new model data/kadid10k/images/I10_01_05.png,2.0,5.0,16.219970703125,KADID-10k,I10_01_02,I10_01_05
I10,Gaussian blur,/data/projectwork/swati_mam/new model data/kadid10k/images/I10_01_03.png,/data/projectwork/swati_mam/new model data/kadid10k/images/I10_01_04.png,3.0,4.0,5.5673828125,KADID-10k,I10_01_03,I10_01_04
I10,Gaussian blur,/data/projectwork/swati_mam/new model data/kadid10k/images/I10_01_03.png,/data/projectwork/swati_mam/new model data/kadid10k/images/I10_01_05.png,3.0,5.0,14.55029296875,KADID-10k,I10_01_03,I10_01_05
I10,Gaussian blur,/data/projectwork/swati_mam/new model data/kadid10k/images/I10_01_04.png,/data/projectwork/swati_mam/new model data/kadid10k/images/I10_01_05.png,4.0,5.0,8.98291015625,KADID-10k,I10_01_04,I10_01_05
I10,High sharpen,/data/projectwork/swati_mam/new model data/kadid10k/images/I10_24_01.png,/data/projectwork/swati_mam/new model data/kadid10k/images/I10_24_02.png,1.0,2.0,1.232177734375,KADID-10k,I10_24_01,I10_24_02
