method,image_id,sr_path,hr_path,lr_path,sr_exists,hr_exists,lr_exists,sr_mode,hr_mode,lr_mode,sr_width,sr_height,hr_width,hr_height,lr_width,lr_height,sr_hr_same_size,lr_matches_hr_div4,status
SwinSR,P1160776,/data/projectwork/sr_output/swinIr_Inference/SwinIR_results/Dreal/DRealSR_all_x4_P1160776_x1.png,/home/projectwork/Deep_learning/VANSH_WORK/Internship/old/dataset/DRealSR-20231109T095957Z-004/DRealSR/Test_x4/HR/P1160776_x4.png,/home/projectwork/Deep_learning/VANSH_WORK/Internship/old/dataset/DRealSR-20231109T095957Z-004/DRealSR/Test_x4/LR/dreal4_53.png,True,True,True,RGB,RGB,RGB,4964,3668,4964,3668,1241,917,True,True,ok
SwinSR,P1171010,/data/projectwork/sr_output/swinIr_Inference/SwinIR_results/Dreal/DRealSR_all_x4_P1171010_x1.png,/home/projectwork/Deep_learning/VANSH_WORK/Internship/old/dataset/DRealSR-20231109T095957Z-004/DRealSR/Test_x4/HR/P1171010_x4.png,/home/projectwork/Deep_learning/VANSH_WORK/Internship/old/dataset/DRealSR-20231109T095957Z-004/DRealSR/Test_x4/LR/dreal4_54.png,True,True,True,RGB,RGB,RGB,4964,3668,4964,3668,1241,917,True,True,ok
SwinSR,P1171031,/data/projectwork/sr_output/swinIr_Inference/SwinIR_results/Dreal/DRealSR_all_x4_P1171031_x1.png,/home/projectwork/Deep_learning/VANSH_WORK/Internship/old/dataset/DRealSR-20231109T095957Z-004/DRealSR/Test_x4/HR/P1171031_x4.png,/home/projectwork/Deep_learning/VANSH_WORK/Internship/old/dataset/DRealSR-20231109T095957Z-004/DRealSR/Test_x4/LR/dreal4_55.png,True,True,True,RGB,RGB,RGB,4964,3668,4964,3668,1241,917,True,True,ok
SwinSR,P1171051,/data/projectwork/sr_output/swinIr_Inference/SwinIR_results/Dreal/DRealSR_all_x4_P1171051_x1.png,/home/projectwork/Deep_learning/VANSH_WORK/Internship/old/dataset/DRealSR-20231109T095957Z-004/DRealSR/Test_x4/HR/P1171051_x4.png,/home/projectwork/Deep_learning/VANSH_WORK/Internship/old/dataset/DRealSR-20231109T095957Z-004/DRealSR/Test_x4/LR/dreal4_56.png,True,True,True,RGB,RGB,RGB,4964,3668,4964,3668,1241,917,True,True,ok
SwinSR,panasonic_103,/data/projectwork/sr_output/swinIr_Inference/SwinIR_results/Dreal/DRealSR_all_x4_panasonic_103_x1.png,/home/projectwork/Deep_learning/VANSH_WORK/Internship/old/dataset/DRealSR-20231109T095957Z-004/DRealSR/Test_x4/HR/panasonic_103_x4.png,/home/projectwork/Deep_learning/VANSH_WORK/Internship/old/dataset/DRealSR-20231109T095957Z-004/DRealSR/Test_x4/LR/dreal4_57.png,True,True,True,RGB,RGB,RGB,4964,3668,4964,3668,1241,917,True,True,ok
SwinSR,panasonic_123,/data/projectwork/sr_output/swinIr_Inference/SwinIR_results/Dreal/DRealSR_all_x4_panasonic_123_x1.png,/home/projectwork/Deep_learning/VANSH_WORK/Internship/old/dataset/DRealSR-20231109T095957Z-004/DRealSR/Test_x4/HR/panasonic_123_x4.png,/home/projectwork/Deep_learning/VANSH_WORK/Internship/old/dataset/DRealSR-20231109T095957Z-004/DRealSR/Test_x4/LR/dreal4_58.png,True,True,True,RGB,RGB,RGB,4964,3668,4964,3668,1241,917,True,True,ok
SwinSR,panasonic_128,/data/projectwork/sr_output/swinIr_Inference/SwinIR_results/Dreal/DRealSR_all_x4_panasonic_128_x1.png,/home/projectwork/Deep_learning/VANSH_WORK/Internship/old/dataset/DRealSR-20231109T095957Z-004/DRealSR/Test_x4/HR/panasonic_128_x4.png,/home/projectwork/Deep_learning/VANSH_WORK/Internship/old/dataset/DRealSR-20231109T095957Z-004/DRealSR/Test_x4/LR/dreal4_59.png,True,True,True,RGB,RGB,RGB,4964,3668,4964,3668,1241,917,True,True,ok
SwinSR,panasonic_132,/data/projectwork/sr_output/swinIr_Inference/SwinIR_results/Dreal/DRealSR_all_x4_panasonic_132_x1.png,/home/projectwork/Deep_learning/VANSH_WORK/Internship/old/dataset/DRealSR-20231109T095957Z-004/DRealSR/Test_x4/HR/panasonic_132_x4.png,/home/projectwork/Deep_learning/VANSH_WORK/Internship/old/dataset/DRealSR-20231109T095957Z-004/DRealSR/Test_x4/LR/dreal4_60.png,True,True,True,RGB,RGB,RGB,4964,3668,4964,3668,1241,917,True,True,ok
SwinSR,panasonic_145,/data/projectwork/sr_output/swinIr_Inference/SwinIR_results/Dreal/DRealSR_all_x4_panasonic_145_x1.png,/home/projectwork/Deep_learning/VANSH_WORK/Internship/old/dataset/DRealSR-20231109T095957Z-004/DRealSR/Test_x4/HR/panasonic_145_x4.png,/home/projectwork/Deep_learning/VANSH_WORK/Internship/old/dataset/DRealSR-20231109T095957Z-004/DRealSR/Test_x4/LR/dreal4_61.png,True,True,True,RGB,RGB,RGB,4964,3668,4964,3668,1241,917,True,True,ok
SwinSR,panasonic_158,/data/projectwork/sr_output/swinIr_Inference/SwinIR_results/Dreal/DRealSR_all_x4_panasonic_158_x1.png,/home/projectwork/Deep_learning/VANSH_WORK/Internship/old/dataset/DRealSR-20231109T095957Z-004/DRealSR/Test_x4/HR/panasonic_158_x4.png,/home/projectwork/Deep_learning/VANSH_WORK/Internship/old/dataset/DRealSR-20231109T095957Z-004/DRealSR/Test_x4/LR/dreal4_62.png,True,True,True,RGB,RGB,RGB,4964,3668,4964,3668,1241,917,True,True,ok
SwinSR,panasonic_16,/data/projectwork/sr_output/swinIr_Inference/SwinIR_results/Dreal/DRealSR_all_x4_panasonic_16_x1.png,/home/projectwork/Deep_learning/VANSH_WORK/Internship/old/dataset/DRealSR-20231109T095957Z-004/DRealSR/Test_x4/HR/panasonic_16_x4.png,/home/projectwork/Deep_learning/VANSH_WORK/Internship/old/dataset/DRealSR-20231109T095957Z-004/DRealSR/Test_x4/LR/dreal4_63.png,True,True,True,RGB,RGB,RGB,4964,3668,4964,3668,1241,917,True,True,ok
SwinSR,panasonic_182,/data/projectwork/sr_output/swinIr_Inference/SwinIR_results/Dreal/DRealSR_all_x4_panasonic_182_x1.png,/home/projectwork/Deep_learning/VANSH_WORK/Internship/old/dataset/DRealSR-20231109T095957Z-004/DRealSR/Test_x4/HR/panasonic_182_x4.png,/home/projectwork/Deep_learning/VANSH_WORK/Internship/old/dataset/DRealSR-20231109T095957Z-004/DRealSR/Test_x4/LR/dreal4_64.png,True,True,True,RGB,RGB,RGB,4964,3668,4964,3668,1241,917,True,True,ok
SwinSR,panasonic_187,/data/projectwork/sr_output/swinIr_Inference/SwinIR_results/Dreal/DRealSR_all_x4_panasonic_187_x1.png,/home/projectwork/Deep_learning/VANSH_WORK/Internship/old/dataset/DRealSR-20231109T095957Z-004/DRealSR/Test_x4/HR/panasonic_187_x4.png,/home/projectwork/Deep_learning/VANSH_WORK/Internship/old/dataset/DRealSR-20231109T095957Z-004/DRealSR/Test_x4/LR/dreal4_65.png,True,True,True,RGB,RGB,RGB,4964,3668,4964,3668,1241,917,True,True,ok
SwinSR,panasonic_196,/data/projectwork/sr_output/swinIr_Inference/SwinIR_results/Dreal/DRealSR_all_x4_panasonic_196_x1.png,/home/projectwork/Deep_learning/VANSH_WORK/Internship/old/dataset/DRealSR-20231109T095957Z-004/DRealSR/Test_x4/HR/panasonic_196_x4.png,/home/projectwork/Deep_learning/VANSH_WORK/Internship/old/dataset/DRealSR-20231109T095957Z-004/DRealSR/Test_x4/LR/dreal4_66.png,True,True,True,RGB,RGB,RGB,4964,3668,4964,3668,1241,917,True,True,ok
SwinSR,panasonic_197,/data/projectwork/sr_output/swinIr_Inference/SwinIR_results/Dreal/DRealSR_all_x4_panasonic_197_x1.png,/home/projectwork/Deep_learning/VANSH_WORK/Internship/old/dataset/DRealSR-20231109T095957Z-004/DRealSR/Test_x4/HR/panasonic_197_x4.png,/home/projectwork/Deep_learning/VANSH_WORK/Internship/old/dataset/DRealSR-20231109T095957Z-004/DRealSR/Test_x4/LR/dreal4_67.png,True,True,True,RGB,RGB,RGB,4964,3668,4964,3668,1241,917,True,True,ok
SwinSR,panasonic_202,/data/projectwork/sr_output/swinIr_Inference/SwinIR_results/Dreal/DRealSR_all_x4_panasonic_202_x1.png,/home/projectwork/Deep_learning/VANSH_WORK/Internship/old/dataset/DRealSR-20231109T095957Z-004/DRealSR/Test_x4/HR/panasonic_202_x4.png,/home/projectwork/Deep_learning/VANSH_WORK/Internship/old/dataset/DRealSR-20231109T095957Z-004/DRealSR/Test_x4/LR/dreal4_68.png,True,True,True,RGB,RGB,RGB,4964,3668,4964,3668,1241,917,True,True,ok
SwinSR,panasonic_206,/data/projectwork/sr_output/swinIr_Inference/SwinIR_results/Dreal/DRealSR_all_x4_panasonic_206_x1.png,/home/projectwork/Deep_learning/VANSH_WORK/Internship/old/dataset/DRealSR-20231109T095957Z-004/DRealSR/Test_x4/HR/panasonic_206_x4.png,/home/projectwork/Deep_learning/VANSH_WORK/Internship/old/dataset/DRealSR-20231109T095957Z-004/DRealSR/Test_x4/LR/dreal4_69.png,True,True,True,RGB,RGB,RGB,4764,3668,4764,3668,1191,917,True,True,ok
SwinSR,panasonic_233,/data/projectwork/sr_output/swinIr_Inference/SwinIR_results/Dreal/DRealSR_all_x4_panasonic_233_x1.png,/home/projectwork/Deep_learning/VANSH_WORK/Internship/old/dataset/DRealSR-20231109T095957Z-004/DRealSR/Test_x4/HR/panasonic_233_x4.png,/home/projectwork/Deep_learning/VANSH_WORK/Internship/old/dataset/DRealSR-20231109T095957Z-004/DRealSR/Test_x4/LR/dreal4_70.png,True,True,True,RGB,RGB,RGB,4964,3668,4964,3668,1241,917,True,True,ok
SwinSR,panasonic_43,/data/projectwork/sr_output/swinIr_Inference/SwinIR_results/Dreal/DRealSR_all_x4_panasonic_43_x1.png,/home/projectwork/Deep_learning/VANSH_WORK/Internship/old/dataset/DRealSR-20231109T095957Z-004/DRealSR/Test_x4/HR/panasonic_43_x4.png,/home/projectwork/Deep_learning/VANSH_WORK/Internship/old/dataset/DRealSR-20231109T095957Z-004/DRealSR/Test_x4/LR/dreal4_71.png,True,True,True,RGB,RGB,RGB,4964,3668,4964,3668,1241,917,True,True,ok
SwinSR,panasonic_50,/data/projectwork/sr_output/swinIr_Inference/SwinIR_results/Dreal/DRealSR_all_x4_panasonic_50_x1.png,/home/projectwork/Deep_learning/VANSH_WORK/Internship/old/dataset/DRealSR-20231109T095957Z-004/DRealSR/Test_x4/HR/panasonic_50_x4.png,/home/projectwork/Deep_learning/VANSH_WORK/Internship/old/dataset/DRealSR-20231109T095957Z-004/DRealSR/Test_x4/LR/dreal4_72.png,True,True,True,RGB,RGB,RGB,4964,3668,4964,3668,1241,917,True,True,ok
SwinSR,panasonic_57,/data/projectwork/sr_output/swinIr_Inference/SwinIR_results/Dreal/DRealSR_all_x4_panasonic_57_x1.png,/home/projectwork/Deep_learning/VANSH_WORK/Internship/old/dataset/DRealSR-20231109T095957Z-004/DRealSR/Test_x4/HR/panasonic_57_x4.png,/home/projectwork/Deep_learning/VANSH_WORK/Internship/old/dataset/DRealSR-20231109T095957Z-004/DRealSR/Test_x4/LR/dreal4_73.png,True,True,True,RGB,RGB,RGB,4964,3668,4964,3668,1241,917,True,True,ok
SwinSR,panasonic_60,/data/projectwork/sr_output/swinIr_Inference/SwinIR_results/Dreal/DRealSR_all_x4_panasonic_60_x1.png,/home/projectwork/Deep_learning/VANSH_WORK/Internship/old/dataset/DRealSR-20231109T095957Z-004/DRealSR/Test_x4/HR/panasonic_60_x4.png,/home/projectwork/Deep_learning/VANSH_WORK/Internship/old/dataset/DRealSR-20231109T095957Z-004/DRealSR/Test_x4/LR/dreal4_74.png,True,True,True,RGB,RGB,RGB,4764,3668,4764,3668,1191,917,True,True,ok
SwinSR,panasonic_62,/data/projectwork/sr_output/swinIr_Inference/SwinIR_results/Dreal/DRealSR_all_x4_panasonic_62_x1.png,/home/projectwork/Deep_learning/VANSH_WORK/Internship/old/dataset/DRealSR-20231109T095957Z-004/DRealSR/Test_x4/HR/panasonic_62_x4.png,/home/projectwork/Deep_learning/VANSH_WORK/Internship/old/dataset/DRealSR-20231109T095957Z-004/DRealSR/Test_x4/LR/dreal4_75.png,True,True,True,RGB,RGB,RGB,4964,3668,4964,3668,1241,917,True,True,ok
SwinSR,panasonic_85,/data/projectwork/sr_output/swinIr_Inference/SwinIR_results/Dreal/DRealSR_all_x4_panasonic_85_x1.png,/home/projectwork/Deep_learning/VANSH_WORK/Internship/old/dataset/DRealSR-20231109T095957Z-004/DRealSR/Test_x4/HR/panasonic_85_x4.png,/home/projectwork/Deep_learning/VANSH_WORK/Internship/old/dataset/DRealSR-20231109T095957Z-004/DRealSR/Test_x4/LR/dreal4_76.png,True,True,True,RGB,RGB,RGB,4964,3668,4964,3668,1241,917,True,True,ok
SwinSR,sony_1,/data/projectwork/sr_output/swinIr_Inference/SwinIR_results/Dreal/DRealSR_all_x4_sony_1_x1.png,/home/projectwork/Deep_learning/VANSH_WORK/Internship/old/dataset/DRealSR-20231109T095957Z-004/DRealSR/Test_x4/HR/sony_1_x4.png,/home/projectwork/Deep_learning/VANSH_WORK/Internship/old/dataset/DRealSR-20231109T095957Z-004/DRealSR/Test_x4/LR/dreal4_88.png,True,True,True,RGB,RGB,RGB,4180,3380,4180,3380,1045,845,True,True,ok
SwinSR,sony_100,/data/projectwork/sr_output/swinIr_Inference/SwinIR_results/Dreal/DRealSR_all_x4_sony_100_x1.png,/home/projectwork/Deep_learning/VANSH_WORK/Internship/old/dataset/DRealSR-20231109T095957Z-004/DRealSR/Test_x4/HR/sony_100_x4.png,/home/projectwork/Deep_learning/VANSH_WORK/Internship/old/dataset/DRealSR-20231109T095957Z-004/DRealSR/Test_x4/LR/dreal4_77.png,True,True,True,RGB,RGB,RGB,4180,3580,4180,3580,1045,895,True,True,ok
SwinSR,sony_107,/data/projectwork/sr_output/swinIr_Inference/SwinIR_results/Dreal/DRealSR_all_x4_sony_107_x1.png,/home/projectwork/Deep_learning/VANSH_WORK/Internship/old/dataset/DRealSR-20231109T095957Z-004/DRealSR/Test_x4/HR/sony_107_x4.png,/home/projectwork/Deep_learning/VANSH_WORK/Internship/old/dataset/DRealSR-20231109T095957Z-004/DRealSR/Test_x4/LR/dreal4_78.png,True,True,True,RGB,RGB,RGB,3980,3580,3980,3580,995,895,True,True,ok
SwinSR,sony_11,/data/projectwork/sr_output/swinIr_Inference/SwinIR_results/Dreal/DRealSR_all_x4_sony_11_x1.png,/home/projectwork/Deep_learning/VANSH_WORK/Internship/old/dataset/DRealSR-20231109T095957Z-004/DRealSR/Test_x4/HR/sony_11_x4.png,/home/projectwork/Deep_learning/VANSH_WORK/Internship/old/dataset/DRealSR-20231109T095957Z-004/DRealSR/Test_x4/LR/dreal4_80.png,True,True,True,RGB,RGB,RGB,5580,3780,5580,3780,1395,945,True,True,ok
SwinSR,sony_116,/data/projectwork/sr_output/swinIr_Inference/SwinIR_results/Dreal/DRealSR_all_x4_sony_116_x1.png,/home/projectwork/Deep_learning/VANSH_WORK/Internship/old/dataset/DRealSR-20231109T095957Z-004/DRealSR/Test_x4/HR/sony_116_x4.png,/home/projectwork/Deep_learning/VANSH_WORK/Internship/old/dataset/DRealSR-20231109T095957Z-004/DRealSR/Test_x4/LR/dreal4_79.png,True,True,True,RGB,RGB,RGB,5380,3780,5380,3780,1345,945,True,True,ok
SwinSR,sony_120,/data/projectwork/sr_output/swinIr_Inference/SwinIR_results/Dreal/DRealSR_all_x4_sony_120_x1.png,/home/projectwork/Deep_learning/VANSH_WORK/Internship/old/dataset/DRealSR-20231109T095957Z-004/DRealSR/Test_x4/HR/sony_120_x4.png,/home/projectwork/Deep_learning/VANSH_WORK/Internship/old/dataset/DRealSR-20231109T095957Z-004/DRealSR/Test_x4/LR/dreal4_81.png,True,True,True,RGB,RGB,RGB,4780,3580,4780,3580,1195,895,True,True,ok
SwinSR,sony_129,/data/projectwork/sr_output/swinIr_Inference/SwinIR_results/Dreal/DRealSR_all_x4_sony_129_x1.png,/home/projectwork/Deep_learning/VANSH_WORK/Internship/old/dataset/DRealSR-20231109T095957Z-004/DRealSR/Test_x4/HR/sony_129_x4.png,/home/projectwork/Deep_learning/VANSH_WORK/Internship/old/dataset/DRealSR-20231109T095957Z-004/DRealSR/Test_x4/LR/dreal4_82.png,True,True,True,RGB,RGB,RGB,3780,3780,3780,3780,945,945,True,True,ok
SwinSR,sony_158,/data/projectwork/sr_output/swinIr_Inference/SwinIR_results/Dreal/DRealSR_all_x4_sony_158_x1.png,/home/projectwork/Deep_learning/VANSH_WORK/Internship/old/dataset/DRealSR-20231109T095957Z-004/DRealSR/Test_x4/HR/sony_158_x4.png,/home/projectwork/Deep_learning/VANSH_WORK/Internship/old/dataset/DRealSR-20231109T095957Z-004/DRealSR/Test_x4/LR/dreal4_83.png,True,True,True,RGB,RGB,RGB,4180,3580,4180,3580,1045,895,True,True,ok
SwinSR,sony_160,/data/projectwork/sr_output/swinIr_Inference/SwinIR_results/Dreal/DRealSR_all_x4_sony_160_x1.png,/home/projectwork/Deep_learning/VANSH_WORK/Internship/old/dataset/DRealSR-20231109T095957Z-004/DRealSR/Test_x4/HR/sony_160_x4.png,/home/projectwork/Deep_learning/VANSH_WORK/Internship/old/dataset/DRealSR-20231109T095957Z-004/DRealSR/Test_x4/LR/dreal4_84.png,True,True,True,RGB,RGB,RGB,4580,3380,4580,3380,1145,845,True,True,ok
SwinSR,sony_169,/data/projectwork/sr_output/swinIr_Inference/SwinIR_results/Dreal/DRealSR_all_x4_sony_169_x1.png,/home/projectwork/Deep_learning/VANSH_WORK/Internship/old/dataset/DRealSR-20231109T095957Z-004/DRealSR/Test_x4/HR/sony_169_x4.png,/home/projectwork/Deep_learning/VANSH_WORK/Internship/old/dataset/DRealSR-20231109T095957Z-004/DRealSR/Test_x4/LR/dreal4_85.png,True,True,True,RGB,RGB,RGB,4780,3580,4780,3580,1195,895,True,True,ok
SwinSR,sony_183,/data/projectwork/sr_output/swinIr_Inference/SwinIR_results/Dreal/DRealSR_all_x4_sony_183_x1.png,/home/projectwork/Deep_learning/VANSH_WORK/Internship/old/dataset/DRealSR-20231109T095957Z-004/DRealSR/Test_x4/HR/sony_183_x4.png,/home/projectwork/Deep_learning/VANSH_WORK/Internship/old/dataset/DRealSR-20231109T095957Z-004/DRealSR/Test_x4/LR/dreal4_86.png,True,True,True,RGB,RGB,RGB,3780,3180,3780,3180,945,795,True,True,ok
SwinSR,sony_189,/data/projectwork/sr_output/swinIr_Inference/SwinIR_results/Dreal/DRealSR_all_x4_sony_189_x1.png,/home/projectwork/Deep_learning/VANSH_WORK/Internship/old/dataset/DRealSR-20231109T095957Z-004/DRealSR/Test_x4/HR/sony_189_x4.png,/home/projectwork/Deep_learning/VANSH_WORK/Internship/old/dataset/DRealSR-20231109T095957Z-004/DRealSR/Test_x4/LR/dreal4_87.png,True,True,True,RGB,RGB,RGB,4180,3380,4180,3380,1045,845,True,True,ok
SwinSR,sony_49,/data/projectwork/sr_output/swinIr_Inference/SwinIR_results/Dreal/DRealSR_all_x4_sony_49_x1.png,/home/projectwork/Deep_learning/VANSH_WORK/Internship/old/dataset/DRealSR-20231109T095957Z-004/DRealSR/Test_x4/HR/sony_49_x4.png,/home/projectwork/Deep_learning/VANSH_WORK/Internship/old/dataset/DRealSR-20231109T095957Z-004/DRealSR/Test_x4/LR/dreal4_89.png,True,True,True,RGB,RGB,RGB,4380,3780,4380,3780,1095,945,True,True,ok
SwinSR,sony_53,/data/projectwork/sr_output/swinIr_Inference/SwinIR_results/Dreal/DRealSR_all_x4_sony_53_x1.png,/home/projectwork/Deep_learning/VANSH_WORK/Internship/old/dataset/DRealSR-20231109T095957Z-004/DRealSR/Test_x4/HR/sony_53_x4.png,/home/projectwork/Deep_learning/VANSH_WORK/Internship/old/dataset/DRealSR-20231109T095957Z-004/DRealSR/Test_x4/LR/dreal4_90.png,True,True,True,RGB,RGB,RGB,3780,3580,3780,3580,945,895,True,True,ok
SwinSR,sony_54,/data/projectwork/sr_output/swinIr_Inference/SwinIR_results/Dreal/DRealSR_all_x4_sony_54_x1.png,/home/projectwork/Deep_learning/VANSH_WORK/Internship/old/dataset/DRealSR-20231109T095957Z-004/DRealSR/Test_x4/HR/sony_54_x4.png,/home/projectwork/Deep_learning/VANSH_WORK/Internship/old/dataset/DRealSR-20231109T095957Z-004/DRealSR/Test_x4/LR/dreal4_91.png,True,True,True,RGB,RGB,RGB,4180,3580,4180,3580,1045,895,True,True,ok
SwinSR,sony_80,/data/projectwork/sr_output/swinIr_Inference/SwinIR_results/Dreal/DRealSR_all_x4_sony_80_x1.png,/home/projectwork/Deep_learning/VANSH_WORK/Internship/old/dataset/DRealSR-20231109T095957Z-004/DRealSR/Test_x4/HR/sony_80_x4.png,/home/projectwork/Deep_learning/VANSH_WORK/Internship/old/dataset/DRealSR-20231109T095957Z-004/DRealSR/Test_x4/LR/dreal4_92.png,True,True,True,RGB,RGB,RGB,5180,3380,5180,3380,1295,845,True,True,ok
SwinSR,sony_82,/data/projectwork/sr_output/swinIr_Inference/SwinIR_results/Dreal/DRealSR_all_x4_sony_82_x1.png,/home/projectwork/Deep_learning/VANSH_WORK/Internship/old/dataset/DRealSR-20231109T095957Z-004/DRealSR/Test_x4/HR/sony_82_x4.png,/home/projectwork/Deep_learning/VANSH_WORK/Internship/old/dataset/DRealSR-20231109T095957Z-004/DRealSR/Test_x4/LR/dreal4_93.png,True,True,True,RGB,RGB,RGB,4580,3580,4580,3580,1145,895,True,True,ok
HAT,Canon_10,/data/projectwork/sr_output/HAT_inference/DReal_x4/visualization/DReal_x4/Canon_10_x1_DReal_x4.png,/home/projectwork/Deep_learning/VANSH_WORK/Internship/old/dataset/DRealSR-20231109T095957Z-004/DRealSR/Test_x4/HR/Canon_10_x4.png,/home/projectwork/Deep_learning/VANSH_WORK/Internship/old/dataset/DRealSR-20231109T095957Z-004/DRealSR/Test_x4/LR/dreal4_1.png,True,True,True,RGB,RGB,RGB,5780,3780,5780,3780,1445,945,True,True,ok
HAT,Canon_14,/data/projectwork/sr_output/HAT_inference/DReal_x4/visualization/DReal_x4/Canon_14_x1_DReal_x4.png,/home/projectwork/Deep_learning/VANSH_WORK/Internship/old/dataset/DRealSR-20231109T095957Z-004/DRealSR/Test_x4/HR/Canon_14_x4.png,/home/projectwork/Deep_learning/VANSH_WORK/Internship/old/dataset/DRealSR-20231109T095957Z-004/DRealSR/Test_x4/LR/dreal4_2.png,True,True,True,RGB,RGB,RGB,5580,3780,5580,3780,1395,945,True,True,ok
HAT,Canon_40,/data/projectwork/sr_output/HAT_inference/DReal_x4/visualization/DReal_x4/Canon_40_x1_DReal_x4.png,/home/projectwork/Deep_learning/VANSH_WORK/Internship/old/dataset/DRealSR-20231109T095957Z-004/DRealSR/Test_x4/HR/Canon_40_x4.png,/home/projectwork/Deep_learning/VANSH_WORK/Internship/old/dataset/DRealSR-20231109T095957Z-004/DRealSR/Test_x4/LR/dreal4_3.png,True,True,True,RGB,RGB,RGB,5780,3780,5780,3780,1445,945,True,True,ok
HAT,Canon_42,/data/projectwork/sr_output/HAT_inference/DReal_x4/visualization/DReal_x4/Canon_42_x1_DReal_x4.png,/home/projectwork/Deep_learning/VANSH_WORK/Internship/old/dataset/DRealSR-20231109T095957Z-004/DRealSR/Test_x4/HR/Canon_42_x4.png,/home/projectwork/Deep_learning/VANSH_WORK/Internship/old/dataset/DRealSR-20231109T095957Z-004/DRealSR/Test_x4/LR/dreal4_4.png,True,True,True,RGB,RGB,RGB,5780,3780,5780,3780,1445,945,True,True,ok
HAT,Canon_56,/data/projectwork/sr_output/HAT_inference/DReal_x4/visualization/DReal_x4/Canon_56_x1_DReal_x4.png,/home/projectwork/Deep_learning/VANSH_WORK/Internship/old/dataset/DRealSR-20231109T095957Z-004/DRealSR/Test_x4/HR/Canon_56_x4.png,/home/projectwork/Deep_learning/VANSH_WORK/Internship/old/dataset/DRealSR-20231109T095957Z-004/DRealSR/Test_x4/LR/dreal4_5.png,True,True,True,RGB,RGB,RGB,5780,3780,5780,3780,1445,945,True,True,ok
HAT,DSC_0988,/data/projectwork/sr_output/HAT_inference/DReal_x4/visualization/DReal_x4/DSC_0988_x1_DReal_x4.png,/home/projectwork/Deep_learning/VANSH_WORK/Internship/old/dataset/DRealSR-20231109T095957Z-004/DRealSR/Test_x4/HR/DSC_0988_x4.png,/home/projectwork/Deep_learning/VANSH_WORK/Internship/old/dataset/DRealSR-20231109T095957Z-004/DRealSR/Test_x4/LR/dreal4_6.png,True,True,True,RGB,RGB,RGB,5780,3780,5780,3780,1445,945,True,True,ok
HAT,DSC_1045,/data/projectwork/sr_output/HAT_inference/DReal_x4/visualization/DReal_x4/DSC_1045_x1_DReal_x4.png,/home/projectwork/Deep_learning/VANSH_WORK/Internship/old/dataset/DRealSR-20231109T095957Z-004/DRealSR/Test_x4/HR/DSC_1045_x4.png,/home/projectwork/Deep_learning/VANSH_WORK/Internship/old/dataset/DRealSR-20231109T095957Z-004/DRealSR/Test_x4/LR/dreal4_7.png,True,True,True,RGB,RGB,RGB,5780,3780,5780,3780,1445,945,True,True,ok
HAT,DSC_1057,/data/projectwork/sr_output/HAT_inference/DReal_x4/visualization/DReal_x4/DSC_1057_x1_DReal_x4.png,/home/projectwork/Deep_learning/VANSH_WORK/Internship/old/dataset/DRealSR-20231109T095957Z-004/DRealSR/Test_x4/HR/DSC_1057_x4.png,/home/projectwork/Deep_learning/VANSH_WORK/Internship/old/dataset/DRealSR-20231109T095957Z-004/DRealSR/Test_x4/LR/dreal4_8.png,True,True,True,RGB,RGB,RGB,5780,3780,5780,3780,1445,945,True,True,ok
HAT,DSC_1137,/data/projectwork/sr_output/HAT_inference/DReal_x4/visualization/DReal_x4/DSC_1137_x1_DReal_x4.png,/home/projectwork/Deep_learning/VANSH_WORK/Internship/old/dataset/DRealSR-20231109T095957Z-004/DRealSR/Test_x4/HR/DSC_1137_x4.png,/home/projectwork/Deep_learning/VANSH_WORK/Internship/old/dataset/DRealSR-20231109T095957Z-004/DRealSR/Test_x4/LR/dreal4_9.png,True,True,True,RGB,RGB,RGB,5780,3780,5780,3780,1445,945,True,True,ok
HAT,DSC_1233,/data/projectwork/sr_output/HAT_inference/DReal_x4/visualization/DReal_x4/DSC_1233_x1_DReal_x4.png,/home/projectwork/Deep_learning/VANSH_WORK/Internship/old/dataset/DRealSR-20231109T095957Z-004/DRealSR/Test_x4/HR/DSC_1233_x4.png,/home/projectwork/Deep_learning/VANSH_WORK/Internship/old/dataset/DRealSR-20231109T095957Z-004/DRealSR/Test_x4/LR/dreal4_10.png,True,True,True,RGB,RGB,RGB,5780,3780,5780,3780,1445,945,True,True,ok
HAT,DSC_1241,/data/projectwork/sr_output/HAT_inference/DReal_x4/visualization/DReal_x4/DSC_1241_x1_DReal_x4.png,/home/projectwork/Deep_learning/VANSH_WORK/Internship/old/dataset/DRealSR-20231109T095957Z-004/DRealSR/Test_x4/HR/DSC_1241_x4.png,/home/projectwork/Deep_learning/VANSH_WORK/Internship/old/dataset/DRealSR-20231109T095957Z-004/DRealSR/Test_x4/LR/dreal4_11.png,True,True,True,RGB,RGB,RGB,5780,3780,5780,3780,1445,945,True,True,ok
