dataset,ref_id,distorted_path,ref_path,distortion_type,severity_or_level,mos_or_dmos,distortion_code,distorted_id,distorted_filename,ref_filename,dmos_variance
KADID-10k,I10,/data/projectwork/swati_mam/kadid10k/images/I10_16_04.png,/data/projectwork/swati_mam/kadid10k/images/I10.png,Brighten,4,2.77,16,I10_16_04,I10_16_04.png,I10.png,0.92
KADID-10k,I10,/data/projectwork/swati_mam/kadid10k/images/I10_16_05.png,/data/projectwork/swati_mam/kadid10k/images/I10.png,Brighten,5,1.73,16,I10_16_05,I10_16_05.png,I10.png,0.617
KADID-10k,I10,/data/projectwork/swati_mam/kadid10k/images/I10_17_01.png,/data/projectwork/swati_mam/kadid10k/images/I10.png,Darken,1,4.87,17,I10_17_01,I10_17_01.png,I10.png,0.34
KADID-10k,I10,/data/projectwork/swati_mam/kadid10k/images/I10_17_02.png,/data/projectwork/swati_mam/kadid10k/images/I10.png,Darken,2,4.3,17,I10_17_02,I10_17_02.png,I10.png,0.526
KADID-10k,I10,/data/projectwork/swati_mam/kadid10k/images/I10_17_03.png,/data/projectwork/swati_mam/kadid10k/images/I10.png,Darken,3,4.23,17,I10_17_03,I10_17_03.png,I10.png,0.667
KADID-10k,I10,/data/projectwork/swati_mam/kadid10k/images/I10_17_04.png,/data/projectwork/swati_mam/kadid10k/images/I10.png,Darken,4,3.41,17,I10_17_04,I10_17_04.png,I10.png,0.785
KADID-10k,I10,/data/projectwork/swati_mam/kadid10k/images/I10_17_05.png,/data/projectwork/swati_mam/kadid10k/images/I10.png,Darken,5,2.27,17,I10_17_05,I10_17_05.png,I10.png,1.031
KADID-10k,I10,/data/projectwork/swati_mam/kadid10k/images/I10_18_01.png,/data/projectwork/swati_mam/kadid10k/images/I10.png,Mean shift,1,4.33,18,I10_18_01,I10_18_01.png,I10.png,0.65
KADID-10k,I10,/data/projectwork/swati_mam/kadid10k/images/I10_18_02.png,/data/projectwork/swati_mam/kadid10k/images/I10.png,Mean shift,2,4.57,18,I10_18_02,I10_18_02.png,I10.png,0.559
KADID-10k,I10,/data/projectwork/swati_mam/kadid10k/images/I10_18_03.png,/data/projectwork/swati_mam/kadid10k/images/I10.png,Mean shift,3,4.73,18,I10_18_03,I10_18_03.png,I10.png,0.442
KADID-10k,I10,/data/projectwork/swati_mam/kadid10k/images/I10_18_04.png,/data/projectwork/swati_mam/kadid10k/images/I10.png,Mean shift,4,4.57,18,I10_18_04,I10_18_04.png,I10.png,0.559
KADID-10k,I10,/data/projectwork/swati_mam/kadid10k/images/I10_18_05.png,/data/projectwork/swati_mam/kadid10k/images/I10.png,Mean shift,5,3.8,18,I10_18_05,I10_18_05.png,I10.png,0.653
KADID-10k,I10,/data/projectwork/swati_mam/kadid10k/images/I10_19_01.png,/data/projectwork/swati_mam/kadid10k/images/I10.png,Jitter,1,4.63,19,I10_19_01,I10_19_01.png,I10.png,0.547
KADID-10k,I10,/data/projectwork/swati_mam/kadid10k/images/I10_19_02.png,/data/projectwork/swati_mam/kadid10k/images/I10.png,Jitter,2,4.23,19,I10_19_02,I10_19_02.png,I10.png,0.716
KADID-10k,I10,/data/projectwork/swati_mam/kadid10k/images/I10_19_03.png,/data/projectwork/swati_mam/kadid10k/images/I10.png,Jitter,3,3.43,19,I10_19_03,I10_19_03.png,I10.png,0.883
KADID-10k,I10,/data/projectwork/swati_mam/kadid10k/images/I10_19_04.png,/data/projectwork/swati_mam/kadid10k/images/I10.png,Jitter,4,1.63,19,I10_19_04,I10_19_04.png,I10.png,0.657
KADID-10k,I10,/data/projectwork/swati_mam/kadid10k/images/I10_19_05.png,/data/projectwork/swati_mam/kadid10k/images/I10.png,Jitter,5,1.2,19,I10_19_05,I10_19_05.png,I10.png,0.4
KADID-10k,I10,/data/projectwork/swati_mam/kadid10k/images/I10_20_01.png,/data/projectwork/swati_mam/kadid10k/images/I10.png,Non-eccentricity patch,1,4.57,20,I10_20_01,I10_20_01.png,I10.png,0.559
KADID-10k,I10,/data/projectwork/swati_mam/kadid10k/images/I10_20_02.png,/data/projectwork/swati_mam/kadid10k/images/I10.png,Non-eccentricity patch,2,4.47,20,I10_20_02,I10_20_02.png,I10.png,0.718
KADID-10k,I10,/data/projectwork/swati_mam/kadid10k/images/I10_20_03.png,/data/projectwork/swati_mam/kadid10k/images/I10.png,Non-eccentricity patch,3,4.43,20,I10_20_03,I10_20_03.png,I10.png,0.92
KADID-10k,I10,/data/projectwork/swati_mam/kadid10k/images/I10_20_04.png,/data/projectwork/swati_mam/kadid10k/images/I10.png,Non-eccentricity patch,4,4.23,20,I10_20_04,I10_20_04.png,I10.png,1.023
KADID-10k,I10,/data/projectwork/swati_mam/kadid10k/images/I10_20_05.png,/data/projectwork/swati_mam/kadid10k/images/I10.png,Non-eccentricity patch,5,3.97,20,I10_20_05,I10_20_05.png,I10.png,1.016
KADID-10k,I10,/data/projectwork/swati_mam/kadid10k/images/I10_21_01.png,/data/projectwork/swati_mam/kadid10k/images/I10.png,Pixelate,1,3.27,21,I10_21_01,I10_21_01.png,I10.png,0.964
KADID-10k,I10,/data/projectwork/swati_mam/kadid10k/images/I10_21_02.png,/data/projectwork/swati_mam/kadid10k/images/I10.png,Pixelate,2,2.4,21,I10_21_02,I10_21_02.png,I10.png,0.757
KADID-10k,I10,/data/projectwork/swati_mam/kadid10k/images/I10_21_03.png,/data/projectwork/swati_mam/kadid10k/images/I10.png,Pixelate,3,2.43,21,I10_21_03,I10_21_03.png,I10.png,0.883
KADID-10k,I10,/data/projectwork/swati_mam/kadid10k/images/I10_21_04.png,/data/projectwork/swati_mam/kadid10k/images/I10.png,Pixelate,4,2.27,21,I10_21_04,I10_21_04.png,I10.png,0.998
KADID-10k,I10,/data/projectwork/swati_mam/kadid10k/images/I10_21_05.png,/data/projectwork/swati_mam/kadid10k/images/I10.png,Pixelate,5,1.23,21,I10_21_05,I10_21_05.png,I10.png,0.423
KADID-10k,I10,/data/projectwork/swati_mam/kadid10k/images/I10_22_01.png,/data/projectwork/swati_mam/kadid10k/images/I10.png,Quantization,1,3.81,22,I10_22_01,I10_22_01.png,I10.png,0.895
KADID-10k,I10,/data/projectwork/swati_mam/kadid10k/images/I10_22_02.png,/data/projectwork/swati_mam/kadid10k/images/I10.png,Quantization,2,3.87,22,I10_22_02,I10_22_02.png,I10.png,0.884
KADID-10k,I10,/data/projectwork/swati_mam/kadid10k/images/I10_22_03.png,/data/projectwork/swati_mam/kadid10k/images/I10.png,Quantization,3,2.97,22,I10_22_03,I10_22_03.png,I10.png,0.948
KADID-10k,I10,/data/projectwork/swati_mam/kadid10k/images/I10_22_04.png,/data/projectwork/swati_mam/kadid10k/images/I10.png,Quantization,4,3.03,22,I10_22_04,I10_22_04.png,I10.png,0.912
KADID-10k,I10,/data/projectwork/swati_mam/kadid10k/images/I10_22_05.png,/data/projectwork/swati_mam/kadid10k/images/I10.png,Quantization,5,2.1,22,I10_22_05,I10_22_05.png,I10.png,0.746
KADID-10k,I10,/data/projectwork/swati_mam/kadid10k/images/I10_23_01.png,/data/projectwork/swati_mam/kadid10k/images/I10.png,Color block,1,2.93,23,I10_23_01,I10_23_01.png,I10.png,1.236
KADID-10k,I10,/data/projectwork/swati_mam/kadid10k/images/I10_23_02.png,/data/projectwork/swati_mam/kadid10k/images/I10.png,Color block,2,2.03,23,I10_23_02,I10_23_02.png,I10.png,0.933
KADID-10k,I10,/data/projectwork/swati_mam/kadid10k/images/I10_23_03.png,/data/projectwork/swati_mam/kadid10k/images/I10.png,Color block,3,2.57,23,I10_23_03,I10_23_03.png,I10.png,0.92
KADID-10k,I10,/data/projectwork/swati_mam/kadid10k/images/I10_23_04.png,/data/projectwork/swati_mam/kadid10k/images/I10.png,Color block,4,1.97,23,I10_23_04,I10_23_04.png,I10.png,0.983
KADID-10k,I10,/data/projectwork/swati_mam/kadid10k/images/I10_23_05.png,/data/projectwork/swati_mam/kadid10k/images/I10.png,Color block,5,2.23,23,I10_23_05,I10_23_05.png,I10.png,0.92
KADID-10k,I10,/data/projectwork/swati_mam/kadid10k/images/I10_24_01.png,/data/projectwork/swati_mam/kadid10k/images/I10.png,High sharpen,1,3.67,24,I10_24_01,I10_24_01.png,I10.png,0.907
KADID-10k,I10,/data/projectwork/swati_mam/kadid10k/images/I10_24_02.png,/data/projectwork/swati_mam/kadid10k/images/I10.png,High sharpen,2,2.63,24,I10_24_02,I10_24_02.png,I10.png,0.875
KADID-10k,I10,/data/projectwork/swati_mam/kadid10k/images/I10_24_03.png,/data/projectwork/swati_mam/kadid10k/images/I10.png,High sharpen,3,2.17,24,I10_24_03,I10_24_03.png,I10.png,0.687
KADID-10k,I10,/data/projectwork/swati_mam/kadid10k/images/I10_24_04.png,/data/projectwork/swati_mam/kadid10k/images/I10.png,High sharpen,4,1.5,24,I10_24_04,I10_24_04.png,I10.png,0.563
KADID-10k,I10,/data/projectwork/swati_mam/kadid10k/images/I10_24_05.png,/data/projectwork/swati_mam/kadid10k/images/I10.png,High sharpen,5,1.3,24,I10_24_05,I10_24_05.png,I10.png,0.526
KADID-10k,I10,/data/projectwork/swati_mam/kadid10k/images/I10_25_01.png,/data/projectwork/swati_mam/kadid10k/images/I10.png,Contrast change,1,3.23,25,I10_25_01,I10_25_01.png,I10.png,0.955
KADID-10k,I10,/data/projectwork/swati_mam/kadid10k/images/I10_25_02.png,/data/projectwork/swati_mam/kadid10k/images/I10.png,Contrast change,2,3.6,25,I10_25_02,I10_25_02.png,I10.png,0.879
KADID-10k,I10,/data/projectwork/swati_mam/kadid10k/images/I10_25_03.png,/data/projectwork/swati_mam/kadid10k/images/I10.png,Contrast change,3,4.37,25,I10_25_03,I10_25_03.png,I10.png,0.706
KADID-10k,I10,/data/projectwork/swati_mam/kadid10k/images/I10_25_04.png,/data/projectwork/swati_mam/kadid10k/images/I10.png,Contrast change,4,4.33,25,I10_25_04,I10_25_04.png,I10.png,0.596
KADID-10k,I10,/data/projectwork/swati_mam/kadid10k/images/I10_25_05.png,/data/projectwork/swati_mam/kadid10k/images/I10.png,Contrast change,5,3.83,25,I10_25_05,I10_25_05.png,I10.png,0.637
KADID-10k,I11,/data/projectwork/swati_mam/kadid10k/images/I11_01_01.png,/data/projectwork/swati_mam/kadid10k/images/I11.png,Gaussian blur,1,4.6,01,I11_01_01,I11_01_01.png,I11.png,0.49
KADID-10k,I11,/data/projectwork/swati_mam/kadid10k/images/I11_01_02.png,/data/projectwork/swati_mam/kadid10k/images/I11.png,Gaussian blur,2,4.07,01,I11_01_02,I11_01_02.png,I11.png,0.573
KADID-10k,I11,/data/projectwork/swati_mam/kadid10k/images/I11_01_03.png,/data/projectwork/swati_mam/kadid10k/images/I11.png,Gaussian blur,3,2.5,01,I11_01_03,I11_01_03.png,I11.png,0.847
KADID-10k,I11,/data/projectwork/swati_mam/kadid10k/images/I11_01_04.png,/data/projectwork/swati_mam/kadid10k/images/I11.png,Gaussian blur,4,1.77,01,I11_01_04,I11_01_04.png,I11.png,0.803
KADID-10k,I11,/data/projectwork/swati_mam/kadid10k/images/I11_01_05.png,/data/projectwork/swati_mam/kadid10k/images/I11.png,Gaussian blur,5,1.35,01,I11_01_05,I11_01_05.png,I11.png,0.542
KADID-10k,I11,/data/projectwork/swati_mam/kadid10k/images/I11_02_01.png,/data/projectwork/swati_mam/kadid10k/images/I11.png,Lens blur,1,3.4,02,I11_02_01,I11_02_01.png,I11.png,0.757
KADID-10k,I11,/data/projectwork/swati_mam/kadid10k/images/I11_02_02.png,/data/projectwork/swati_mam/kadid10k/images/I11.png,Lens blur,2,2.07,02,I11_02_02,I11_02_02.png,I11.png,0.814
KADID-10k,I11,/data/projectwork/swati_mam/kadid10k/images/I11_02_03.png,/data/projectwork/swati_mam/kadid10k/images/I11.png,Lens blur,3,1.77,02,I11_02_03,I11_02_03.png,I11.png,0.559
KADID-10k,I11,/data/projectwork/swati_mam/kadid10k/images/I11_02_04.png,/data/projectwork/swati_mam/kadid10k/images/I11.png,Lens blur,4,1.4,02,I11_02_04,I11_02_04.png,I11.png,0.554
KADID-10k,I11,/data/projectwork/swati_mam/kadid10k/images/I11_02_05.png,/data/projectwork/swati_mam/kadid10k/images/I11.png,Lens blur,5,1.27,02,I11_02_05,I11_02_05.png,I11.png,0.442
KADID-10k,I11,/data/projectwork/swati_mam/kadid10k/images/I11_03_01.png,/data/projectwork/swati_mam/kadid10k/images/I11.png,Motion blur,1,4.7,03,I11_03_01,I11_03_01.png,I11.png,0.458
KADID-10k,I11,/data/projectwork/swati_mam/kadid10k/images/I11_03_02.png,/data/projectwork/swati_mam/kadid10k/images/I11.png,Motion blur,2,3.57,03,I11_03_02,I11_03_02.png,I11.png,0.883
KADID-10k,I11,/data/projectwork/swati_mam/kadid10k/images/I11_03_03.png,/data/projectwork/swati_mam/kadid10k/images/I11.png,Motion blur,3,2.47,03,I11_03_03,I11_03_03.png,I11.png,0.67
KADID-10k,I11,/data/projectwork/swati_mam/kadid10k/images/I11_03_04.png,/data/projectwork/swati_mam/kadid10k/images/I11.png,Motion blur,4,2.1,03,I11_03_04,I11_03_04.png,I11.png,0.7
KADID-10k,I11,/data/projectwork/swati_mam/kadid10k/images/I11_03_05.png,/data/projectwork/swati_mam/kadid10k/images/I11.png,Motion blur,5,1.47,03,I11_03_05,I11_03_05.png,I11.png,0.618
KADID-10k,I11,/data/projectwork/swati_mam/kadid10k/images/I11_04_01.png,/data/projectwork/swati_mam/kadid10k/images/I11.png,Color diffusion,1,4.47,04,I11_04_01,I11_04_01.png,I11.png,0.562
KADID-10k,I11,/data/projectwork/swati_mam/kadid10k/images/I11_04_02.png,/data/projectwork/swati_mam/kadid10k/images/I11.png,Color diffusion,2,2.83,04,I11_04_02,I11_04_02.png,I11.png,1.186
KADID-10k,I11,/data/projectwork/swati_mam/kadid10k/images/I11_04_03.png,/data/projectwork/swati_mam/kadid10k/images/I11.png,Color diffusion,3,2.0,04,I11_04_03,I11_04_03.png,I11.png,1.0
KADID-10k,I11,/data/projectwork/swati_mam/kadid10k/images/I11_04_04.png,/data/projectwork/swati_mam/kadid10k/images/I11.png,Color diffusion,4,1.73,04,I11_04_04,I11_04_04.png,I11.png,0.727
KADID-10k,I11,/data/projectwork/swati_mam/kadid10k/images/I11_04_05.png,/data/projectwork/swati_mam/kadid10k/images/I11.png,Color diffusion,5,1.6,04,I11_04_05,I11_04_05.png,I11.png,0.8
KADID-10k,I11,/data/projectwork/swati_mam/kadid10k/images/I11_05_01.png,/data/projectwork/swati_mam/kadid10k/images/I11.png,Color shift,1,4.5,05,I11_05_01,I11_05_01.png,I11.png,0.563
KADID-10k,I11,/data/projectwork/swati_mam/kadid10k/images/I11_05_02.png,/data/projectwork/swati_mam/kadid10k/images/I11.png,Color shift,2,1.77,05,I11_05_02,I11_05_02.png,I11.png,0.844
KADID-10k,I11,/data/projectwork/swati_mam/kadid10k/images/I11_05_03.png,/data/projectwork/swati_mam/kadid10k/images/I11.png,Color shift,3,1.97,05,I11_05_03,I11_05_03.png,I11.png,0.795
KADID-10k,I11,/data/projectwork/swati_mam/kadid10k/images/I11_05_04.png,/data/projectwork/swati_mam/kadid10k/images/I11.png,Color shift,4,2.03,05,I11_05_04,I11_05_04.png,I11.png,0.547
KADID-10k,I11,/data/projectwork/swati_mam/kadid10k/images/I11_05_05.png,/data/projectwork/swati_mam/kadid10k/images/I11.png,Color shift,5,1.6,05,I11_05_05,I11_05_05.png,I11.png,0.663
KADID-10k,I11,/data/projectwork/swati_mam/kadid10k/images/I11_06_01.png,/data/projectwork/swati_mam/kadid10k/images/I11.png,Color quantization,1,4.17,06,I11_06_01,I11_06_01.png,I11.png,0.86
KADID-10k,I11,/data/projectwork/swati_mam/kadid10k/images/I11_06_02.png,/data/projectwork/swati_mam/kadid10k/images/I11.png,Color quantization,2,4.03,06,I11_06_02,I11_06_02.png,I11.png,0.875
KADID-10k,I11,/data/projectwork/swati_mam/kadid10k/images/I11_06_03.png,/data/projectwork/swati_mam/kadid10k/images/I11.png,Color quantization,3,4.03,06,I11_06_03,I11_06_03.png,I11.png,0.983
KADID-10k,I11,/data/projectwork/swati_mam/kadid10k/images/I11_06_04.png,/data/projectwork/swati_mam/kadid10k/images/I11.png,Color quantization,4,3.0,06,I11_06_04,I11_06_04.png,I11.png,0.803
KADID-10k,I11,/data/projectwork/swati_mam/kadid10k/images/I11_06_05.png,/data/projectwork/swati_mam/kadid10k/images/I11.png,Color quantization,5,1.9,06,I11_06_05,I11_06_05.png,I11.png,0.907
KADID-10k,I11,/data/projectwork/swati_mam/kadid10k/images/I11_07_01.png,/data/projectwork/swati_mam/kadid10k/images/I11.png,Color saturation 1,1,3.2,07,I11_07_01,I11_07_01.png,I11.png,0.792
KADID-10k,I11,/data/projectwork/swati_mam/kadid10k/images/I11_07_02.png,/data/projectwork/swati_mam/kadid10k/images/I11.png,Color saturation 1,2,2.53,07,I11_07_02,I11_07_02.png,I11.png,1.024
KADID-10k,I11,/data/projectwork/swati_mam/kadid10k/images/I11_07_03.png,/data/projectwork/swati_mam/kadid10k/images/I11.png,Color saturation 1,3,2.5,07,I11_07_03,I11_07_03.png,I11.png,0.922
KADID-10k,I11,/data/projectwork/swati_mam/kadid10k/images/I11_07_04.png,/data/projectwork/swati_mam/kadid10k/images/I11.png,Color saturation 1,4,2.6,07,I11_07_04,I11_07_04.png,I11.png,1.143
KADID-10k,I11,/data/projectwork/swati_mam/kadid10k/images/I11_07_05.png,/data/projectwork/swati_mam/kadid10k/images/I11.png,Color saturation 1,5,2.03,07,I11_07_05,I11_07_05.png,I11.png,1.048
KADID-10k,I11,/data/projectwork/swati_mam/kadid10k/images/I11_08_01.png,/data/projectwork/swati_mam/kadid10k/images/I11.png,Color saturation 2,1,4.53,08,I11_08_01,I11_08_01.png,I11.png,0.499
KADID-10k,I11,/data/projectwork/swati_mam/kadid10k/images/I11_08_02.png,/data/projectwork/swati_mam/kadid10k/images/I11.png,Color saturation 2,2,3.43,08,I11_08_02,I11_08_02.png,I11.png,0.883
KADID-10k,I11,/data/projectwork/swati_mam/kadid10k/images/I11_08_03.png,/data/projectwork/swati_mam/kadid10k/images/I11.png,Color saturation 2,3,2.9,08,I11_08_03,I11_08_03.png,I11.png,0.978
KADID-10k,I11,/data/projectwork/swati_mam/kadid10k/images/I11_08_04.png,/data/projectwork/swati_mam/kadid10k/images/I11.png,Color saturation 2,4,2.0,08,I11_08_04,I11_08_04.png,I11.png,0.931
KADID-10k,I11,/data/projectwork/swati_mam/kadid10k/images/I11_08_05.png,/data/projectwork/swati_mam/kadid10k/images/I11.png,Color saturation 2,5,1.47,08,I11_08_05,I11_08_05.png,I11.png,0.618
KADID-10k,I11,/data/projectwork/swati_mam/kadid10k/images/I11_09_01.png,/data/projectwork/swati_mam/kadid10k/images/I11.png,JPEG2000,1,4.63,09,I11_09_01,I11_09_01.png,I11.png,0.482
KADID-10k,I11,/data/projectwork/swati_mam/kadid10k/images/I11_09_02.png,/data/projectwork/swati_mam/kadid10k/images/I11.png,JPEG2000,2,4.27,09,I11_09_02,I11_09_02.png,I11.png,0.727
KADID-10k,I11,/data/projectwork/swati_mam/kadid10k/images/I11_09_03.png,/data/projectwork/swati_mam/kadid10k/images/I11.png,JPEG2000,3,4.1,09,I11_09_03,I11_09_03.png,I11.png,0.597
KADID-10k,I11,/data/projectwork/swati_mam/kadid10k/images/I11_09_04.png,/data/projectwork/swati_mam/kadid10k/images/I11.png,JPEG2000,4,2.27,09,I11_09_04,I11_09_04.png,I11.png,0.854
KADID-10k,I11,/data/projectwork/swati_mam/kadid10k/images/I11_09_05.png,/data/projectwork/swati_mam/kadid10k/images/I11.png,JPEG2000,5,1.4,09,I11_09_05,I11_09_05.png,I11.png,0.49
KADID-10k,I11,/data/projectwork/swati_mam/kadid10k/images/I11_10_01.png,/data/projectwork/swati_mam/kadid10k/images/I11.png,JPEG,1,4.43,10,I11_10_01,I11_10_01.png,I11.png,0.667
KADID-10k,I11,/data/projectwork/swati_mam/kadid10k/images/I11_10_02.png,/data/projectwork/swati_mam/kadid10k/images/I11.png,JPEG,2,4.17,10,I11_10_02,I11_10_02.png,I11.png,0.687
KADID-10k,I11,/data/projectwork/swati_mam/kadid10k/images/I11_10_03.png,/data/projectwork/swati_mam/kadid10k/images/I11.png,JPEG,3,4.03,10,I11_10_03,I11_10_03.png,I11.png,0.752
KADID-10k,I11,/data/projectwork/swati_mam/kadid10k/images/I11_10_04.png,/data/projectwork/swati_mam/kadid10k/images/I11.png,JPEG,4,1.63,10,I11_10_04,I11_10_04.png,I11.png,0.657
KADID-10k,I11,/data/projectwork/swati_mam/kadid10k/images/I11_10_05.png,/data/projectwork/swati_mam/kadid10k/images/I11.png,JPEG,5,1.16,10,I11_10_05,I11_10_05.png,I11.png,0.368
KADID-10k,I11,/data/projectwork/swati_mam/kadid10k/images/I11_11_01.png,/data/projectwork/swati_mam/kadid10k/images/I11.png,White noise,1,3.97,11,I11_11_01,I11_11_01.png,I11.png,0.706
KADID-10k,I11,/data/projectwork/swati_mam/kadid10k/images/I11_11_02.png,/data/projectwork/swati_mam/kadid10k/images/I11.png,White noise,2,2.9,11,I11_11_02,I11_11_02.png,I11.png,0.893
KADID-10k,I11,/data/projectwork/swati_mam/kadid10k/images/I11_11_03.png,/data/projectwork/swati_mam/kadid10k/images/I11.png,White noise,3,2.8,11,I11_11_03,I11_11_03.png,I11.png,0.748
KADID-10k,I11,/data/projectwork/swati_mam/kadid10k/images/I11_11_04.png,/data/projectwork/swati_mam/kadid10k/images/I11.png,White noise,4,2.47,11,I11_11_04,I11_11_04.png,I11.png,0.562
KADID-10k,I11,/data/projectwork/swati_mam/kadid10k/images/I11_11_05.png,/data/projectwork/swati_mam/kadid10k/images/I11.png,White noise,5,2.13,11,I11_11_05,I11_11_05.png,I11.png,0.718
KADID-10k,I11,/data/projectwork/swati_mam/kadid10k/images/I11_12_01.png,/data/projectwork/swati_mam/kadid10k/images/I11.png,White noise in color component,1,4.53,12,I11_12_01,I11_12_01.png,I11.png,0.718
KADID-10k,I11,/data/projectwork/swati_mam/kadid10k/images/I11_12_02.png,/data/projectwork/swati_mam/kadid10k/images/I11.png,White noise in color component,2,3.2,12,I11_12_02,I11_12_02.png,I11.png,0.748
KADID-10k,I11,/data/projectwork/swati_mam/kadid10k/images/I11_12_03.png,/data/projectwork/swati_mam/kadid10k/images/I11.png,White noise in color component,3,3.0,12,I11_12_03,I11_12_03.png,I11.png,0.775
KADID-10k,I11,/data/projectwork/swati_mam/kadid10k/images/I11_12_04.png,/data/projectwork/swati_mam/kadid10k/images/I11.png,White noise in color component,4,2.57,12,I11_12_04,I11_12_04.png,I11.png,0.803
KADID-10k,I11,/data/projectwork/swati_mam/kadid10k/images/I11_12_05.png,/data/projectwork/swati_mam/kadid10k/images/I11.png,White noise in color component,5,2.13,12,I11_12_05,I11_12_05.png,I11.png,0.763
KADID-10k,I11,/data/projectwork/swati_mam/kadid10k/images/I11_13_01.png,/data/projectwork/swati_mam/kadid10k/images/I11.png,Impulse noise,1,3.57,13,I11_13_01,I11_13_01.png,I11.png,1.023
KADID-10k,I11,/data/projectwork/swati_mam/kadid10k/images/I11_13_02.png,/data/projectwork/swati_mam/kadid10k/images/I11.png,Impulse noise,2,2.67,13,I11_13_02,I11_13_02.png,I11.png,0.869
KADID-10k,I11,/data/projectwork/swati_mam/kadid10k/images/I11_13_03.png,/data/projectwork/swati_mam/kadid10k/images/I11.png,Impulse noise,3,2.27,13,I11_13_03,I11_13_03.png,I11.png,0.814
KADID-10k,I11,/data/projectwork/swati_mam/kadid10k/images/I11_13_04.png,/data/projectwork/swati_mam/kadid10k/images/I11.png,Impulse noise,4,2.4,13,I11_13_04,I11_13_04.png,I11.png,0.712
KADID-10k,I11,/data/projectwork/swati_mam/kadid10k/images/I11_13_05.png,/data/projectwork/swati_mam/kadid10k/images/I11.png,Impulse noise,5,1.93,13,I11_13_05,I11_13_05.png,I11.png,0.727
KADID-10k,I11,/data/projectwork/swati_mam/kadid10k/images/I11_14_01.png,/data/projectwork/swati_mam/kadid10k/images/I11.png,Multiplicative noise,1,4.57,14,I11_14_01,I11_14_01.png,I11.png,0.616
KADID-10k,I11,/data/projectwork/swati_mam/kadid10k/images/I11_14_02.png,/data/projectwork/swati_mam/kadid10k/images/I11.png,Multiplicative noise,2,3.8,14,I11_14_02,I11_14_02.png,I11.png,0.909
KADID-10k,I11,/data/projectwork/swati_mam/kadid10k/images/I11_14_03.png,/data/projectwork/swati_mam/kadid10k/images/I11.png,Multiplicative noise,3,2.8,14,I11_14_03,I11_14_03.png,I11.png,0.792
KADID-10k,I11,/data/projectwork/swati_mam/kadid10k/images/I11_14_04.png,/data/projectwork/swati_mam/kadid10k/images/I11.png,Multiplicative noise,4,2.63,14,I11_14_04,I11_14_04.png,I11.png,0.836
KADID-10k,I11,/data/projectwork/swati_mam/kadid10k/images/I11_14_05.png,/data/projectwork/swati_mam/kadid10k/images/I11.png,Multiplicative noise,5,2.23,14,I11_14_05,I11_14_05.png,I11.png,0.616
KADID-10k,I11,/data/projectwork/swati_mam/kadid10k/images/I11_15_01.png,/data/projectwork/swati_mam/kadid10k/images/I11.png,Denoise,1,3.13,15,I11_15_01,I11_15_01.png,I11.png,0.763
KADID-10k,I11,/data/projectwork/swati_mam/kadid10k/images/I11_15_02.png,/data/projectwork/swati_mam/kadid10k/images/I11.png,Denoise,2,2.23,15,I11_15_02,I11_15_02.png,I11.png,0.667
KADID-10k,I11,/data/projectwork/swati_mam/kadid10k/images/I11_15_03.png,/data/projectwork/swati_mam/kadid10k/images/I11.png,Denoise,3,1.73,15,I11_15_03,I11_15_03.png,I11.png,0.892
KADID-10k,I11,/data/projectwork/swati_mam/kadid10k/images/I11_15_04.png,/data/projectwork/swati_mam/kadid10k/images/I11.png,Denoise,4,1.37,15,I11_15_04,I11_15_04.png,I11.png,0.657
KADID-10k,I11,/data/projectwork/swati_mam/kadid10k/images/I11_15_05.png,/data/projectwork/swati_mam/kadid10k/images/I11.png,Denoise,5,1.43,15,I11_15_05,I11_15_05.png,I11.png,0.559
KADID-10k,I11,/data/projectwork/swati_mam/kadid10k/images/I11_16_01.png,/data/projectwork/swati_mam/kadid10k/images/I11.png,Brighten,1,4.43,16,I11_16_01,I11_16_01.png,I11.png,0.559
KADID-10k,I11,/data/projectwork/swati_mam/kadid10k/images/I11_16_02.png,/data/projectwork/swati_mam/kadid10k/images/I11.png,Brighten,2,4.07,16,I11_16_02,I11_16_02.png,I11.png,0.629
KADID-10k,I11,/data/projectwork/swati_mam/kadid10k/images/I11_16_03.png,/data/projectwork/swati_mam/kadid10k/images/I11.png,Brighten,3,3.7,16,I11_16_03,I11_16_03.png,I11.png,0.823
KADID-10k,I11,/data/projectwork/swati_mam/kadid10k/images/I11_16_04.png,/data/projectwork/swati_mam/kadid10k/images/I11.png,Brighten,4,3.2,16,I11_16_04,I11_16_04.png,I11.png,0.98
KADID-10k,I11,/data/projectwork/swati_mam/kadid10k/images/I11_16_05.png,/data/projectwork/swati_mam/kadid10k/images/I11.png,Brighten,5,2.6,16,I11_16_05,I11_16_05.png,I11.png,1.052
KADID-10k,I11,/data/projectwork/swati_mam/kadid10k/images/I11_17_01.png,/data/projectwork/swati_mam/kadid10k/images/I11.png,Darken,1,4.7,17,I11_17_01,I11_17_01.png,I11.png,0.458
KADID-10k,I11,/data/projectwork/swati_mam/kadid10k/images/I11_17_02.png,/data/projectwork/swati_mam/kadid10k/images/I11.png,Darken,2,4.67,17,I11_17_02,I11_17_02.png,I11.png,0.537
