dataset,ref_id,distorted_path,ref_path,distortion_type,severity_or_level,mos_or_dmos,D_WACV,PSNR,SSIM,NIQE,LPIPS
KADID-10k,I20,/data/projectwork/swati_mam/kadid10k/images/I20_16_05.png,/data/projectwork/swati_mam/kadid10k/images/I20.png,Brighten,5,1.93,2810.37939453125,7.065054592911205,0.5775367816289266,4.477127607540381,0.23097850382328033
KADID-10k,I20,/data/projectwork/swati_mam/kadid10k/images/I20_17_01.png,/data/projectwork/swati_mam/kadid10k/images/I20.png,Darken,1,4.53,2800.02685546875,33.84527638540888,0.9966945250829061,3.7889398764235307,0.0012812009081244469
KADID-10k,I20,/data/projectwork/swati_mam/kadid10k/images/I20_17_02.png,/data/projectwork/swati_mam/kadid10k/images/I20.png,Darken,2,4.27,2799.7783203125,27.76061906779677,0.986383338769277,3.776535186720327,0.005277592223137617
KADID-10k,I20,/data/projectwork/swati_mam/kadid10k/images/I20_17_03.png,/data/projectwork/swati_mam/kadid10k/images/I20.png,Darken,3,4.03,2799.139892578125,21.781333181854077,0.9404670596122742,3.722086230912784,0.021628838032484055
KADID-10k,I20,/data/projectwork/swati_mam/kadid10k/images/I20_17_04.png,/data/projectwork/swati_mam/kadid10k/images/I20.png,Darken,4,3.07,2797.132568359375,15.736628418320844,0.7198721965154012,3.7824930926482874,0.09216030687093735
KADID-10k,I20,/data/projectwork/swati_mam/kadid10k/images/I20_17_05.png,/data/projectwork/swati_mam/kadid10k/images/I20.png,Darken,5,1.77,2811.092529296875,10.257672526101036,0.11033118516206741,9.648945142823013,0.41627007722854614
KADID-10k,I20,/data/projectwork/swati_mam/kadid10k/images/I20_18_01.png,/data/projectwork/swati_mam/kadid10k/images/I20.png,Mean shift,1,4.4,2799.335205078125,23.72528206037447,0.9764530658721924,3.7685681810841714,0.0076775867491960526
KADID-10k,I20,/data/projectwork/swati_mam/kadid10k/images/I20_18_02.png,/data/projectwork/swati_mam/kadid10k/images/I20.png,Mean shift,2,4.5,2799.74853515625,29.830036563280522,0.9934521714846293,3.8048648715108664,0.0019226005533710122
KADID-10k,I20,/data/projectwork/swati_mam/kadid10k/images/I20_18_03.png,/data/projectwork/swati_mam/kadid10k/images/I20.png,Mean shift,3,4.5,2800.322021484375,inf,1.0,3.7313762539529955,0.0
KADID-10k,I20,/data/projectwork/swati_mam/kadid10k/images/I20_18_04.png,/data/projectwork/swati_mam/kadid10k/images/I20.png,Mean shift,4,3.9,2802.83154296875,24.73217391578445,0.936588704586029,3.8077780161503334,0.008756281808018684
KADID-10k,I20,/data/projectwork/swati_mam/kadid10k/images/I20_18_05.png,/data/projectwork/swati_mam/kadid10k/images/I20.png,Mean shift,5,3.2,2806.266357421875,18.88902321717645,0.8030285835266113,3.6320818257733944,0.0392804779112339
KADID-10k,I20,/data/projectwork/swati_mam/kadid10k/images/I20_19_01.png,/data/projectwork/swati_mam/kadid10k/images/I20.png,Jitter,1,4.6,2800.56591796875,40.6039866842427,0.9935280680656433,3.697063230593653,0.0014664976624771953
KADID-10k,I20,/data/projectwork/swati_mam/kadid10k/images/I20_19_02.png,/data/projectwork/swati_mam/kadid10k/images/I20.png,Jitter,2,4.23,2800.921630859375,34.42075979605633,0.9732522964477539,3.5908040865277844,0.007540398743003607
KADID-10k,I20,/data/projectwork/swati_mam/kadid10k/images/I20_19_03.png,/data/projectwork/swati_mam/kadid10k/images/I20.png,Jitter,3,3.37,2801.517822265625,29.264797260381933,0.899987796942393,4.970669819346631,0.0429685041308403
KADID-10k,I20,/data/projectwork/swati_mam/kadid10k/images/I20_19_04.png,/data/projectwork/swati_mam/kadid10k/images/I20.png,Jitter,4,1.93,2804.905517578125,25.347504047259825,0.6874330242474874,7.4001801317680265,0.21282178163528442
KADID-10k,I20,/data/projectwork/swati_mam/kadid10k/images/I20_19_05.png,/data/projectwork/swati_mam/kadid10k/images/I20.png,Jitter,5,1.37,2812.863037109375,22.877110450775255,0.4907619257767995,11.705820384387339,0.38860565423965454
KADID-10k,I20,/data/projectwork/swati_mam/kadid10k/images/I20_20_01.png,/data/projectwork/swati_mam/kadid10k/images/I20.png,Non-eccentricity patch,1,4.3,2800.339111328125,33.63890105945002,0.9758521517117819,3.696556931889879,0.006593698635697365
KADID-10k,I20,/data/projectwork/swati_mam/kadid10k/images/I20_20_02.png,/data/projectwork/swati_mam/kadid10k/images/I20.png,Non-eccentricity patch,2,4.2,2800.641357421875,27.248012756623055,0.9205411473910013,3.3391519470445825,0.046464867889881134
KADID-10k,I20,/data/projectwork/swati_mam/kadid10k/images/I20_20_03.png,/data/projectwork/swati_mam/kadid10k/images/I20.png,Non-eccentricity patch,3,4.03,2800.50439453125,32.081344742923584,0.9487971266110738,3.680882754742189,0.009336349554359913
KADID-10k,I20,/data/projectwork/swati_mam/kadid10k/images/I20_20_04.png,/data/projectwork/swati_mam/kadid10k/images/I20.png,Non-eccentricity patch,4,4.27,2800.978515625,27.605071743900087,0.9090589284896851,3.6789670043574585,0.03417990356683731
KADID-10k,I20,/data/projectwork/swati_mam/kadid10k/images/I20_20_05.png,/data/projectwork/swati_mam/kadid10k/images/I20.png,Non-eccentricity patch,5,3.3,2801.264404296875,26.083263205198612,0.8858093420664469,3.6900022868043023,0.053885772824287415
KADID-10k,I20,/data/projectwork/swati_mam/kadid10k/images/I20_21_01.png,/data/projectwork/swati_mam/kadid10k/images/I20.png,Pixelate,1,4.07,2799.209716796875,27.21118869901155,0.8104106982549032,4.5548992956432715,0.03403656184673309
KADID-10k,I20,/data/projectwork/swati_mam/kadid10k/images/I20_21_02.png,/data/projectwork/swati_mam/kadid10k/images/I20.png,Pixelate,2,3.3,2800.88916015625,26.518000787650987,0.7816738486289978,5.916258244162753,0.04067389667034149
KADID-10k,I20,/data/projectwork/swati_mam/kadid10k/images/I20_21_03.png,/data/projectwork/swati_mam/kadid10k/images/I20.png,Pixelate,3,3.1,2801.138427734375,26.97973557316451,0.7965614597002665,6.590186985896817,0.046586774289608
KADID-10k,I20,/data/projectwork/swati_mam/kadid10k/images/I20_21_04.png,/data/projectwork/swati_mam/kadid10k/images/I20.png,Pixelate,4,3.2,2801.289306640625,26.128096024939836,0.7561493515968323,6.875713219787592,0.05924355238676071
KADID-10k,I20,/data/projectwork/swati_mam/kadid10k/images/I20_21_05.png,/data/projectwork/swati_mam/kadid10k/images/I20.png,Pixelate,5,1.57,2799.346435546875,22.76810008680627,0.5546919703483582,12.50659707962534,0.15535883605480194
KADID-10k,I20,/data/projectwork/swati_mam/kadid10k/images/I20_22_01.png,/data/projectwork/swati_mam/kadid10k/images/I20.png,Quantization,1,3.7,2802.96337890625,32.08680899648651,0.952928384145101,4.156234499154767,0.006016458384692669
KADID-10k,I20,/data/projectwork/swati_mam/kadid10k/images/I20_22_02.png,/data/projectwork/swati_mam/kadid10k/images/I20.png,Quantization,2,3.57,2804.818359375,29.888385900629014,0.9319727222124735,5.123540222843182,0.010667075403034687
KADID-10k,I20,/data/projectwork/swati_mam/kadid10k/images/I20_22_03.png,/data/projectwork/swati_mam/kadid10k/images/I20.png,Quantization,3,3.3,2807.79736328125,28.173598343204592,0.8981161316235861,5.266229628777316,0.023500997573137283
KADID-10k,I20,/data/projectwork/swati_mam/kadid10k/images/I20_22_04.png,/data/projectwork/swati_mam/kadid10k/images/I20.png,Quantization,4,2.97,2810.215576171875,26.56017957666755,0.8670243422190348,5.613598322248887,0.03329238295555115
KADID-10k,I20,/data/projectwork/swati_mam/kadid10k/images/I20_22_05.png,/data/projectwork/swati_mam/kadid10k/images/I20.png,Quantization,5,2.67,2817.05224609375,23.278456125098288,0.7715727090835571,8.367894973409749,0.08072039484977722
KADID-10k,I20,/data/projectwork/swati_mam/kadid10k/images/I20_23_01.png,/data/projectwork/swati_mam/kadid10k/images/I20.png,Color block,1,3.03,2800.13525390625,22.38192836032721,0.9708630641301473,3.941576142889925,0.0734035074710846
KADID-10k,I20,/data/projectwork/swati_mam/kadid10k/images/I20_23_02.png,/data/projectwork/swati_mam/kadid10k/images/I20.png,Color block,2,2.03,2800.811279296875,25.67631123979302,0.9833646615346273,3.769762659830009,0.031238313764333725
KADID-10k,I20,/data/projectwork/swati_mam/kadid10k/images/I20_23_03.png,/data/projectwork/swati_mam/kadid10k/images/I20.png,Color block,3,2.37,2802.8828125,21.996257239954637,0.943621019522349,4.069793611076192,0.11778444051742554
KADID-10k,I20,/data/projectwork/swati_mam/kadid10k/images/I20_23_04.png,/data/projectwork/swati_mam/kadid10k/images/I20.png,Color block,4,2.17,2801.34326171875,23.0163206904253,0.9682433803876241,4.154703940202775,0.09974668174982071
KADID-10k,I20,/data/projectwork/swati_mam/kadid10k/images/I20_23_05.png,/data/projectwork/swati_mam/kadid10k/images/I20.png,Color block,5,2.03,2802.315185546875,20.108631861988655,0.946810265382131,3.70636760250816,0.09376424551010132
KADID-10k,I20,/data/projectwork/swati_mam/kadid10k/images/I20_24_01.png,/data/projectwork/swati_mam/kadid10k/images/I20.png,High sharpen,1,3.69,2799.19384765625,25.477176397786554,0.8535340030988058,4.794050008022092,0.06939276307821274
KADID-10k,I20,/data/projectwork/swati_mam/kadid10k/images/I20_24_02.png,/data/projectwork/swati_mam/kadid10k/images/I20.png,High sharpen,2,3.0,2799.187744140625,20.069674795156395,0.686208705107371,5.958491470349485,0.1472691148519516
KADID-10k,I20,/data/projectwork/swati_mam/kadid10k/images/I20_24_03.png,/data/projectwork/swati_mam/kadid10k/images/I20.png,High sharpen,3,2.17,2800.409423828125,17.101086057929386,0.5672426621119181,6.601082818923186,0.21111178398132324
KADID-10k,I20,/data/projectwork/swati_mam/kadid10k/images/I20_24_04.png,/data/projectwork/swati_mam/kadid10k/images/I20.png,High sharpen,4,1.53,2802.22216796875,12.669280609662103,0.3771871825059255,8.753920901330332,0.33286118507385254
KADID-10k,I20,/data/projectwork/swati_mam/kadid10k/images/I20_24_05.png,/data/projectwork/swati_mam/kadid10k/images/I20.png,High sharpen,5,1.37,2806.14306640625,9.625693862099164,0.25084689756234485,17.121821711451027,0.43281984329223633
KADID-10k,I20,/data/projectwork/swati_mam/kadid10k/images/I20_25_01.png,/data/projectwork/swati_mam/kadid10k/images/I20.png,Contrast change,1,2.97,2800.615234375,19.247388675650697,0.78506467739741,3.827647777207545,0.06838072836399078
KADID-10k,I20,/data/projectwork/swati_mam/kadid10k/images/I20_25_02.png,/data/projectwork/swati_mam/kadid10k/images/I20.png,Contrast change,2,3.73,2796.26123046875,22.31081136063196,0.8904809753100077,3.9376019173142494,0.03908728063106537
KADID-10k,I20,/data/projectwork/swati_mam/kadid10k/images/I20_25_03.png,/data/projectwork/swati_mam/kadid10k/images/I20.png,Contrast change,3,3.87,2797.386474609375,27.131456360571708,0.966092566649119,3.8680785239420827,0.015774568542838097
KADID-10k,I20,/data/projectwork/swati_mam/kadid10k/images/I20_25_04.png,/data/projectwork/swati_mam/kadid10k/images/I20.png,Contrast change,4,4.03,2803.8193359375,27.131456360571708,0.9727098743120829,3.7707851942028423,0.020609596744179726
KADID-10k,I20,/data/projectwork/swati_mam/kadid10k/images/I20_25_05.png,/data/projectwork/swati_mam/kadid10k/images/I20.png,Contrast change,5,3.0,2808.34619140625,21.14688272656266,0.8994867404301962,4.078302766246856,0.08628488332033157
KADID-10k,I21,/data/projectwork/swati_mam/kadid10k/images/I21_01_01.png,/data/projectwork/swati_mam/kadid10k/images/I21.png,Gaussian blur,1,4.7,2798.291748046875,inf,1.0,6.358688989539629,0.0
KADID-10k,I21,/data/projectwork/swati_mam/kadid10k/images/I21_01_02.png,/data/projectwork/swati_mam/kadid10k/images/I21.png,Gaussian blur,2,4.0,2795.07080078125,32.64220179159081,0.9664649963378906,5.347173344216202,0.055450037121772766
KADID-10k,I21,/data/projectwork/swati_mam/kadid10k/images/I21_01_03.png,/data/projectwork/swati_mam/kadid10k/images/I21.png,Gaussian blur,3,2.5,2793.7626953125,24.394914433635122,0.7297548850377401,7.121558028825453,0.39843645691871643
KADID-10k,I21,/data/projectwork/swati_mam/kadid10k/images/I21_01_04.png,/data/projectwork/swati_mam/kadid10k/images/I21.png,Gaussian blur,4,1.6,2799.133544921875,21.669235612383776,0.4834567407766978,8.337879897432293,0.6668192148208618
KADID-10k,I21,/data/projectwork/swati_mam/kadid10k/images/I21_01_05.png,/data/projectwork/swati_mam/kadid10k/images/I21.png,Gaussian blur,5,1.13,2816.38134765625,19.732368463929507,0.31351248423258465,12.397853652653446,0.9229150414466858
KADID-10k,I21,/data/projectwork/swati_mam/kadid10k/images/I21_02_01.png,/data/projectwork/swati_mam/kadid10k/images/I21.png,Lens blur,1,3.2,2793.405029296875,27.453601130640596,0.8759923378626505,5.9746742095683585,0.19164812564849854
KADID-10k,I21,/data/projectwork/swati_mam/kadid10k/images/I21_02_02.png,/data/projectwork/swati_mam/kadid10k/images/I21.png,Lens blur,2,2.4,2794.07080078125,23.165067731942578,0.6343273719151815,6.057717676601745,0.4712349772453308
KADID-10k,I21,/data/projectwork/swati_mam/kadid10k/images/I21_02_03.png,/data/projectwork/swati_mam/kadid10k/images/I21.png,Lens blur,3,1.33,2800.90234375,20.952392174149175,0.40145577987035114,7.784523830411473,0.6484158635139465
KADID-10k,I21,/data/projectwork/swati_mam/kadid10k/images/I21_02_04.png,/data/projectwork/swati_mam/kadid10k/images/I21.png,Lens blur,4,1.47,2808.695556640625,20.144120379288903,0.3362490137418111,10.23810914423926,0.7668009996414185
KADID-10k,I21,/data/projectwork/swati_mam/kadid10k/images/I21_02_05.png,/data/projectwork/swati_mam/kadid10k/images/I21.png,Lens blur,5,1.27,2814.290283203125,19.621645465142166,0.2993203004201253,12.45330439244365,0.8497194051742554
KADID-10k,I21,/data/projectwork/swati_mam/kadid10k/images/I21_03_01.png,/data/projectwork/swati_mam/kadid10k/images/I21.png,Motion blur,1,4.7,2798.291748046875,inf,1.0,6.358688989539629,0.0
KADID-10k,I21,/data/projectwork/swati_mam/kadid10k/images/I21_03_02.png,/data/projectwork/swati_mam/kadid10k/images/I21.png,Motion blur,2,3.6,2793.6435546875,29.488273631829294,0.9252883593241373,6.65768876850753,0.12348724156618118
KADID-10k,I21,/data/projectwork/swati_mam/kadid10k/images/I21_03_03.png,/data/projectwork/swati_mam/kadid10k/images/I21.png,Motion blur,3,2.23,2794.117919921875,24.789108457836694,0.7693330844243368,8.182773473043671,0.31970712542533875
KADID-10k,I21,/data/projectwork/swati_mam/kadid10k/images/I21_03_04.png,/data/projectwork/swati_mam/kadid10k/images/I21.png,Motion blur,4,1.9,2794.930419921875,22.659164837341272,0.6143847306569418,5.126185866754734,0.44479334354400635
KADID-10k,I21,/data/projectwork/swati_mam/kadid10k/images/I21_03_05.png,/data/projectwork/swati_mam/kadid10k/images/I21.png,Motion blur,5,1.53,2796.983642578125,21.608992203917392,0.5328793923060099,6.9148082137662,0.5489388108253479
KADID-10k,I21,/data/projectwork/swati_mam/kadid10k/images/I21_04_01.png,/data/projectwork/swati_mam/kadid10k/images/I21.png,Color diffusion,1,4.43,2798.062255859375,39.669903305900974,0.993315597375234,6.243446159124529,0.026025665923953056
KADID-10k,I21,/data/projectwork/swati_mam/kadid10k/images/I21_04_02.png,/data/projectwork/swati_mam/kadid10k/images/I21.png,Color diffusion,2,2.8,2799.464111328125,21.504094901170248,0.8876306017239889,6.221605471482628,0.09907308220863342
KADID-10k,I21,/data/projectwork/swati_mam/kadid10k/images/I21_04_03.png,/data/projectwork/swati_mam/kadid10k/images/I21.png,Color diffusion,3,1.9,2806.155029296875,16.16451868185587,0.7518446842829386,5.7261015622179885,0.24166598916053772
KADID-10k,I21,/data/projectwork/swati_mam/kadid10k/images/I21_04_04.png,/data/projectwork/swati_mam/kadid10k/images/I21.png,Color diffusion,4,1.67,2807.413330078125,14.416841202492762,0.6777882774670919,5.898571366163372,0.3119909465312958
KADID-10k,I21,/data/projectwork/swati_mam/kadid10k/images/I21_04_05.png,/data/projectwork/swati_mam/kadid10k/images/I21.png,Color diffusion,5,1.27,2806.831787109375,12.25180166179191,0.5741629004478455,5.87785826678526,0.41697433590888977
KADID-10k,I21,/data/projectwork/swati_mam/kadid10k/images/I21_05_01.png,/data/projectwork/swati_mam/kadid10k/images/I21.png,Color shift,1,3.77,2799.14404296875,28.961702414577196,0.965925912062327,6.604100094912228,0.0690750777721405
KADID-10k,I21,/data/projectwork/swati_mam/kadid10k/images/I21_05_02.png,/data/projectwork/swati_mam/kadid10k/images/I21.png,Color shift,2,2.33,2799.54248046875,27.949055954107944,0.9581215381622314,7.132654345295576,0.10797359049320221
KADID-10k,I21,/data/projectwork/swati_mam/kadid10k/images/I21_05_03.png,/data/projectwork/swati_mam/kadid10k/images/I21.png,Color shift,3,1.93,2800.017333984375,26.833455920957103,0.9511470794677734,6.525591196731076,0.14750276505947113
KADID-10k,I21,/data/projectwork/swati_mam/kadid10k/images/I21_05_04.png,/data/projectwork/swati_mam/kadid10k/images/I21.png,Color shift,4,1.77,2799.0888671875,26.36477828951834,0.9472777843475342,6.759981578055742,0.1702037900686264
KADID-10k,I21,/data/projectwork/swati_mam/kadid10k/images/I21_05_05.png,/data/projectwork/swati_mam/kadid10k/images/I21.png,Color shift,5,1.93,2799.29443359375,25.76291307524037,0.9459064801534017,6.15073651857201,0.18121173977851868
KADID-10k,I21,/data/projectwork/swati_mam/kadid10k/images/I21_06_01.png,/data/projectwork/swati_mam/kadid10k/images/I21.png,Color quantization,1,4.03,2805.517578125,25.830741590005243,0.8675017952919006,9.434783884204874,0.03666536137461662
KADID-10k,I21,/data/projectwork/swati_mam/kadid10k/images/I21_06_02.png,/data/projectwork/swati_mam/kadid10k/images/I21.png,Color quantization,2,4.23,2806.088623046875,25.405018722406012,0.8422769904136658,10.038951499063943,0.04439813643693924
KADID-10k,I21,/data/projectwork/swati_mam/kadid10k/images/I21_06_03.png,/data/projectwork/swati_mam/kadid10k/images/I21.png,Color quantization,3,3.63,2806.539794921875,24.944187298076336,0.8182807564735413,9.986349400309654,0.06424693763256073
KADID-10k,I21,/data/projectwork/swati_mam/kadid10k/images/I21_06_04.png,/data/projectwork/swati_mam/kadid10k/images/I21.png,Color quantization,4,3.43,2807.64111328125,20.749693096285714,0.7050765951474508,12.873665955545198,0.15436400473117828
KADID-10k,I21,/data/projectwork/swati_mam/kadid10k/images/I21_06_05.png,/data/projectwork/swati_mam/kadid10k/images/I21.png,Color quantization,5,2.3,2816.021484375,17.44922421147452,0.5192605058352152,16.955043110990424,0.30960720777511597
KADID-10k,I21,/data/projectwork/swati_mam/kadid10k/images/I21_07_01.png,/data/projectwork/swati_mam/kadid10k/images/I21.png,Color saturation 1,1,2.7,2800.274658203125,26.884539450941546,0.9789573947588602,5.724982753545726,0.0788620188832283
KADID-10k,I21,/data/projectwork/swati_mam/kadid10k/images/I21_07_02.png,/data/projectwork/swati_mam/kadid10k/images/I21.png,Color saturation 1,2,2.43,2801.72900390625,24.39842083597014,0.9677019715309143,5.604887267695444,0.13568097352981567
KADID-10k,I21,/data/projectwork/swati_mam/kadid10k/images/I21_07_03.png,/data/projectwork/swati_mam/kadid10k/images/I21.png,Color saturation 1,3,2.57,2802.883056640625,23.362840988953412,0.9616771936416626,5.543344232615743,0.16172286868095398
KADID-10k,I21,/data/projectwork/swati_mam/kadid10k/images/I21_07_04.png,/data/projectwork/swati_mam/kadid10k/images/I21.png,Color saturation 1,4,2.07,2803.836669921875,22.45533335015856,0.9558077653249105,5.484611259593038,0.18170295655727386
KADID-10k,I21,/data/projectwork/swati_mam/kadid10k/images/I21_07_05.png,/data/projectwork/swati_mam/kadid10k/images/I21.png,Color saturation 1,5,2.07,2802.579345703125,21.755965522690826,0.9298665523529053,4.998530958021698,0.1986006796360016
KADID-10k,I21,/data/projectwork/swati_mam/kadid10k/images/I21_08_01.png,/data/projectwork/swati_mam/kadid10k/images/I21.png,Color saturation 2,1,4.37,2798.291748046875,inf,1.0,6.358688989539629,0.0
KADID-10k,I21,/data/projectwork/swati_mam/kadid10k/images/I21_08_02.png,/data/projectwork/swati_mam/kadid10k/images/I21.png,Color saturation 2,2,3.4,2798.598876953125,25.9458552470093,0.9517461657524109,6.212499290806908,0.06696396321058273
KADID-10k,I21,/data/projectwork/swati_mam/kadid10k/images/I21_08_03.png,/data/projectwork/swati_mam/kadid10k/images/I21.png,Color saturation 2,3,3.1,2801.681396484375,20.499482711137965,0.8687419692675272,5.647931109527917,0.1515299528837204
KADID-10k,I21,/data/projectwork/swati_mam/kadid10k/images/I21_08_04.png,/data/projectwork/swati_mam/kadid10k/images/I21.png,Color saturation 2,4,2.2,2807.577880859375,15.858442825580457,0.7177013158798218,5.805250746969061,0.318013459444046
KADID-10k,I21,/data/projectwork/swati_mam/kadid10k/images/I21_08_05.png,/data/projectwork/swati_mam/kadid10k/images/I21.png,Color saturation 2,5,1.43,2810.471923828125,13.869393659106258,0.6069918672243754,5.278753911944257,0.4111597537994385
KADID-10k,I21,/data/projectwork/swati_mam/kadid10k/images/I21_09_01.png,/data/projectwork/swati_mam/kadid10k/images/I21.png,JPEG2000,1,4.6,2797.690185546875,32.693903258445566,0.925187905629476,6.688430965328139,0.05410691350698471
KADID-10k,I21,/data/projectwork/swati_mam/kadid10k/images/I21_09_02.png,/data/projectwork/swati_mam/kadid10k/images/I21.png,JPEG2000,2,3.43,2796.795654296875,27.359344920609008,0.8118859132130941,8.703057431696234,0.1664627194404602
KADID-10k,I21,/data/projectwork/swati_mam/kadid10k/images/I21_09_03.png,/data/projectwork/swati_mam/kadid10k/images/I21.png,JPEG2000,3,2.17,2794.942626953125,25.71574341054379,0.724932074546814,9.768280575558764,0.2916063666343689
KADID-10k,I21,/data/projectwork/swati_mam/kadid10k/images/I21_09_04.png,/data/projectwork/swati_mam/kadid10k/images/I21.png,JPEG2000,4,1.87,2794.1259765625,22.537129545399512,0.5428356528282166,9.943905240005806,0.5060651302337646
KADID-10k,I21,/data/projectwork/swati_mam/kadid10k/images/I21_09_05.png,/data/projectwork/swati_mam/kadid10k/images/I21.png,JPEG2000,5,1.27,2797.730224609375,20.581859020699266,0.3941916227340698,13.186149989408122,0.801994264125824
KADID-10k,I21,/data/projectwork/swati_mam/kadid10k/images/I21_10_01.png,/data/projectwork/swati_mam/kadid10k/images/I21.png,JPEG,1,4.23,2797.510009765625,27.934559203865806,0.8648830056190491,6.682523199571144,0.0681491494178772
KADID-10k,I21,/data/projectwork/swati_mam/kadid10k/images/I21_10_02.png,/data/projectwork/swati_mam/kadid10k/images/I21.png,JPEG,2,3.9,2797.867431640625,27.323390858302552,0.8493322928746542,6.772698767896993,0.08485080301761627
KADID-10k,I21,/data/projectwork/swati_mam/kadid10k/images/I21_10_03.png,/data/projectwork/swati_mam/kadid10k/images/I21.png,JPEG,3,3.53,2796.602294921875,25.920780093060035,0.8044877250989279,7.287351409003401,0.14361561834812164
KADID-10k,I21,/data/projectwork/swati_mam/kadid10k/images/I21_10_04.png,/data/projectwork/swati_mam/kadid10k/images/I21.png,JPEG,4,1.93,2798.08349609375,22.390850192133875,0.6019136508305868,9.383196961255901,0.3595658540725708
KADID-10k,I21,/data/projectwork/swati_mam/kadid10k/images/I21_10_05.png,/data/projectwork/swati_mam/kadid10k/images/I21.png,JPEG,5,1.17,2805.010009765625,20.8105058361172,0.4939669768015544,12.912627512128182,0.4560648500919342
KADID-10k,I21,/data/projectwork/swati_mam/kadid10k/images/I21_11_01.png,/data/projectwork/swati_mam/kadid10k/images/I21.png,White noise,1,3.53,2806.030029296875,30.056006113072947,0.8647852738698324,7.199306409380404,0.03662944585084915
KADID-10k,I21,/data/projectwork/swati_mam/kadid10k/images/I21_11_02.png,/data/projectwork/swati_mam/kadid10k/images/I21.png,White noise,2,3.33,2808.806884765625,27.08696964941297,0.7834448019663492,8.285621246013557,0.07878108322620392
KADID-10k,I21,/data/projectwork/swati_mam/kadid10k/images/I21_11_03.png,/data/projectwork/swati_mam/kadid10k/images/I21.png,White noise,3,2.87,2811.161865234375,25.36696664087171,0.7243610421816508,8.1902192697731,0.114671990275383
KADID-10k,I21,/data/projectwork/swati_mam/kadid10k/images/I21_11_04.png,/data/projectwork/swati_mam/kadid10k/images/I21.png,White noise,4,2.3,2813.697998046875,23.220862850906194,0.6408192118008932,10.95875814170221,0.1938054859638214
KADID-10k,I21,/data/projectwork/swati_mam/kadid10k/images/I21_11_05.png,/data/projectwork/swati_mam/kadid10k/images/I21.png,White noise,5,2.2,2818.570556640625,20.35605445005047,0.5144174893697103,11.607984569524225,0.3370012938976288
KADID-10k,I21,/data/projectwork/swati_mam/kadid10k/images/I21_12_01.png,/data/projectwork/swati_mam/kadid10k/images/I21.png,White noise in color component,1,4.03,2801.952880859375,34.17809301746511,0.9376327991485596,6.287287249717206,0.012205181643366814
KADID-10k,I21,/data/projectwork/swati_mam/kadid10k/images/I21_12_02.png,/data/projectwork/swati_mam/kadid10k/images/I21.png,White noise in color component,2,3.47,2808.265869140625,27.285547879254054,0.7937222917874655,8.061254133549818,0.06967851519584656
KADID-10k,I21,/data/projectwork/swati_mam/kadid10k/images/I21_12_03.png,/data/projectwork/swati_mam/kadid10k/images/I21.png,White noise in color component,3,2.9,2811.296875,24.343008227208912,0.6927146315574646,9.255819843014761,0.15235161781311035
KADID-10k,I21,/data/projectwork/swati_mam/kadid10k/images/I21_12_04.png,/data/projectwork/swati_mam/kadid10k/images/I21.png,White noise in color component,4,2.63,2815.222900390625,21.463446800286683,0.5730376541614532,9.06820745783021,0.27656030654907227
KADID-10k,I21,/data/projectwork/swati_mam/kadid10k/images/I21_12_05.png,/data/projectwork/swati_mam/kadid10k/images/I21.png,White noise in color component,5,2.13,2816.81298828125,19.82332030491531,0.5008456309636434,9.29393433521242,0.4002908170223236
KADID-10k,I21,/data/projectwork/swati_mam/kadid10k/images/I21_13_01.png,/data/projectwork/swati_mam/kadid10k/images/I21.png,Impulse noise,1,3.03,2799.131591796875,34.61001589853918,0.9826310674349467,6.231352565289726,0.015223084017634392
KADID-10k,I21,/data/projectwork/swati_mam/kadid10k/images/I21_13_02.png,/data/projectwork/swati_mam/kadid10k/images/I21.png,Impulse noise,2,2.73,2804.33203125,28.17131536215711,0.928342322508494,6.761423975935269,0.06543806195259094
KADID-10k,I21,/data/projectwork/swati_mam/kadid10k/images/I21_13_03.png,/data/projectwork/swati_mam/kadid10k/images/I21.png,Impulse noise,3,2.53,2808.30712890625,25.215615677550574,0.8651866912841797,8.681179293696163,0.12261314690113068
KADID-10k,I21,/data/projectwork/swati_mam/kadid10k/images/I21_13_04.png,/data/projectwork/swati_mam/kadid10k/images/I21.png,Impulse noise,4,1.93,2814.0927734375,21.86532431077446,0.7460090120633444,10.90767814004605,0.25066372752189636
KADID-10k,I21,/data/projectwork/swati_mam/kadid10k/images/I21_13_05.png,/data/projectwork/swati_mam/kadid10k/images/I21.png,Impulse noise,5,1.87,2816.65625,20.189371315882827,0.6574587027231852,13.30126216453099,0.3588857054710388
KADID-10k,I21,/data/projectwork/swati_mam/kadid10k/images/I21_14_01.png,/data/projectwork/swati_mam/kadid10k/images/I21.png,Multiplicative noise,1,4.47,2799.02734375,39.19207649520653,0.9808969100316366,6.374085301119667,0.003114026738330722
KADID-10k,I21,/data/projectwork/swati_mam/kadid10k/images/I21_14_02.png,/data/projectwork/swati_mam/kadid10k/images/I21.png,Multiplicative noise,2,3.52,2802.011962890625,32.275770836846206,0.9272975921630859,6.0424494215699465,0.018268009647727013
KADID-10k,I21,/data/projectwork/swati_mam/kadid10k/images/I21_14_03.png,/data/projectwork/swati_mam/kadid10k/images/I21.png,Multiplicative noise,3,3.07,2804.106201171875,29.271698484927697,0.8793430328369141,6.804948189977094,0.036123886704444885
