dataset,image_id,ref_id,distorted_path,ref_path,distortion_type,distortion_code,severity_or_level,mos_or_dmos,split,distorted_path_original,group_B,EA_tsne_x,EA_tsne_y,EH_tsne_x,EH_tsne_y
KADID-10k,I27_19_03,I27,/data/projectwork/swati_mam/new model data/kadid10k/images/I27_19_03.png,/data/projectwork/swati_mam/kadid10k/images/I27.png,Jitter,,3.0,2.5,val,/data/projectwork/swati_mam/kadid10k/images/I27_19_03.png,other,-36.38712,16.773916,-24.477222,23.427097
KADID-10k,I27_19_04,I27,/data/projectwork/swati_mam/new model data/kadid10k/images/I27_19_04.png,/data/projectwork/swati_mam/kadid10k/images/I27.png,Jitter,,4.0,1.53,val,/data/projectwork/swati_mam/kadid10k/images/I27_19_04.png,other,-40.034565,15.273409,-20.988775,17.615871
KADID-10k,I27_19_05,I27,/data/projectwork/swati_mam/new model data/kadid10k/images/I27_19_05.png,/data/projectwork/swati_mam/kadid10k/images/I27.png,Jitter,,5.0,1.1,val,/data/projectwork/swati_mam/kadid10k/images/I27_19_05.png,other,-54.36725,6.779722,-21.79112,3.056712
KADID-10k,I27_20_01,I27,/data/projectwork/swati_mam/new model data/kadid10k/images/I27_20_01.png,/data/projectwork/swati_mam/kadid10k/images/I27.png,Non-eccentricity patch,,1.0,4.53,val,/data/projectwork/swati_mam/kadid10k/images/I27_20_01.png,other,-12.182288,37.83095,-24.77795,28.612177
KADID-10k,I27_20_02,I27,/data/projectwork/swati_mam/new model data/kadid10k/images/I27_20_02.png,/data/projectwork/swati_mam/kadid10k/images/I27.png,Non-eccentricity patch,,2.0,2.77,val,/data/projectwork/swati_mam/kadid10k/images/I27_20_02.png,other,-10.848333,37.49821,-24.934525,28.784952
KADID-10k,I27_20_03,I27,/data/projectwork/swati_mam/new model data/kadid10k/images/I27_20_03.png,/data/projectwork/swati_mam/kadid10k/images/I27.png,Non-eccentricity patch,,3.0,3.47,val,/data/projectwork/swati_mam/kadid10k/images/I27_20_03.png,other,-11.355807,38.204712,-24.425303,30.453087
KADID-10k,I27_20_04,I27,/data/projectwork/swati_mam/new model data/kadid10k/images/I27_20_04.png,/data/projectwork/swati_mam/kadid10k/images/I27.png,Non-eccentricity patch,,4.0,2.23,val,/data/projectwork/swati_mam/kadid10k/images/I27_20_04.png,other,-11.159037,38.251827,-24.150293,28.5969
KADID-10k,I27_20_05,I27,/data/projectwork/swati_mam/new model data/kadid10k/images/I27_20_05.png,/data/projectwork/swati_mam/kadid10k/images/I27.png,Non-eccentricity patch,,5.0,2.47,val,/data/projectwork/swati_mam/kadid10k/images/I27_20_05.png,other,-10.448881,38.51087,-23.511915,28.355032
KADID-10k,I27_21_01,I27,/data/projectwork/swati_mam/new model data/kadid10k/images/I27_21_01.png,/data/projectwork/swati_mam/kadid10k/images/I27.png,Pixelate,,1.0,3.47,val,/data/projectwork/swati_mam/kadid10k/images/I27_21_01.png,other,-12.337674,37.783478,-26.24824,27.803036
KADID-10k,I27_21_02,I27,/data/projectwork/swati_mam/new model data/kadid10k/images/I27_21_02.png,/data/projectwork/swati_mam/kadid10k/images/I27.png,Pixelate,,2.0,2.13,val,/data/projectwork/swati_mam/kadid10k/images/I27_21_02.png,other,-11.798313,38.989887,-24.05435,27.507103
KADID-10k,I27_21_03,I27,/data/projectwork/swati_mam/new model data/kadid10k/images/I27_21_03.png,/data/projectwork/swati_mam/kadid10k/images/I27.png,Pixelate,,3.0,2.37,val,/data/projectwork/swati_mam/kadid10k/images/I27_21_03.png,other,-13.189835,38.985138,-26.082123,30.672493
KADID-10k,I27_21_04,I27,/data/projectwork/swati_mam/new model data/kadid10k/images/I27_21_04.png,/data/projectwork/swati_mam/kadid10k/images/I27.png,Pixelate,,4.0,1.84,val,/data/projectwork/swati_mam/kadid10k/images/I27_21_04.png,other,-13.057374,39.553093,-26.398445,27.790766
KADID-10k,I27_21_05,I27,/data/projectwork/swati_mam/new model data/kadid10k/images/I27_21_05.png,/data/projectwork/swati_mam/kadid10k/images/I27.png,Pixelate,,5.0,1.17,val,/data/projectwork/swati_mam/kadid10k/images/I27_21_05.png,other,-9.987686,38.605034,-26.129435,32.230053
KADID-10k,I27_22_01,I27,/data/projectwork/swati_mam/new model data/kadid10k/images/I27_22_01.png,/data/projectwork/swati_mam/kadid10k/images/I27.png,Quantization,,1.0,3.9,val,/data/projectwork/swati_mam/kadid10k/images/I27_22_01.png,other,-10.629389,36.31647,-24.417585,26.598928
KADID-10k,I27_22_02,I27,/data/projectwork/swati_mam/new model data/kadid10k/images/I27_22_02.png,/data/projectwork/swati_mam/kadid10k/images/I27.png,Quantization,,2.0,3.7,val,/data/projectwork/swati_mam/kadid10k/images/I27_22_02.png,other,-10.378096,35.808792,-23.997618,26.930532
KADID-10k,I27_22_03,I27,/data/projectwork/swati_mam/new model data/kadid10k/images/I27_22_03.png,/data/projectwork/swati_mam/kadid10k/images/I27.png,Quantization,,3.0,3.4,val,/data/projectwork/swati_mam/kadid10k/images/I27_22_03.png,other,-10.304316,35.657112,-23.543032,26.138216
KADID-10k,I27_22_04,I27,/data/projectwork/swati_mam/new model data/kadid10k/images/I27_22_04.png,/data/projectwork/swati_mam/kadid10k/images/I27.png,Quantization,,4.0,2.2,val,/data/projectwork/swati_mam/kadid10k/images/I27_22_04.png,other,-2.8433995,29.620743,-22.660975,26.417072
KADID-10k,I27_22_05,I27,/data/projectwork/swati_mam/new model data/kadid10k/images/I27_22_05.png,/data/projectwork/swati_mam/kadid10k/images/I27.png,Quantization,,5.0,1.97,val,/data/projectwork/swati_mam/kadid10k/images/I27_22_05.png,other,-2.0501838,29.747183,-21.174988,23.466732
KADID-10k,I27_23_01,I27,/data/projectwork/swati_mam/new model data/kadid10k/images/I27_23_01.png,/data/projectwork/swati_mam/kadid10k/images/I27.png,Color block,,1.0,2.53,val,/data/projectwork/swati_mam/kadid10k/images/I27_23_01.png,other,-11.57183,37.871105,-24.53433,29.574493
KADID-10k,I27_23_02,I27,/data/projectwork/swati_mam/new model data/kadid10k/images/I27_23_02.png,/data/projectwork/swati_mam/kadid10k/images/I27.png,Color block,,2.0,2.4,val,/data/projectwork/swati_mam/kadid10k/images/I27_23_02.png,other,-12.154188,39.76358,-25.08968,25.22409
KADID-10k,I27_23_03,I27,/data/projectwork/swati_mam/new model data/kadid10k/images/I27_23_03.png,/data/projectwork/swati_mam/kadid10k/images/I27.png,Color block,,3.0,2.47,val,/data/projectwork/swati_mam/kadid10k/images/I27_23_03.png,other,-13.027673,38.06505,-25.016918,29.739836
KADID-10k,I27_23_04,I27,/data/projectwork/swati_mam/new model data/kadid10k/images/I27_23_04.png,/data/projectwork/swati_mam/kadid10k/images/I27.png,Color block,,4.0,2.33,val,/data/projectwork/swati_mam/kadid10k/images/I27_23_04.png,other,-13.691986,38.153538,-24.957644,27.441845
KADID-10k,I27_23_05,I27,/data/projectwork/swati_mam/new model data/kadid10k/images/I27_23_05.png,/data/projectwork/swati_mam/kadid10k/images/I27.png,Color block,,5.0,2.13,val,/data/projectwork/swati_mam/kadid10k/images/I27_23_05.png,other,-12.789778,39.514744,-24.432611,31.725618
KADID-10k,I27_24_01,I27,/data/projectwork/swati_mam/new model data/kadid10k/images/I27_24_01.png,/data/projectwork/swati_mam/kadid10k/images/I27.png,High sharpen,,1.0,2.83,val,/data/projectwork/swati_mam/kadid10k/images/I27_24_01.png,HF/sharpen,30.157156,-4.4424644,-22.442413,31.737982
KADID-10k,I27_24_02,I27,/data/projectwork/swati_mam/new model data/kadid10k/images/I27_24_02.png,/data/projectwork/swati_mam/kadid10k/images/I27.png,High sharpen,,2.0,2.1,val,/data/projectwork/swati_mam/kadid10k/images/I27_24_02.png,HF/sharpen,37.4251,1.0717373,-22.124798,31.681242
KADID-10k,I27_24_03,I27,/data/projectwork/swati_mam/new model data/kadid10k/images/I27_24_03.png,/data/projectwork/swati_mam/kadid10k/images/I27.png,High sharpen,,3.0,1.67,val,/data/projectwork/swati_mam/kadid10k/images/I27_24_03.png,HF/sharpen,39.558475,3.3485484,-21.992332,31.64981
KADID-10k,I27_24_04,I27,/data/projectwork/swati_mam/new model data/kadid10k/images/I27_24_04.png,/data/projectwork/swati_mam/kadid10k/images/I27.png,High sharpen,,4.0,1.37,val,/data/projectwork/swati_mam/kadid10k/images/I27_24_04.png,HF/sharpen,42.825523,6.972774,-21.80427,31.600735
KADID-10k,I27_24_05,I27,/data/projectwork/swati_mam/new model data/kadid10k/images/I27_24_05.png,/data/projectwork/swati_mam/kadid10k/images/I27.png,High sharpen,,5.0,1.13,val,/data/projectwork/swati_mam/kadid10k/images/I27_24_05.png,HF/sharpen,45.897144,10.482457,-21.614595,31.533659
KADID-10k,I27_25_01,I27,/data/projectwork/swati_mam/new model data/kadid10k/images/I27_25_01.png,/data/projectwork/swati_mam/kadid10k/images/I27.png,Contrast change,,1.0,3.23,val,/data/projectwork/swati_mam/kadid10k/images/I27_25_01.png,other,15.7137985,-4.8569303,-21.251865,23.407787
KADID-10k,I27_25_02,I27,/data/projectwork/swati_mam/new model data/kadid10k/images/I27_25_02.png,/data/projectwork/swati_mam/kadid10k/images/I27.png,Contrast change,,2.0,3.73,val,/data/projectwork/swati_mam/kadid10k/images/I27_25_02.png,other,13.731282,-4.7666073,-22.800669,28.309492
KADID-10k,I27_25_03,I27,/data/projectwork/swati_mam/new model data/kadid10k/images/I27_25_03.png,/data/projectwork/swati_mam/kadid10k/images/I27.png,Contrast change,,3.0,4.03,val,/data/projectwork/swati_mam/kadid10k/images/I27_25_03.png,other,-1.8248147,31.762466,-23.927794,29.772766
KADID-10k,I27_25_04,I27,/data/projectwork/swati_mam/new model data/kadid10k/images/I27_25_04.png,/data/projectwork/swati_mam/kadid10k/images/I27.png,Contrast change,,4.0,4.0,val,/data/projectwork/swati_mam/kadid10k/images/I27_25_04.png,other,-29.59968,22.291561,-24.842371,26.137115
KADID-10k,I27_25_05,I27,/data/projectwork/swati_mam/new model data/kadid10k/images/I27_25_05.png,/data/projectwork/swati_mam/kadid10k/images/I27.png,Contrast change,,5.0,3.07,val,/data/projectwork/swati_mam/kadid10k/images/I27_25_05.png,other,-39.44705,14.898199,-23.876554,22.647215
KADID-10k,I28_01_01,I28,/data/projectwork/swati_mam/new model data/kadid10k/images/I28_01_01.png,/data/projectwork/swati_mam/kadid10k/images/I28.png,Gaussian blur,,1.0,4.57,val,/data/projectwork/swati_mam/kadid10k/images/I28_01_01.png,blur,8.813082,3.0563629,-47.932137,15.78127
KADID-10k,I28_01_02,I28,/data/projectwork/swati_mam/new model data/kadid10k/images/I28_01_02.png,/data/projectwork/swati_mam/kadid10k/images/I28.png,Gaussian blur,,2.0,4.68,val,/data/projectwork/swati_mam/kadid10k/images/I28_01_02.png,blur,4.5697393,6.194994,-46.217674,15.3742485
KADID-10k,I28_01_03,I28,/data/projectwork/swati_mam/new model data/kadid10k/images/I28_01_03.png,/data/projectwork/swati_mam/kadid10k/images/I28.png,Gaussian blur,,3.0,4.0,val,/data/projectwork/swati_mam/kadid10k/images/I28_01_03.png,blur,-3.6120503,9.729329,-44.312656,13.745662
KADID-10k,I28_01_04,I28,/data/projectwork/swati_mam/new model data/kadid10k/images/I28_01_04.png,/data/projectwork/swati_mam/kadid10k/images/I28.png,Gaussian blur,,4.0,2.19,val,/data/projectwork/swati_mam/kadid10k/images/I28_01_04.png,blur,-26.437084,7.561132,-32.984737,6.125817
KADID-10k,I28_01_05,I28,/data/projectwork/swati_mam/new model data/kadid10k/images/I28_01_05.png,/data/projectwork/swati_mam/kadid10k/images/I28.png,Gaussian blur,,5.0,1.37,val,/data/projectwork/swati_mam/kadid10k/images/I28_01_05.png,blur,-59.94017,4.7651057,-32.665417,1.2570353
KADID-10k,I28_02_01,I28,/data/projectwork/swati_mam/new model data/kadid10k/images/I28_02_01.png,/data/projectwork/swati_mam/kadid10k/images/I28.png,Lens blur,,1.0,4.23,val,/data/projectwork/swati_mam/kadid10k/images/I28_02_01.png,blur,2.6773686,7.198863,-45.170025,14.880007
KADID-10k,I28_02_02,I28,/data/projectwork/swati_mam/new model data/kadid10k/images/I28_02_02.png,/data/projectwork/swati_mam/kadid10k/images/I28.png,Lens blur,,2.0,3.2,val,/data/projectwork/swati_mam/kadid10k/images/I28_02_02.png,blur,-4.363722,9.926844,-44.18208,13.524492
KADID-10k,I28_02_03,I28,/data/projectwork/swati_mam/new model data/kadid10k/images/I28_02_03.png,/data/projectwork/swati_mam/kadid10k/images/I28.png,Lens blur,,3.0,1.93,val,/data/projectwork/swati_mam/kadid10k/images/I28_02_03.png,blur,-26.964878,7.264591,-32.894375,5.9241495
KADID-10k,I28_02_04,I28,/data/projectwork/swati_mam/new model data/kadid10k/images/I28_02_04.png,/data/projectwork/swati_mam/kadid10k/images/I28.png,Lens blur,,4.0,1.67,val,/data/projectwork/swati_mam/kadid10k/images/I28_02_04.png,blur,-50.810173,4.328392,-32.5044,4.976283
KADID-10k,I28_02_05,I28,/data/projectwork/swati_mam/new model data/kadid10k/images/I28_02_05.png,/data/projectwork/swati_mam/kadid10k/images/I28.png,Lens blur,,5.0,1.57,val,/data/projectwork/swati_mam/kadid10k/images/I28_02_05.png,blur,-59.866383,4.8490024,-32.25313,4.6369047
KADID-10k,I28_03_01,I28,/data/projectwork/swati_mam/new model data/kadid10k/images/I28_03_01.png,/data/projectwork/swati_mam/kadid10k/images/I28.png,Motion blur,,1.0,4.47,val,/data/projectwork/swati_mam/kadid10k/images/I28_03_01.png,blur,8.6866665,2.8612146,-47.932137,15.78127
KADID-10k,I28_03_02,I28,/data/projectwork/swati_mam/new model data/kadid10k/images/I28_03_02.png,/data/projectwork/swati_mam/kadid10k/images/I28.png,Motion blur,,2.0,4.43,val,/data/projectwork/swati_mam/kadid10k/images/I28_03_02.png,blur,3.5389488,6.690848,-45.01238,15.17153
KADID-10k,I28_03_03,I28,/data/projectwork/swati_mam/new model data/kadid10k/images/I28_03_03.png,/data/projectwork/swati_mam/kadid10k/images/I28.png,Motion blur,,3.0,3.9,val,/data/projectwork/swati_mam/kadid10k/images/I28_03_03.png,blur,1.6718764,7.759365,-44.79197,14.250351
KADID-10k,I28_03_04,I28,/data/projectwork/swati_mam/new model data/kadid10k/images/I28_03_04.png,/data/projectwork/swati_mam/kadid10k/images/I28.png,Motion blur,,4.0,2.73,val,/data/projectwork/swati_mam/kadid10k/images/I28_03_04.png,blur,-5.0221424,10.059233,-44.819984,12.571989
KADID-10k,I28_03_05,I28,/data/projectwork/swati_mam/new model data/kadid10k/images/I28_03_05.png,/data/projectwork/swati_mam/kadid10k/images/I28.png,Motion blur,,5.0,2.17,val,/data/projectwork/swati_mam/kadid10k/images/I28_03_05.png,blur,-26.989336,7.28366,-32.956757,6.237801
KADID-10k,I28_04_01,I28,/data/projectwork/swati_mam/new model data/kadid10k/images/I28_04_01.png,/data/projectwork/swati_mam/kadid10k/images/I28.png,Color diffusion,,1.0,4.17,val,/data/projectwork/swati_mam/kadid10k/images/I28_04_01.png,other,-4.5509925,9.985335,-44.094044,21.528036
KADID-10k,I28_04_02,I28,/data/projectwork/swati_mam/new model data/kadid10k/images/I28_04_02.png,/data/projectwork/swati_mam/kadid10k/images/I28.png,Color diffusion,,2.0,2.43,val,/data/projectwork/swati_mam/kadid10k/images/I28_04_02.png,other,7.3534613,14.240925,-40.59063,3.0923448
KADID-10k,I28_04_03,I28,/data/projectwork/swati_mam/new model data/kadid10k/images/I28_04_03.png,/data/projectwork/swati_mam/kadid10k/images/I28.png,Color diffusion,,3.0,1.5,val,/data/projectwork/swati_mam/kadid10k/images/I28_04_03.png,other,4.780297,16.468964,-40.18306,-1.2159501
KADID-10k,I28_04_04,I28,/data/projectwork/swati_mam/new model data/kadid10k/images/I28_04_04.png,/data/projectwork/swati_mam/kadid10k/images/I28.png,Color diffusion,,4.0,1.33,val,/data/projectwork/swati_mam/kadid10k/images/I28_04_04.png,other,4.5129056,16.62068,-40.41811,-1.1984599
KADID-10k,I28_04_05,I28,/data/projectwork/swati_mam/new model data/kadid10k/images/I28_04_05.png,/data/projectwork/swati_mam/kadid10k/images/I28.png,Color diffusion,,5.0,1.07,val,/data/projectwork/swati_mam/kadid10k/images/I28_04_05.png,other,4.3609014,16.694044,-40.227055,-1.199895
KADID-10k,I28_05_01,I28,/data/projectwork/swati_mam/new model data/kadid10k/images/I28_05_01.png,/data/projectwork/swati_mam/kadid10k/images/I28.png,Color shift,,1.0,4.33,val,/data/projectwork/swati_mam/kadid10k/images/I28_05_01.png,other,7.5724764,3.48084,-46.304333,15.652518
KADID-10k,I28_05_02,I28,/data/projectwork/swati_mam/new model data/kadid10k/images/I28_05_02.png,/data/projectwork/swati_mam/kadid10k/images/I28.png,Color shift,,2.0,3.27,val,/data/projectwork/swati_mam/kadid10k/images/I28_05_02.png,other,3.5332499,6.1579905,-46.01111,15.4775505
KADID-10k,I28_05_03,I28,/data/projectwork/swati_mam/new model data/kadid10k/images/I28_05_03.png,/data/projectwork/swati_mam/kadid10k/images/I28.png,Color shift,,3.0,3.43,val,/data/projectwork/swati_mam/kadid10k/images/I28_05_03.png,other,1.2702081,7.089489,-44.755836,16.031605
KADID-10k,I28_05_04,I28,/data/projectwork/swati_mam/new model data/kadid10k/images/I28_05_04.png,/data/projectwork/swati_mam/kadid10k/images/I28.png,Color shift,,4.0,3.1,val,/data/projectwork/swati_mam/kadid10k/images/I28_05_04.png,other,0.95461434,7.3780003,-44.672215,16.69457
KADID-10k,I28_05_05,I28,/data/projectwork/swati_mam/new model data/kadid10k/images/I28_05_05.png,/data/projectwork/swati_mam/kadid10k/images/I28.png,Color shift,,5.0,3.0,val,/data/projectwork/swati_mam/kadid10k/images/I28_05_05.png,other,0.77212244,7.545444,-44.509968,16.78416
KADID-10k,I28_06_01,I28,/data/projectwork/swati_mam/new model data/kadid10k/images/I28_06_01.png,/data/projectwork/swati_mam/kadid10k/images/I28.png,Color quantization,,1.0,3.73,val,/data/projectwork/swati_mam/kadid10k/images/I28_06_01.png,other,12.67465,-1.6759442,-43.070564,7.9859853
KADID-10k,I28_06_02,I28,/data/projectwork/swati_mam/new model data/kadid10k/images/I28_06_02.png,/data/projectwork/swati_mam/kadid10k/images/I28.png,Color quantization,,2.0,3.6,val,/data/projectwork/swati_mam/kadid10k/images/I28_06_02.png,other,12.447623,-1.8422626,-43.305122,8.349106
KADID-10k,I28_06_03,I28,/data/projectwork/swati_mam/new model data/kadid10k/images/I28_06_03.png,/data/projectwork/swati_mam/kadid10k/images/I28.png,Color quantization,,3.0,3.55,val,/data/projectwork/swati_mam/kadid10k/images/I28_06_03.png,other,16.090513,-2.5715163,-42.558346,6.7901793
KADID-10k,I28_06_04,I28,/data/projectwork/swati_mam/new model data/kadid10k/images/I28_06_04.png,/data/projectwork/swati_mam/kadid10k/images/I28.png,Color quantization,,4.0,3.4,val,/data/projectwork/swati_mam/kadid10k/images/I28_06_04.png,other,15.188093,-2.7634964,-41.73692,6.1030884
KADID-10k,I28_06_05,I28,/data/projectwork/swati_mam/new model data/kadid10k/images/I28_06_05.png,/data/projectwork/swati_mam/kadid10k/images/I28.png,Color quantization,,5.0,2.47,val,/data/projectwork/swati_mam/kadid10k/images/I28_06_05.png,other,16.609346,-3.1511037,-41.06823,-0.67378974
KADID-10k,I28_07_01,I28,/data/projectwork/swati_mam/new model data/kadid10k/images/I28_07_01.png,/data/projectwork/swati_mam/kadid10k/images/I28.png,Color saturation 1,,1.0,2.47,val,/data/projectwork/swati_mam/kadid10k/images/I28_07_01.png,other,-23.519655,16.919632,-45.465347,19.43628
KADID-10k,I28_07_02,I28,/data/projectwork/swati_mam/new model data/kadid10k/images/I28_07_02.png,/data/projectwork/swati_mam/kadid10k/images/I28.png,Color saturation 1,,2.0,2.4,val,/data/projectwork/swati_mam/kadid10k/images/I28_07_02.png,other,-31.524021,16.027342,-44.431175,21.090012
KADID-10k,I28_07_03,I28,/data/projectwork/swati_mam/new model data/kadid10k/images/I28_07_03.png,/data/projectwork/swati_mam/kadid10k/images/I28.png,Color saturation 1,,3.0,1.93,val,/data/projectwork/swati_mam/kadid10k/images/I28_07_03.png,other,-31.551788,16.341784,-44.233196,21.321945
KADID-10k,I28_07_04,I28,/data/projectwork/swati_mam/new model data/kadid10k/images/I28_07_04.png,/data/projectwork/swati_mam/kadid10k/images/I28.png,Color saturation 1,,4.0,1.87,val,/data/projectwork/swati_mam/kadid10k/images/I28_07_04.png,other,-31.539165,16.54007,-44.45756,21.061184
KADID-10k,I28_07_05,I28,/data/projectwork/swati_mam/new model data/kadid10k/images/I28_07_05.png,/data/projectwork/swati_mam/kadid10k/images/I28.png,Color saturation 1,,5.0,2.0,val,/data/projectwork/swati_mam/kadid10k/images/I28_07_05.png,other,-47.48934,6.222313,-43.759884,21.811325
KADID-10k,I28_08_01,I28,/data/projectwork/swati_mam/new model data/kadid10k/images/I28_08_01.png,/data/projectwork/swati_mam/kadid10k/images/I28.png,Color saturation 2,,1.0,4.73,val,/data/projectwork/swati_mam/kadid10k/images/I28_08_01.png,other,9.145383,3.4223168,-47.932137,15.78127
KADID-10k,I28_08_02,I28,/data/projectwork/swati_mam/new model data/kadid10k/images/I28_08_02.png,/data/projectwork/swati_mam/kadid10k/images/I28.png,Color saturation 2,,2.0,3.53,val,/data/projectwork/swati_mam/kadid10k/images/I28_08_02.png,other,33.90667,-1.0995448,-44.422615,4.1794653
KADID-10k,I28_08_03,I28,/data/projectwork/swati_mam/new model data/kadid10k/images/I28_08_03.png,/data/projectwork/swati_mam/kadid10k/images/I28.png,Color saturation 2,,3.0,2.47,val,/data/projectwork/swati_mam/kadid10k/images/I28_08_03.png,other,35.28859,0.39004737,-44.43181,4.081184
KADID-10k,I28_08_04,I28,/data/projectwork/swati_mam/new model data/kadid10k/images/I28_08_04.png,/data/projectwork/swati_mam/kadid10k/images/I28.png,Color saturation 2,,4.0,1.57,val,/data/projectwork/swati_mam/kadid10k/images/I28_08_04.png,other,37.716885,2.8305886,-41.57206,1.0243821
KADID-10k,I28_08_05,I28,/data/projectwork/swati_mam/new model data/kadid10k/images/I28_08_05.png,/data/projectwork/swati_mam/kadid10k/images/I28.png,Color saturation 2,,5.0,1.4,val,/data/projectwork/swati_mam/kadid10k/images/I28_08_05.png,other,37.776382,2.9107819,-41.572197,1.0958557
KADID-10k,I28_09_01,I28,/data/projectwork/swati_mam/new model data/kadid10k/images/I28_09_01.png,/data/projectwork/swati_mam/kadid10k/images/I28.png,JPEG2000,,1.0,4.4,val,/data/projectwork/swati_mam/kadid10k/images/I28_09_01.png,other,8.74267,3.4193702,-47.19943,15.552202
KADID-10k,I28_09_02,I28,/data/projectwork/swati_mam/new model data/kadid10k/images/I28_09_02.png,/data/projectwork/swati_mam/kadid10k/images/I28.png,JPEG2000,,2.0,4.23,val,/data/projectwork/swati_mam/kadid10k/images/I28_09_02.png,other,8.176088,3.6843498,-47.22844,15.409181
KADID-10k,I28_09_03,I28,/data/projectwork/swati_mam/new model data/kadid10k/images/I28_09_03.png,/data/projectwork/swati_mam/kadid10k/images/I28.png,JPEG2000,,3.0,4.47,val,/data/projectwork/swati_mam/kadid10k/images/I28_09_03.png,other,7.8177586,4.1052165,-47.228043,15.507738
KADID-10k,I28_09_04,I28,/data/projectwork/swati_mam/new model data/kadid10k/images/I28_09_04.png,/data/projectwork/swati_mam/kadid10k/images/I28.png,JPEG2000,,4.0,3.0,val,/data/projectwork/swati_mam/kadid10k/images/I28_09_04.png,other,2.4748354,7.3890653,-45.381023,16.901793
KADID-10k,I28_09_05,I28,/data/projectwork/swati_mam/new model data/kadid10k/images/I28_09_05.png,/data/projectwork/swati_mam/kadid10k/images/I28.png,JPEG2000,,5.0,1.4,val,/data/projectwork/swati_mam/kadid10k/images/I28_09_05.png,other,-25.97848,7.9698577,-0.28918362,7.769458
KADID-10k,I28_10_01,I28,/data/projectwork/swati_mam/new model data/kadid10k/images/I28_10_01.png,/data/projectwork/swati_mam/kadid10k/images/I28.png,JPEG,,1.0,4.23,val,/data/projectwork/swati_mam/kadid10k/images/I28_10_01.png,other,4.594774,5.982696,-45.676044,18.181314
KADID-10k,I28_10_02,I28,/data/projectwork/swati_mam/new model data/kadid10k/images/I28_10_02.png,/data/projectwork/swati_mam/kadid10k/images/I28.png,JPEG,,2.0,4.13,val,/data/projectwork/swati_mam/kadid10k/images/I28_10_02.png,other,4.591856,5.8566422,-45.74681,18.511206
KADID-10k,I28_10_03,I28,/data/projectwork/swati_mam/new model data/kadid10k/images/I28_10_03.png,/data/projectwork/swati_mam/kadid10k/images/I28.png,JPEG,,3.0,3.8,val,/data/projectwork/swati_mam/kadid10k/images/I28_10_03.png,other,4.0248528,6.2556458,-45.693535,19.139677
KADID-10k,I28_10_04,I28,/data/projectwork/swati_mam/new model data/kadid10k/images/I28_10_04.png,/data/projectwork/swati_mam/kadid10k/images/I28.png,JPEG,,4.0,2.03,val,/data/projectwork/swati_mam/kadid10k/images/I28_10_04.png,other,3.298716,5.9179897,-45.52328,19.687983
KADID-10k,I28_10_05,I28,/data/projectwork/swati_mam/new model data/kadid10k/images/I28_10_05.png,/data/projectwork/swati_mam/kadid10k/images/I28.png,JPEG,,5.0,1.3,val,/data/projectwork/swati_mam/kadid10k/images/I28_10_05.png,other,2.5681608,5.82033,-0.8056219,7.751139
KADID-10k,I28_11_01,I28,/data/projectwork/swati_mam/new model data/kadid10k/images/I28_11_01.png,/data/projectwork/swati_mam/kadid10k/images/I28.png,White noise,,1.0,4.1,val,/data/projectwork/swati_mam/kadid10k/images/I28_11_01.png,noise,10.366443,0.8687062,-44.07644,9.789616
KADID-10k,I28_11_02,I28,/data/projectwork/swati_mam/new model data/kadid10k/images/I28_11_02.png,/data/projectwork/swati_mam/kadid10k/images/I28.png,White noise,,2.0,3.47,val,/data/projectwork/swati_mam/kadid10k/images/I28_11_02.png,noise,10.728284,-0.75345534,-42.28548,6.890303
KADID-10k,I28_11_03,I28,/data/projectwork/swati_mam/new model data/kadid10k/images/I28_11_03.png,/data/projectwork/swati_mam/kadid10k/images/I28.png,White noise,,3.0,2.93,val,/data/projectwork/swati_mam/kadid10k/images/I28_11_03.png,noise,10.91967,-1.5013695,-41.538105,5.0824738
KADID-10k,I28_11_04,I28,/data/projectwork/swati_mam/new model data/kadid10k/images/I28_11_04.png,/data/projectwork/swati_mam/kadid10k/images/I28.png,White noise,,4.0,2.7,val,/data/projectwork/swati_mam/kadid10k/images/I28_11_04.png,noise,10.796991,-2.3231761,-41.476353,3.4397235
KADID-10k,I28_11_05,I28,/data/projectwork/swati_mam/new model data/kadid10k/images/I28_11_05.png,/data/projectwork/swati_mam/kadid10k/images/I28.png,White noise,,5.0,2.33,val,/data/projectwork/swati_mam/kadid10k/images/I28_11_05.png,noise,11.2263155,-3.2009723,-41.21805,0.5590756
KADID-10k,I28_12_01,I28,/data/projectwork/swati_mam/new model data/kadid10k/images/I28_12_01.png,/data/projectwork/swati_mam/kadid10k/images/I28.png,White noise in color component,,1.0,4.47,val,/data/projectwork/swati_mam/kadid10k/images/I28_12_01.png,noise,9.934718,1.7397087,-47.04153,14.104909
KADID-10k,I28_12_02,I28,/data/projectwork/swati_mam/new model data/kadid10k/images/I28_12_02.png,/data/projectwork/swati_mam/kadid10k/images/I28.png,White noise in color component,,2.0,3.6,val,/data/projectwork/swati_mam/kadid10k/images/I28_12_02.png,noise,10.944262,-0.5434085,-42.19148,6.9261804
KADID-10k,I28_12_03,I28,/data/projectwork/swati_mam/new model data/kadid10k/images/I28_12_03.png,/data/projectwork/swati_mam/kadid10k/images/I28.png,White noise in color component,,3.0,3.2,val,/data/projectwork/swati_mam/kadid10k/images/I28_12_03.png,noise,10.89273,-1.7880104,-41.37141,3.7397404
